t,r,u,y
1.54,-0.47582,0.01775,-0.49929
1.55,-0.47749,0.0135,-0.49862
1.56,-0.47916,0.0145,-0.49929
1.57,-0.48083,0.018,-0.5004
1.58,-0.48266,0.021125,-0.50201
1.59,-0.48433,0.028625,-0.50424
1.6,-0.486,0.022,-0.50324
1.61,-0.48814,0.029,-0.50561
1.62,-0.48995,0.022,-0.50507
1.63,-0.49162,0.01575,-0.50463
1.64,-0.49328,0.016,-0.50574
1.65,-0.4954,0.00325,-0.50418
1.66,-0.49716,0.00057137,-0.50485
1.67,-0.4989,-0.002,-0.50563
1.68,-0.50057,-0.011,-0.50501
1.69,-0.5024,-0.01325,-0.50618
1.7,-0.50447,-0.014857,-0.50745
1.71,-0.50618,-0.025,-0.50663
1.72,-0.50785,-0.02225,-0.50907
1.73,-0.50952,-0.0285,-0.5093
1.74,-0.51133,-0.036571,-0.50923
1.75,-0.51302,-0.043625,-0.50996
1.76,-0.51469,-0.044375,-0.51135
1.77,-0.51636,-0.05,-0.51219
1.78,-0.51803,-0.057,-0.51247
1.79,-0.51986,-0.06225,-0.51341
1.8,-0.52153,-0.0725,-0.51308
1.81,-0.5232,-0.0775,-0.51408
1.82,-0.52442,-0.081,-0.51508
1.83,-0.52625,-0.08675,-0.51625
1.84,-0.52764,-0.08925,-0.51764
1.85,-0.52915,-0.0965,-0.51808
1.86,-0.53033,-0.084429,-0.52296
1.87,-0.53176,-0.0765,-0.52664
1.88,-0.53309,-0.07425,-0.52876
1.89,-0.5342,-0.064,-0.53243
1.9,-0.53576,-0.0655,-0.53343
1.91,-0.53694,-0.069001,-0.53382
1.92,-0.5381,-0.089,-0.53092
1.93,-0.53915,-0.10475,-0.52909
1.94,-0.53988,-0.1045,-0.53081
1.95,-0.54107,-0.10343,-0.53268
1.96,-0.54221,-0.111,-0.53198
1.97,-0.54288,-0.10275,-0.53554
1.98,-0.54377,-0.1045,-0.53621
1.99,-0.54437,-0.10743,-0.53706
2,-0.54538,-0.108,-0.53771
2.01,-0.54594,-0.10213,-0.54043
2.02,-0.54649,-0.098375,-0.5421
2.03,-0.54705,-0.0985,-0.54271
2.04,-0.54766,-0.098,-0.54366
2.05,-0.54799,-0.0965,-0.54466
2.06,-0.54833,-0.09725,-0.54499
2.07,-0.54844,-0.09,-0.5471
2.08,-0.54888,-0.086625,-0.54822
2.09,-0.54916,-0.08225,-0.54933
2.1,-0.54933,-0.08475,-0.54894
2.11,-0.54933,-0.075,-0.55111
2.12,-0.54933,-0.075,-0.55111
2.13,-0.54933,-0.074,-0.55096
2.14,-0.54933,-0.07,-0.55155
2.15,-0.54888,-0.068,-0.55189
2.16,-0.54863,-0.059714,-0.55314
2.17,-0.54805,-0.0545,-0.55333
2.18,-0.54744,-0.054625,-0.55239
2.19,-0.54649,-0.05275,-0.5515
2.2,-0.54558,-0.048286,-0.5513
2.21,-0.54444,-0.048,-0.54977
2.22,-0.54332,-0.035,-0.55122
2.23,-0.54199,-0.029,-0.55088
2.24,-0.54056,-0.023,-0.55022
2.25,-0.53893,-0.017625,-0.54899
2.26,-0.53726,-0.0053749,-0.54961
2.27,-0.53559,0.0058749,-0.54961
2.28,-0.53354,0.01,-0.54744
2.29,-0.5312,0.022,-0.5471
2.3,-0.52931,0.0335,-0.54644
2.31,-0.52709,0.0465,-0.5461
2.32,-0.52442,0.065,-0.54666
2.33,-0.52181,0.08325,-0.54644
2.34,-0.5193,0.09825,-0.5456
2.35,-0.51669,0.11125,-0.54444
2.36,-0.51387,0.12929,-0.54374
2.37,-0.51063,0.139,-0.54088
2.38,-0.50763,0.1305,-0.53454
2.39,-0.5044,0.122,-0.52798
2.4,-0.50151,0.1175,-0.52253
2.41,-0.49799,0.15571,-0.52607
2.42,-0.49451,0.18862,-0.52798
2.43,-0.49117,0.19563,-0.52464
2.44,-0.48783,0.20662,-0.52142
2.45,-0.48394,0.21243,-0.51673
2.46,-0.48038,0.216,-0.51196
2.47,-0.4766,0.235,-0.51074
2.48,-0.47304,0.2415,-0.5064
2.49,-0.46882,0.24971,-0.50212
2.5,-0.46532,0.256,-0.49779
2.51,-0.46142,0.26262,-0.49339
2.52,-0.45753,0.26888,-0.48922
2.53,-0.45364,0.27738,-0.48528
2.54,-0.44936,0.28375,-0.48027
2.55,-0.44547,0.2905,-0.47594
2.56,-0.44158,0.29425,-0.47093
2.57,-0.43724,0.303,-0.46748
2.58,-0.43296,0.31125,-0.46298
2.59,-0.42907,0.31625,-0.45826
2.6,-0.42517,0.31837,-0.4532
2.61,-0.42078,0.32929,-0.44957
2.62,-0.41656,0.3355,-0.4448
2.63,-0.41266,0.34225,-0.4408
2.64,-0.40877,0.351,-0.43724
2.65,-0.40488,0.361,-0.43368
2.66,-0.40076,0.37343,-0.43057
2.67,-0.39671,0.38212,-0.42651
2.68,-0.39281,0.38612,-0.42184
2.69,-0.38892,0.39287,-0.41789
2.7,-0.38475,0.396,-0.41265
2.71,-0.38075,0.397,-0.40744
2.72,-0.3773,0.413,-0.40577
2.73,-0.37363,0.4155,-0.40121
2.74,-0.36963,0.42014,-0.39632
2.75,-0.36618,0.42362,-0.39237
2.76,-0.36285,0.42612,-0.38781
2.77,-0.35951,0.42738,-0.38308
2.78,-0.35617,0.4265,-0.37819
2.79,-0.3525,0.4265,-0.3733
2.8,-0.34939,0.4315,-0.37007
2.81,-0.34628,0.4305,-0.36551
2.82,-0.34339,0.429,-0.36118
2.83,-0.34033,0.4255,-0.35634
2.84,-0.33755,0.42175,-0.35161
2.85,-0.33477,0.41713,-0.34689
2.86,-0.33201,0.41871,-0.34408
2.87,-0.3296,0.409,-0.33849
2.88,-0.32704,0.40325,-0.33438
2.89,-0.3247,0.401,-0.33138
2.9,-0.32259,0.3925,-0.32704
2.91,-0.32057,0.39057,-0.32426
2.92,-0.31864,0.38275,-0.32059
2.93,-0.31698,0.37213,-0.31631
2.94,-0.31531,0.3615,-0.31225
2.95,-0.31352,0.34971,-0.30812
2.96,-0.3118,0.336,-0.30424
2.97,-0.31069,0.334,-0.30291
2.98,-0.30958,0.321,-0.29935
2.99,-0.30837,0.31014,-0.29655
3,-0.3073,0.29637,-0.2934
3.01,-0.30675,0.286,-0.29107
3.02,-0.30619,0.271,-0.28801
3.03,-0.30563,0.25575,-0.28539
3.04,-0.30502,0.24225,-0.28312
3.05,-0.30469,0.2325,-0.282
3.06,-0.30469,0.21675,-0.27989
3.07,-0.30469,0.202,-0.27819
3.08,-0.30469,0.18937,-0.27683
3.09,-0.30369,0.18262,-0.27594
3.1,-0.30224,0.17262,-0.27383
3.11,-0.30002,0.16825,-0.27244
3.12,-0.29668,0.169,-0.27133
3.13,-0.29323,0.16825,-0.26877
3.14,-0.2889,0.1735,-0.26688
3.15,-0.28389,0.187,-0.26632
3.16,-0.27783,0.189,-0.26171
3.17,-0.27155,0.20125,-0.2591
3.18,-0.2646,0.21688,-0.25604
3.19,-0.25698,0.23325,-0.25254
3.2,-0.24775,0.25425,-0.2482
3.21,-0.23886,0.274,-0.24331
3.22,-0.22929,0.3005,-0.23941
3.23,-0.21929,0.331,-0.2353
3.24,-0.20829,0.36257,-0.23028
3.25,-0.1961,0.38962,-0.22273
3.26,-0.18404,0.41825,-0.21562
3.27,-0.17175,0.45175,-0.20817
3.28,-0.15822,0.48772,-0.20022
3.29,-0.14378,0.53325,-0.19327
3.3,-0.12988,0.566,-0.18326
3.31,-0.11498,0.60575,-0.17425
3.32,-0.099191,0.649,-0.16426
3.33,-0.082955,0.6885,-0.15246
3.34,-0.066886,0.73275,-0.142
3.35,-0.050596,0.77213,-0.12994
3.36,-0.033638,0.81525,-0.11771
3.37,-0.014678,0.869,-0.10497
3.38,0.0031135,0.91275,-0.09174
3.39,0.021128,0.9585,-0.078063
3.4,0.039476,1.0095,-0.065052
3.41,0.06016,1.0679,-0.050762
3.42,0.079064,1.11,-0.03436
3.43,0.098245,1.1506,-0.017403
3.44,0.1177,1.1906,0.00011083
3.45,0.13967,1.2407,0.018236
3.46,0.15968,1.282,0.036473
3.47,0.1797,1.327,0.05371
3.48,0.20016,1.377,0.070279
3.49,0.22088,1.4211,0.089405
3.5,0.24319,1.4634,0.11053
3.51,0.26393,1.5021,0.13055
3.52,0.28456,1.54,0.15073
3.53,0.3064,1.5781,0.17182
3.54,0.32849,1.6228,0.19238
3.55,0.34917,1.649,0.21528
3.56,0.36985,1.69,0.23485
3.57,0.39193,1.724,0.2576
3.58,0.41339,1.7509,0.28139
3.59,0.4344,1.7833,0.30258
3.6,0.45481,1.8069,0.32559
3.61,0.4751,1.8288,0.34867
3.62,0.49729,1.857,0.37274
3.63,0.5173,1.8725,0.39665
3.64,0.53732,1.889,0.41967
3.65,0.557,1.9002,0.44369
3.66,0.57835,1.9052,0.47065
3.67,0.59726,1.9178,0.49328
3.68,0.61616,1.9253,0.51636
3.69,0.63467,1.9295,0.53988
3.7,0.65475,1.932,0.5649
3.71,0.67254,1.9335,0.58758
3.72,0.69,1.9372,0.60926
3.73,0.70723,1.936,0.63073
3.74,0.72426,1.9294,0.65417
3.75,0.74154,1.9199,0.67776
3.76,0.75727,1.9092,0.69928
3.77,0.77273,1.8992,0.72008
3.78,0.78799,1.8861,0.74135
3.79,0.8032,1.8738,0.76183
3.8,0.8171,1.848,0.78374
3.81,0.83033,1.8362,0.80142
3.82,0.8436,1.8134,0.82148
3.83,0.85635,1.7834,0.84217
3.84,0.86803,1.7616,0.85946
3.85,0.87898,1.7316,0.8772
3.86,0.88927,1.7054,0.89333
3.87,0.90028,1.674,0.91051
3.88,0.90917,1.6405,0.92641
3.89,0.91784,1.6055,0.94142
3.9,0.92585,1.569,0.95576
3.91,0.93386,1.5238,0.97211
3.92,0.94036,1.4894,0.98356
3.93,0.9462,1.4444,0.99691
3.94,0.95137,1.3966,1.0098
3.95,0.95665,1.3415,1.0227
3.96,0.96032,1.295,1.0328
3.97,0.96366,1.2485,1.0419
3.98,0.96611,1.196,1.0515
3.99,0.96814,1.1393,1.0607
4,0.96933,1.0775,1.0694
4.01,0.96966,1.0164,1.0774
4.02,0.96966,0.961,1.0835
4.03,0.96966,0.90137,1.0895
4.04,0.96966,0.84725,1.0938
4.05,0.96966,0.7945,1.098
4.06,0.96966,0.7395,1.1025
4.07,0.96966,0.685,1.1067
4.08,0.96966,0.62687,1.1108
4.09,0.96966,0.57313,1.1144
4.1,0.96966,0.52725,1.1159
4.11,0.96966,0.48129,1.1176
4.12,0.96966,0.428,1.1198
4.13,0.96966,0.38275,1.1211
4.14,0.96966,0.339,1.1218
4.15,0.96966,0.293,1.1233
4.16,0.96966,0.25086,1.1232
4.17,0.96966,0.20613,1.1236
4.18,0.96966,0.16275,1.1243
4.19,0.96966,0.12762,1.1231
4.2,0.96966,0.087714,1.1222
4.21,0.96966,0.052,1.1209
4.22,0.96966,0.025251,1.1182
4.23,0.96966,-0.018667,1.1193
4.24,0.96954,-0.053286,1.118
4.25,0.96894,-0.095251,1.1173
4.26,0.968,-0.13825,1.1176
4.27,0.96688,-0.1725,1.1153
4.28,0.96534,-0.19914,1.1103
4.29,0.96333,-0.21175,1.1025
4.3,0.96121,-0.252,1.1009
4.31,0.95843,-0.27775,1.0958
4.32,0.95524,-0.31172,1.0917
4.33,0.95176,-0.34475,1.0875
4.34,0.94837,-0.37,1.0817
4.35,0.94431,-0.397,1.0759
4.36,0.93986,-0.41762,1.0684
4.37,0.93497,-0.436,1.0591
4.38,0.92985,-0.46475,1.0532
4.39,0.92429,-0.491,1.0466
4.4,0.91873,-0.515,1.0394
4.41,0.91256,-0.54775,1.0324
4.42,0.90628,-0.56562,1.0233
4.43,0.89961,-0.59062,1.0153
4.44,0.89294,-0.61575,1.0074
4.45,0.88504,-0.64025,0.9978
4.46,0.87781,-0.66,0.98812
4.47,0.87025,-0.676,0.97778
4.48,0.86247,-0.698,0.96877
4.49,0.85389,-0.723,0.95962
4.5,0.84495,-0.74612,0.94926
4.51,0.83661,-0.7685,0.93947
4.52,0.82777,-0.78488,0.92858
4.53,0.8185,-0.79971,0.91641
4.54,0.80876,-0.81775,0.90472
4.55,0.79931,-0.837,0.89405
4.56,0.78985,-0.84675,0.88137
4.57,0.77961,-0.86786,0.87003
4.58,0.76956,-0.887,0.85863
4.59,0.75961,-0.89913,0.84629
4.6,0.74943,-0.91513,0.83456
4.61,0.73915,-0.92387,0.82121
4.62,0.72769,-0.935,0.80687
4.63,0.71724,-0.95375,0.79608
4.64,0.70701,-0.9675,0.78418
4.65,0.69645,-0.979,0.77162
4.66,0.68438,-0.997,0.75911
4.67,0.67382,-0.99887,0.7446
4.68,0.66325,-1.0139,0.7332
4.69,0.6523,-1.0219,0.72024
4.7,0.64051,-1.0342,0.70679
4.71,0.62961,-1.0435,0.69411
4.72,0.61905,-1.0498,0.6811
4.73,0.60804,-1.062,0.66942
4.74,0.59718,-1.0663,0.65595
4.75,0.58586,-1.0739,0.64257
4.76,0.57529,-1.082,0.63056
4.77,0.56473,-1.0855,0.61749
4.78,0.55371,-1.0856,0.60359
4.79,0.54288,-1.0885,0.59047
4.8,0.53287,-1.096,0.57913
4.81,0.52242,-1.0913,0.56534
4.82,0.51184,-1.0961,0.55333
4.83,0.50179,-1.0953,0.54038
4.84,0.49189,-1.0908,0.52742
4.85,0.48244,-1.0919,0.51608
4.86,0.47299,-1.0825,0.50274
4.87,0.46304,-1.074,0.48884
4.88,0.45414,-1.075,0.47883
4.89,0.44524,-1.0685,0.46726
4.9,0.43668,-1.0605,0.4557
4.91,0.42751,-1.0536,0.4438
4.92,0.41934,-1.0329,0.43018
4.93,0.41155,-1.0254,0.42017
4.94,0.40416,-1.0145,0.40949
4.95,0.39576,-1.0025,0.39854
4.96,0.38876,-0.9875,0.38809
4.97,0.38208,-0.968,0.3773
4.98,0.37541,-0.954,0.36785
4.99,0.36912,-0.93657,0.35825
5,0.36285,-0.91675,0.34845
5.01,0.35729,-0.8995,0.33977
5.02,0.35178,-0.878,0.33054
5.03,0.34656,-0.85371,0.32146
5.04,0.34161,-0.831,0.31347
5.05,0.33716,-0.81,0.30602
5.06,0.33327,-0.783,0.2979
5.07,0.32941,-0.76257,0.29185
5.08,0.32593,-0.7365,0.28489
5.09,0.3227,-0.70763,0.27794
5.1,0.32031,-0.68012,0.27211
5.11,0.31781,-0.64887,0.26571
5.12,0.31581,-0.615,0.25932
5.13,0.31425,-0.59225,0.2562
5.14,0.31314,-0.5635,0.25198
5.15,0.31203,-0.53325,0.24809
5.16,0.31136,-0.5025,0.24492
5.17,0.31136,-0.46425,0.2403
5.18,0.31136,-0.433,0.23775
5.19,0.31153,-0.4045,0.23586
5.2,0.31212,-0.37486,0.23435
5.21,0.31269,-0.345,0.23308
5.22,0.31336,-0.3145,0.23196
5.23,0.3147,-0.284,0.2313
5.24,0.31613,-0.24471,0.22958
5.25,0.31775,-0.21987,0.23085
5.26,0.31959,-0.18862,0.23102
5.27,0.32181,-0.15613,0.23102
5.28,0.32404,-0.12412,0.23163
5.29,0.32704,-0.086501,0.23196
5.3,0.32982,-0.058999,0.23441
5.31,0.33293,-0.03075,0.23686
5.32,0.33627,0.0070001,0.23752
5.33,0.34011,0.0435,0.23958
5.34,0.344,0.084125,0.24014
5.35,0.34789,0.12913,0.24025
5.36,0.3519,0.16543,0.24305
5.37,0.35673,0.208,0.24508
5.38,0.36118,0.22475,0.25265
5.39,0.36607,0.233,0.26154
5.4,0.37107,0.2655,0.26566
5.41,0.37636,0.31971,0.26561
5.42,0.38197,0.358,0.26927
5.43,0.38753,0.39075,0.27416
5.44,0.39309,0.41637,0.28061
5.45,0.39937,0.44343,0.28772
5.46,0.40521,0.469,0.2949
5.47,0.41133,0.4915,0.30269
5.48,0.41767,0.5145,0.31025
5.49,0.42453,0.54286,0.31752
5.5,0.43123,0.55975,0.32671
5.51,0.43791,0.58725,0.33338
5.52,0.44458,0.61412,0.34005
5.53,0.45125,0.63425,0.34867
5.54,0.45903,0.663,0.3564
5.55,0.46593,0.68,0.36563
5.56,0.47316,0.7,0.37419
5.57,0.48038,0.721,0.38253
5.58,0.48833,0.74513,0.39154
5.59,0.49556,0.767,0.3996
5.6,0.50279,0.79137,0.40716
5.61,0.51057,0.80229,0.41773
5.62,0.51841,0.825,0.42656
5.63,0.52598,0.83775,0.43635
5.64,0.53332,0.85,0.44658
5.65,0.54099,0.8645,0.45581
5.66,0.54863,0.87729,0.4659
5.67,0.55656,0.89475,0.47477
5.68,0.56384,0.90888,0.48361
5.69,0.57123,0.91613,0.49395
5.7,0.57926,0.92229,0.50523
5.71,0.58669,0.928,0.51597
5.72,0.59392,0.9365,0.52531
5.73,0.60115,0.9405,0.53576
5.74,0.60899,0.95329,0.54469
5.75,0.61627,0.94875,0.55644
5.76,0.62311,0.954,0.56584
5.77,0.63006,0.9565,0.57557
5.78,0.63673,0.95362,0.58602
5.79,0.64407,0.95675,0.59592
5.8,0.65074,0.9495,0.60671
5.81,0.65708,0.94375,0.61716
5.82,0.66364,0.944,0.62539
5.83,0.67037,0.93762,0.63606
5.84,0.67621,0.9345,0.64496
5.85,0.68216,0.93038,0.65347
5.86,0.68785,0.91671,0.66383
5.87,0.69389,0.9065,0.67343
5.88,0.69945,0.89575,0.68221
5.89,0.70456,0.885,0.69077
5.9,0.70957,0.872,0.69945
5.91,0.71486,0.85971,0.70793
5.92,0.71969,0.8515,0.71507
5.93,0.72413,0.8375,0.72263
5.94,0.72842,0.82025,0.73053
5.95,0.73259,0.80114,0.73907
5.96,0.73659,0.784,0.74637
5.97,0.74037,0.7675,0.75282
5.98,0.74371,0.752,0.75883
5.99,0.74733,0.73457,0.76512
6,0.75021,0.71163,0.77217
6.01,0.75299,0.69412,0.77729
6.02,0.75549,0.6735,0.78257
6.03,0.75772,0.64887,0.7888
6.04,0.76005,0.63,0.7933
6.05,0.76172,0.606,0.79842
6.06,0.76305,0.58125,0.80286
6.07,0.76461,0.561,0.80642
6.08,0.76567,0.53412,0.81065
6.09,0.76622,0.51162,0.81371
6.1,0.76678,0.48638,0.81721
6.11,0.76728,0.45471,0.82129
6.12,0.76728,0.429,0.82377
6.13,0.76728,0.403,0.82585
6.14,0.76639,0.373,0.82866
6.15,0.76517,0.3425,0.83033
6.16,0.76315,0.31186,0.83076
6.17,0.76044,0.2815,0.83055
6.18,0.75666,0.24388,0.831
6.19,0.7526,0.203,0.83161
6.2,0.74752,0.16086,0.8307
6.21,0.74193,0.114,0.83044
6.22,0.7357,0.075999,0.82711
6.23,0.7288,0.032,0.82444
6.24,0.72058,-0.023143,0.82244
6.25,0.71212,-0.081375,0.82077
6.26,0.70323,-0.13962,0.8181
6.27,0.69378,-0.20588,0.81643
6.28,0.68377,-0.26613,0.81226
6.29,0.67198,-0.2835,0.79619
6.3,0.66031,-0.318,0.78529
6.31,0.64863,-0.38625,0.78107
6.32,0.63606,-0.442,0.77306
6.33,0.62183,-0.50963,0.76483
6.34,0.60821,-0.55963,0.75371
6.35,0.59392,-0.60912,0.74182
6.36,0.57913,-0.66457,0.73043
6.37,0.56245,-0.7075,0.7139
6.38,0.54677,-0.7575,0.70034
6.39,0.53065,-0.81,0.68677
6.4,0.51397,-0.85525,0.67098
6.41,0.49608,-0.90343,0.65411
6.42,0.47771,-0.9525,0.63729
6.43,0.45992,-1.0147,0.6235
6.44,0.44196,-1.0704,0.60838
6.45,0.42199,-1.1253,0.59019
6.46,0.40254,-1.179,0.57246
6.47,0.38319,-1.2235,0.55333
6.48,0.36385,-1.2645,0.53287
6.49,0.3425,-1.3186,0.5126
6.5,0.3222,-1.3685,0.49328
6.51,0.3018,-1.4084,0.47204
6.52,0.2815,-1.4553,0.45175
6.53,0.26093,-1.5021,0.43162
6.54,0.23819,-1.5453,0.40744
6.55,0.21706,-1.584,0.38542
6.56,0.19627,-1.6175,0.36173
6.57,0.17525,-1.651,0.33849
6.58,0.15201,-1.689,0.31353
6.59,0.13088,-1.719,0.28962
6.6,0.10936,-1.7464,0.26532
6.61,0.08788,-1.7804,0.24216
6.62,0.064941,-1.801,0.21417
6.63,0.044147,-1.8272,0.19037
6.64,0.02313,-1.809,0.15657
6.65,0.0021121,-1.5728,0.077951
6.66,-0.019636,-1.6876,0.076443
6.67,-0.041089,-1.7219,0.056044
6.68,-0.061661,-1.5519,-0.0068387
6.69,-0.082066,-1.6867,-0.00088966
6.7,-0.10351,-1.683,-0.028531
6.71,-0.12365,-1.594,-0.072056
6.72,-0.14311,-1.721,-0.067499
6.73,-0.16235,-1.641,-0.10831
6.74,-0.18288,-1.6407,-0.13172
6.75,-0.20155,-1.7255,-0.1355
6.76,-0.21973,-1.624,-0.17925
6.77,-0.23752,-1.6621,-0.19093
6.78,-0.25532,-1.7148,-0.19972
6.79,-0.27377,-1.6127,-0.24353
6.8,-0.29045,-1.651,-0.25376
6.81,-0.30647,-1.672,-0.26766
6.82,-0.32248,-1.617,-0.29757
6.83,-0.33899,-1.656,-0.30725
6.84,-0.35373,-1.6516,-0.32476
6.85,-0.36779,-1.6356,-0.34394
6.86,-0.38183,-1.6496,-0.35609
6.87,-0.39587,-1.63,-0.3763
6.88,-0.40844,-1.622,-0.39165
6.89,-0.42034,-1.622,-0.40432
6.9,-0.43179,-1.598,-0.42189
6.91,-0.44296,-1.5761,-0.43851
