t,r,u,y
6.92,-0.45358,-1.5579,-0.45358
6.93,-0.46304,-1.5427,-0.46598
6.94,-0.47193,-1.5159,-0.48044
6.95,-0.48083,-1.4919,-0.49366
6.96,-0.48839,-1.461,-0.50752
6.97,-0.4954,-1.4198,-0.52231
6.98,-0.50151,-1.375,-0.53665
6.99,-0.50777,-1.3301,-0.5499
7,-0.51241,-1.2876,-0.56178
7.01,-0.51669,-1.2342,-0.57463
7.02,-0.52003,-1.1805,-0.5863
7.03,-0.52281,-1.1264,-0.5972
7.04,-0.52509,-1.0662,-0.60737
7.05,-0.5262,-1.01,-0.61627
7.06,-0.52698,-0.95,-0.62483
7.07,-0.52709,-0.89071,-0.63187
7.08,-0.52709,-0.83038,-0.63862
7.09,-0.52709,-0.771,-0.6449
7.1,-0.52709,-0.71875,-0.6493
7.11,-0.52681,-0.66687,-0.65347
7.12,-0.52664,-0.611,-0.65741
7.13,-0.52664,-0.56275,-0.66031
7.14,-0.52642,-0.514,-0.66297
7.15,-0.5262,-0.466,-0.66564
7.16,-0.52575,-0.41725,-0.66698
7.17,-0.52559,-0.37387,-0.6682
7.18,-0.52531,-0.33075,-0.66903
7.19,-0.52492,-0.28612,-0.67026
7.2,-0.52442,-0.2495,-0.66842
7.21,-0.5242,-0.2115,-0.66809
7.22,-0.52364,-0.1705,-0.66842
7.23,-0.52308,-0.135,-0.6672
7.24,-0.52264,-0.095428,-0.66669
7.25,-0.52236,-0.060249,-0.66514
7.26,-0.52181,-0.035,-0.66186
7.27,-0.52125,0.0040003,-0.66164
7.28,-0.52048,0.037856,-0.66008
7.29,-0.51964,0.076,-0.65942
7.3,-0.51908,0.122,-0.66097
7.31,-0.51853,0.14,-0.65575
7.32,-0.51768,0.15286,-0.64979
7.33,-0.51691,0.1615,-0.64301
7.34,-0.51636,0.204,-0.64435
7.35,-0.51563,0.23325,-0.64251
7.36,-0.5148,0.257,-0.63973
7.37,-0.51374,0.281,-0.63651
7.38,-0.51308,0.29525,-0.6315
7.39,-0.51219,0.313,-0.62784
7.4,-0.51163,0.32775,-0.6235
7.41,-0.51052,0.3415,-0.61877
7.42,-0.50957,0.352,-0.61388
7.43,-0.50874,0.36388,-0.60971
7.44,-0.50802,0.38238,-0.60704
7.45,-0.50685,0.38675,-0.6007
7.46,-0.50596,0.4,-0.59737
7.47,-0.50507,0.4155,-0.5947
7.48,-0.5044,0.42,-0.5898
7.49,-0.50326,0.43271,-0.58663
7.5,-0.50207,0.43575,-0.58091
7.51,-0.50135,0.44063,-0.57646
7.52,-0.50029,0.45225,-0.57379
7.53,-0.49932,0.45829,-0.56992
7.54,-0.4984,0.467,-0.56656
7.55,-0.49729,0.479,-0.56445
7.56,-0.49662,0.4705,-0.55767
7.57,-0.49544,0.47357,-0.55365
7.58,-0.49467,0.47788,-0.55016
7.59,-0.49362,0.476,-0.54577
7.6,-0.4925,0.47675,-0.54182
7.61,-0.49167,0.47613,-0.53821
7.62,-0.49061,0.479,-0.53509
7.63,-0.48995,0.47525,-0.53054
7.64,-0.48884,0.471,-0.52642
7.65,-0.48806,0.46525,-0.52231
7.66,-0.487,0.46187,-0.51836
7.67,-0.48628,0.45613,-0.51458
7.68,-0.48517,0.44925,-0.51069
7.69,-0.48444,0.4465,-0.50785
7.7,-0.48372,0.43475,-0.50285
7.71,-0.48283,0.4285,-0.49951
7.72,-0.48194,0.423,-0.49684
7.73,-0.48127,0.414,-0.49284
7.74,-0.48026,0.40771,-0.49023
7.75,-0.47966,0.392,-0.48539
7.76,-0.47911,0.38025,-0.48166
7.77,-0.4781,0.372,-0.47922
7.78,-0.47752,0.362,-0.47632
7.79,-0.47694,0.352,-0.47338
7.8,-0.47638,0.349,-0.47238
7.81,-0.47538,0.327,-0.46726
7.82,-0.47479,0.31943,-0.46558
7.83,-0.47421,0.30637,-0.46248
7.84,-0.47371,0.29637,-0.46053
7.85,-0.47355,0.28387,-0.45842
7.86,-0.47299,0.27263,-0.4562
7.87,-0.47238,0.264,-0.45503
7.88,-0.47193,0.24925,-0.45247
7.89,-0.47171,0.238,-0.45058
7.9,-0.47115,0.22675,-0.44903
7.91,-0.47099,0.21137,-0.44697
7.92,-0.4706,0.19987,-0.44541
7.93,-0.47032,0.18925,-0.4443
7.94,-0.47015,0.18125,-0.44402
7.95,-0.46971,0.162,-0.44091
7.96,-0.46971,0.1545,-0.4408
7.97,-0.46971,0.14625,-0.44069
7.98,-0.46926,0.132,-0.43946
7.99,-0.46926,0.12371,-0.43895
8,-0.46926,0.10613,-0.43685
8.01,-0.46926,0.095875,-0.43635
8.02,-0.46926,0.0865,-0.43646
8.03,-0.46926,0.077125,-0.4364
8.04,-0.46926,0.0685,-0.43624
8.05,-0.46926,0.0595,-0.43635
8.06,-0.46926,0.04825,-0.43579
8.07,-0.46926,0.04,-0.4359
8.08,-0.46926,0.027625,-0.43507
8.09,-0.46926,0.021375,-0.4359
8.1,-0.46926,0.0145,-0.43629
8.11,-0.46926,0.0064286,-0.4366
8.12,-0.46926,0.0014999,-0.43724
8.13,-0.46926,-0.0105,-0.43668
8.14,-0.46926,-0.013,-0.43813
8.15,-0.46926,-0.019,-0.43857
8.16,-0.46926,-0.028857,-0.43806
8.17,-0.46926,-0.034,-0.43885
8.18,-0.46926,-0.047,-0.43785
8.19,-0.46926,-0.048875,-0.43918
8.2,-0.46926,-0.052714,-0.44042
8.21,-0.46926,-0.063,-0.43991
8.22,-0.46926,-0.07025,-0.4398
8.23,-0.46926,-0.079,-0.43976
8.24,-0.46926,-0.083001,-0.44029
8.25,-0.46926,-0.089875,-0.44069
8.26,-0.46926,-0.08625,-0.44324
8.27,-0.46971,-0.078625,-0.4468
8.28,-0.4699,-0.073429,-0.44931
8.29,-0.47015,-0.08275,-0.44858
8.3,-0.4706,-0.096,-0.44747
8.31,-0.47071,-0.1095,-0.44602
8.32,-0.4713,-0.11043,-0.44779
8.33,-0.47188,-0.11087,-0.44953
8.34,-0.47243,-0.1135,-0.45064
8.35,-0.47299,-0.11437,-0.45219
8.36,-0.47355,-0.11438,-0.45414
8.37,-0.47416,-0.114,-0.45636
8.38,-0.47471,-0.11925,-0.45681
8.39,-0.47549,-0.12,-0.45814
8.4,-0.47627,-0.1215,-0.45981
8.41,-0.47733,-0.12588,-0.46098
8.42,-0.47805,-0.12613,-0.46248
8.43,-0.47888,-0.1255,-0.46443
8.44,-0.47983,-0.1275,-0.46604
8.45,-0.48105,-0.133,-0.46671
8.46,-0.48216,-0.132,-0.4686
8.47,-0.48294,-0.13175,-0.47049
8.48,-0.48394,-0.136,-0.47149
8.49,-0.48509,-0.13986,-0.47257
8.5,-0.48656,-0.14512,-0.47332
8.51,-0.48783,-0.14925,-0.47455
8.52,-0.48895,-0.14675,-0.47683
8.53,-0.49011,-0.14986,-0.47797
8.54,-0.49162,-0.153,-0.47949
8.55,-0.49284,-0.152,-0.48172
8.56,-0.49406,-0.1585,-0.48227
8.57,-0.49557,-0.15586,-0.48496
8.58,-0.49712,-0.16375,-0.48533
8.59,-0.49834,-0.16488,-0.48683
8.6,-0.49984,-0.16288,-0.48939
8.61,-0.50123,-0.16475,-0.49106
8.62,-0.50262,-0.16,-0.49417
8.63,-0.50429,-0.16675,-0.49495
8.64,-0.50574,-0.1695,-0.49617
8.65,-0.50718,-0.16775,-0.49873
8.66,-0.50857,-0.17075,-0.50018
8.67,-0.51024,-0.16938,-0.50223
8.68,-0.51163,-0.16625,-0.50501
8.69,-0.51313,-0.17013,-0.50618
8.7,-0.51497,-0.177,-0.50652
8.71,-0.51641,-0.172,-0.50952
8.72,-0.51786,-0.1715,-0.51152
8.73,-0.51953,-0.173,-0.5133
8.74,-0.5208,-0.17514,-0.51476
8.75,-0.52258,-0.17737,-0.51619
8.76,-0.52386,-0.17788,-0.51803
8.77,-0.52542,-0.17525,-0.52047
8.78,-0.52677,-0.17614,-0.52181
8.79,-0.52853,-0.17575,-0.52375
8.8,-0.52976,-0.175,-0.52575
8.81,-0.53131,-0.1805,-0.52598
8.82,-0.53274,-0.17429,-0.52899
8.83,-0.53409,-0.17913,-0.52976
8.84,-0.53526,-0.17475,-0.5322
8.85,-0.53676,-0.17075,-0.53459
8.86,-0.53787,-0.17013,-0.53598
8.87,-0.53954,-0.165,-0.53865
8.88,-0.54065,-0.1705,-0.53899
8.89,-0.54177,-0.1705,-0.54021
8.9,-0.54288,-0.166,-0.54243
8.91,-0.54455,-0.1655,-0.54377
8.92,-0.54566,-0.16237,-0.54566
8.93,-0.54677,-0.1555,-0.54844
8.94,-0.54749,-0.158,-0.54861
8.95,-0.54866,-0.16,-0.54944
8.96,-0.54977,-0.1525,-0.55177
8.97,-0.55055,-0.148,-0.55378
8.98,-0.55155,-0.151,-0.55378
8.99,-0.55257,-0.14357,-0.556
9,-0.55344,-0.14062,-0.55739
9.01,-0.55417,-0.13888,-0.55822
9.02,-0.55478,-0.13513,-0.55956
9.03,-0.55575,-0.13214,-0.5607
9.04,-0.55633,-0.13,-0.56156
9.05,-0.55689,-0.123,-0.56356
9.06,-0.55745,-0.12925,-0.56223
9.07,-0.55803,-0.11571,-0.5654
9.08,-0.55861,-0.1175,-0.56501
9.09,-0.55872,-0.11363,-0.5659
9.1,-0.55928,-0.10763,-0.56734
9.11,-0.55956,-0.10325,-0.5679
9.12,-0.56,-0.097,-0.5689
9.13,-0.56,-0.09825,-0.56845
9.14,-0.56023,-0.0955,-0.56845
9.15,-0.56045,-0.086,-0.57046
9.16,-0.56045,-0.083875,-0.5704
9.17,-0.56045,-0.07375,-0.5719
9.18,-0.56045,-0.07425,-0.57123
9.19,-0.56045,-0.0675,-0.57218
9.2,-0.56045,-0.061428,-0.57278
9.21,-0.56045,-0.063,-0.57157
9.22,-0.56089,-0.0555,-0.5729
9.23,-0.56089,-0.0525,-0.5729
9.24,-0.56127,-0.049286,-0.57328
9.25,-0.56139,-0.040875,-0.57485
9.26,-0.56178,-0.046625,-0.5729
9.27,-0.56206,-0.041625,-0.57374
9.28,-0.56262,-0.039,-0.57424
9.29,-0.56278,-0.03425,-0.57457
9.3,-0.56334,-0.0355,-0.57424
9.31,-0.5639,-0.0375,-0.57357
9.32,-0.56445,-0.035,-0.57424
9.33,-0.56506,-0.033875,-0.5744
9.34,-0.56562,-0.032625,-0.57468
9.35,-0.56617,-0.028625,-0.57585
9.36,-0.56674,-0.032571,-0.57481
9.37,-0.56756,-0.0345,-0.57468
9.38,-0.56834,-0.03375,-0.57513
9.39,-0.5689,-0.029,-0.57646
9.4,-0.5699,-0.03375,-0.5759
9.41,-0.57049,-0.034,-0.57614
9.42,-0.57146,-0.034375,-0.57674
9.43,-0.57212,-0.03875,-0.57613
9.44,-0.57324,-0.038125,-0.57691
9.45,-0.57411,-0.038571,-0.57786
9.46,-0.57513,-0.044,-0.57735
9.47,-0.57613,-0.03925,-0.57902
9.48,-0.57691,-0.0425,-0.57913
9.49,-0.57811,-0.045429,-0.57957
9.5,-0.57924,-0.041,-0.58163
9.51,-0.58035,-0.048375,-0.5808
9.52,-0.58119,-0.049,-0.58163
9.53,-0.58213,-0.049875,-0.58258
9.54,-0.58336,-0.051,-0.58358
9.55,-0.58447,-0.0545,-0.58402
9.56,-0.58558,-0.06175,-0.58347
9.57,-0.58669,-0.06,-0.58491
9.58,-0.58791,-0.064125,-0.58575
9.59,-0.58903,-0.064125,-0.58686
9.6,-0.59014,-0.066,-0.58786
9.61,-0.59171,-0.069,-0.5886
9.62,-0.59292,-0.0745,-0.58869
9.63,-0.59403,-0.0755,-0.59003
9.64,-0.59514,-0.076,-0.59114
9.65,-0.59625,-0.082,-0.59125
9.66,-0.59743,-0.080143,-0.59317
9.67,-0.59859,-0.078375,-0.59492
9.68,-0.5997,-0.087375,-0.59453
9.69,-0.60098,-0.08525,-0.59631
9.7,-0.60245,-0.088286,-0.59699
9.71,-0.60359,-0.094,-0.59737
9.72,-0.60471,-0.09175,-0.59915
9.73,-0.60582,-0.0945,-0.60026
9.74,-0.60702,-0.095429,-0.60137
9.75,-0.60815,-0.0915,-0.60382
9.76,-0.60926,-0.10237,-0.60276
9.77,-0.61038,-0.10175,-0.60443
9.78,-0.6111,-0.10275,-0.60571
9.79,-0.61227,-0.10275,-0.60682
9.8,-0.61338,-0.105,-0.60782
9.81,-0.61449,-0.108,-0.60849
9.82,-0.6156,-0.106,-0.61027
9.83,-0.61638,-0.10663,-0.61166
9.84,-0.61749,-0.10913,-0.61249
9.85,-0.61822,-0.10925,-0.61366
9.86,-0.61929,-0.11371,-0.61357
9.87,-0.62027,-0.1175,-0.61405
9.88,-0.62116,-0.1155,-0.61571
9.89,-0.62183,-0.114,-0.61738
9.9,-0.6225,-0.1165,-0.61772
9.91,-0.62342,-0.11386,-0.61948
9.92,-0.624,-0.11125,-0.62083
9.93,-0.625,-0.11525,-0.62116
9.94,-0.62556,-0.11375,-0.62222
9.95,-0.62615,-0.11714,-0.62234
9.96,-0.62672,-0.117,-0.62316
9.97,-0.62728,-0.111,-0.62528
9.98,-0.62784,-0.1105,-0.62583
9.99,-0.62844,-0.10786,-0.6271
10,-0.629,-0.10113,-0.62917
10.01,-0.62939,-0.10862,-0.62795
10.02,-0.62967,-0.10238,-0.62989
10.03,-0.63023,-0.10075,-0.63073
10.04,-0.63039,-0.10175,-0.63084
10.05,-0.63073,-0.098,-0.63184
10.06,-0.63106,-0.09575,-0.63251
10.07,-0.63117,-0.09,-0.63384
10.08,-0.63134,-0.0865,-0.63462
10.09,-0.63162,-0.084625,-0.6349
10.1,-0.63162,-0.080625,-0.63551
10.11,-0.63162,-0.081285,-0.6353
10.12,-0.63162,-0.077,-0.63606
10.13,-0.63162,-0.071667,-0.6371
10.14,-0.63117,-0.069,-0.63695
10.15,-0.63062,-0.06525,-0.63684
10.16,-0.62977,-0.055286,-0.63784
10.17,-0.62861,-0.046125,-0.63823
10.18,-0.62745,-0.043375,-0.63668
10.19,-0.62561,-0.032375,-0.63684
10.2,-0.62323,-0.024429,-0.63581
10.21,-0.62094,-0.013,-0.63517
10.22,-0.61816,0.0032498,-0.63495
10.23,-0.61538,0.019,-0.63473
10.24,-0.61198,0.038287,-0.63441
10.25,-0.6086,0.064875,-0.63529
10.26,-0.60509,0.077375,-0.63278
10.27,-0.60092,0.103,-0.63278
10.28,-0.59687,0.12075,-0.63062
10.29,-0.59192,0.12375,-0.62428
10.3,-0.58691,0.1225,-0.61738
10.31,-0.58191,0.12725,-0.61149
10.32,-0.57691,0.173,-0.61471
10.33,-0.57079,0.207,-0.61355
10.34,-0.56523,0.22512,-0.60938
10.35,-0.55928,0.24837,-0.60571
10.36,-0.55308,0.26357,-0.60042
10.37,-0.54621,0.2835,-0.5947
10.38,-0.53954,0.303,-0.58969
10.39,-0.53287,0.32,-0.58358
10.4,-0.52575,0.3345,-0.57702
10.41,-0.51845,0.359,-0.57189
10.42,-0.51091,0.38075,-0.5659
10.43,-0.50324,0.39638,-0.55856
10.44,-0.49584,0.41563,-0.552
10.45,-0.4875,0.43357,-0.54405
10.46,-0.47949,0.453,-0.53687
10.47,-0.47127,0.4765,-0.53065
10.48,-0.46326,0.4935,-0.52286
10.49,-0.4542,0.51586,-0.51508
10.5,-0.44575,0.53513,-0.50702
10.51,-0.4374,0.55013,-0.4984
10.52,-0.42879,0.577,-0.49228
10.53,-0.42028,0.59563,-0.484
10.54,-0.41055,0.62,-0.47549
10.55,-0.40188,0.6395,-0.46748
10.56,-0.3932,0.65825,-0.45914
10.57,-0.38431,0.68,-0.45103
10.58,-0.37452,0.699,-0.44141
10.59,-0.36563,0.71775,-0.43279
10.6,-0.35712,0.73612,-0.42428
10.61,-0.34815,0.75114,-0.41449
10.62,-0.33849,0.769,-0.40477
10.63,-0.3296,0.78675,-0.39609
10.64,-0.3207,0.797,-0.38564
10.65,-0.31225,0.80775,-0.37541
10.66,-0.3031,0.82657,-0.36683
10.67,-0.29401,0.84137,-0.35717
10.68,-0.28562,0.84287,-0.34567
10.69,-0.27711,0.85638,-0.33632
10.7,-0.26821,0.86271,-0.32509
10.71,-0.25976,0.87,-0.31492
10.72,-0.25153,0.87875,-0.30569
10.73,-0.24353,0.883,-0.29535
10.74,-0.23485,0.88414,-0.2841
10.75,-0.22696,0.888,-0.27405
10.76,-0.21934,0.88325,-0.2626
10.77,-0.21211,0.89138,-0.25454
10.78,-0.20489,0.88612,-0.24364
10.79,-0.19694,0.88525,-0.2333
10.8,-0.18993,0.8845,-0.22396
10.81,-0.18326,0.88,-0.21428
10.82,-0.17659,0.879,-0.20594
10.83,-0.16986,0.871,-0.19538
10.84,-0.16374,0.861,-0.18565
10.85,-0.15763,0.85538,-0.17736
10.86,-0.15193,0.84514,-0.16813
10.87,-0.14589,0.8345,-0.15902
10.88,-0.14067,0.829,-0.1519
10.89,-0.13566,0.813,-0.14278
10.9,-0.1311,0.796,-0.134
10.91,-0.12632,0.78671,-0.12702
10.92,-0.12188,0.77412,-0.11987
10.93,-0.11793,0.75488,-0.11192
10.94,-0.1142,0.73987,-0.10514
10.95,-0.11063,0.71943,-0.097793
10.96,-0.1072,0.701,-0.091184
10.97,-0.10442,0.6855,-0.085958
10.98,-0.10186,0.666,-0.080286
10.99,-0.099445,0.64286,-0.074091
11,-0.097244,0.61912,-0.068332
11.01,-0.095576,0.59563,-0.063384
11.02,-0.094186,0.58187,-0.060604
11.03,-0.093074,0.55425,-0.055322
11.04,-0.091962,0.5245,-0.050262
11.05,-0.091406,0.499,-0.046704
11.06,-0.091184,0.47275,-0.043479
11.07,-0.091184,0.44329,-0.039714
11.08,-0.091184,0.4125,-0.036251
11.09,-0.091184,0.39325,-0.034861
11.1,-0.091184,0.36725,-0.032582
11.11,-0.090906,0.34288,-0.030636
11.12,-0.090739,0.319,-0.028912
11.13,-0.090628,0.2905,-0.026132
11.14,-0.090294,0.27,-0.025131
11.15,-0.089961,0.25025,-0.024464
11.16,-0.089794,0.22212,-0.022184
11.17,-0.089405,0.20187,-0.021295
11.18,-0.089127,0.18312,-0.020739
11.19,-0.088571,0.16063,-0.019349
11.2,-0.088404,0.14825,-0.020572
11.21,-0.087848,0.1255,-0.019126
11.22,-0.087292,0.111,-0.019349
11.23,-0.086736,0.097,-0.019571
11.24,-0.086164,0.082429,-0.020143
11.25,-0.085568,0.061625,-0.018793
11.26,-0.085012,0.045,-0.018348
11.27,-0.084401,0.0345,-0.019126
11.28,-0.083432,0.023143,-0.019889
11.29,-0.082844,0.010749,-0.020238
11.3,-0.081843,0.001,-0.020906
11.31,-0.081287,-0.01075,-0.021128
11.32,-0.080445,-0.026285,-0.020524
11.33,-0.079675,-0.0375,-0.020739
11.34,-0.078674,-0.041126,-0.022462
11.35,-0.077951,-0.058625,-0.021072
11.36,-0.076839,-0.071125,-0.020794
11.37,-0.076061,-0.077001,-0.021795
11.38,-0.07506,-0.09275,-0.020572
11.39,-0.074282,-0.096,-0.02224
11.4,-0.07317,-0.10375,-0.022574
11.41,-0.072002,-0.1185,-0.021406
11.42,-0.071279,-0.1235,-0.021962
11.43,-0.070167,-0.12788,-0.022796
11.44,-0.069055,-0.136,-0.02274
11.45,-0.067832,-0.13025,-0.026021
11.46,-0.06672,-0.14,-0.025131
11.47,-0.065942,-0.13775,-0.026911
11.48,-0.064941,-0.139,-0.028022
11.49,-0.063797,-0.139,-0.028785
11.5,-0.062606,-0.1415,-0.029301
11.51,-0.061494,-0.14525,-0.029412
11.52,-0.060382,-0.14137,-0.03108
11.53,-0.059222,-0.141,-0.031644
11.54,-0.058046,-0.14,-0.032248
11.55,-0.056934,-0.137,-0.03336
11.56,-0.055822,-0.14125,-0.032693
11.57,-0.054647,-0.143,-0.032597
11.58,-0.053487,-0.139,-0.033582
11.59,-0.052375,-0.13525,-0.034194
11.6,-0.051263,-0.13625,-0.033972
11.61,-0.050151,-0.13312,-0.034806
11.62,-0.049373,-0.122,-0.036918
11.63,-0.048261,-0.125,-0.035918
11.64,-0.047149,-0.1195,-0.036696
11.65,-0.046037,-0.114,-0.037474
11.66,-0.044814,-0.11275,-0.037141
11.67,-0.043868,-0.10513,-0.038197
11.68,-0.043034,-0.102,-0.038197
11.69,-0.041922,-0.099,-0.038308
11.7,-0.041144,-0.087,-0.040254
11.71,-0.040032,-0.088,-0.03892
11.72,-0.039254,-0.08225,-0.039254
11.73,-0.038253,-0.076,-0.040032
11.74,-0.037236,-0.073,-0.039333
11.75,-0.036362,-0.06925,-0.039254
11.76,-0.03564,-0.069625,-0.03803
11.77,-0.034639,-0.06175,-0.039087
11.78,-0.034059,-0.055286,-0.03946
11.79,-0.033138,-0.0505,-0.039476
11.8,-0.03247,-0.045,-0.039587
11.81,-0.031803,-0.04425,-0.038586
11.82,-0.030882,-0.045429,-0.036982
11.83,-0.030302,-0.03925,-0.037196
11.84,-0.029746,-0.02875,-0.03842
11.85,-0.02919,-0.0325,-0.03664
11.86,-0.028634,-0.02875,-0.03664
11.87,-0.028022,-0.021,-0.037363
11.88,-0.027466,-0.0225,-0.036029
11.89,-0.027133,-0.0175,-0.036251
11.9,-0.026799,-0.0155,-0.035473
11.91,-0.026243,-0.017,-0.034361
11.92,-0.026076,-0.011125,-0.034639
11.93,-0.025798,-0.0092498,-0.034361
11.94,-0.025409,-0.00525,-0.034305
11.95,-0.025242,0.0045,-0.035695
11.96,-0.024909,0.001,-0.034027
11.97,-0.024909,0.005,-0.034361
11.98,-0.024464,0.0040001,-0.033805
11.99,-0.024464,0.007,-0.033551
12,-0.024464,0.011375,-0.033749
12.01,-0.024464,0.011375,-0.033082
12.02,-0.024464,0.019,-0.034416
12.03,-0.024464,0.0155,-0.033082
12.04,-0.024464,0.0205,-0.033582
12.05,-0.024464,0.021,-0.033138
12.06,-0.024464,0.0215,-0.032693
12.07,-0.024464,0.028,-0.033805
12.08,-0.024464,0.02375,-0.032192
12.09,-0.024464,0.025,-0.032192
12.1,-0.024464,0.029375,-0.032804
12.11,-0.024464,0.030571,-0.032534
12.12,-0.024464,0.033,-0.03247
12.13,-0.024464,0.035,-0.032359
12.14,-0.024464,0.024,-0.029357
12.15,-0.024464,0.032,-0.030914
12.16,-0.024464,0.031571,-0.030564
12.17,-0.024464,0.031625,-0.030191
12.18,-0.024464,0.0275,-0.028578
12.19,-0.024464,0.02875,-0.028856
12.2,-0.024464,0.032143,-0.029293
12.21,-0.024464,0.028,-0.028022
12.22,-0.024464,0.02925,-0.028134
12.23,-0.024464,0.026,-0.027355
12.24,-0.024464,0.024571,-0.026815
12.25,-0.024464,0.0312,-0.027844
12.26,-0.024464,0.032571,-0.028149
12.27,-0.024408,0.042,-0.029746
12.28,-0.023829,0.044143,-0.029547
12.29,-0.023241,0.044,-0.028467
12.3,-0.022685,0.047,-0.028467
12.31,-0.021684,0.04425,-0.026354
12.32,-0.020842,0.045143,-0.025417
12.33,-0.019293,0.056126,-0.02641
12.34,-0.01807,0.063125,-0.026076
12.35,-0.016402,0.065875,-0.024742
12.36,-0.014734,0.072125,-0.023908
12.37,-0.012899,0.081,-0.02313
12.38,-0.010675,0.083,-0.021017
12.39,-0.0084511,0.0915,-0.020016
12.4,-0.0062272,0.09775,-0.018348
12.41,-0.003336,0.10375,-0.016068
12.42,-0.00094522,0.11825,-0.01579
12.43,0.0018347,0.12887,-0.0144
12.44,0.005004,0.1365,-0.012288
12.45,0.0082288,0.1545,-0.011565
12.46,0.011565,0.157,-0.0080064
12.47,0.014901,0.17225,-0.0067832
12.48,0.018237,0.183,-0.004448
12.49,0.021795,0.196,-0.0020334
12.5,0.025965,0.20975,0.00038918
12.51,0.029857,0.2185,0.0036142
12.52,0.033749,0.236,0.0056156
12.53,0.037808,0.24771,0.0085148
12.54,0.042256,0.2585,0.012454
12.55,0.046704,0.273,0.015123
12.56,0.050707,0.28375,0.019126
12.57,0.055409,0.29729,0.023002
12.58,0.060048,0.31738,0.025298
12.59,0.064941,0.32975,0.028968
12.6,0.069556,0.341,0.033304
12.61,0.074282,0.35787,0.036362
12.62,0.079619,0.372,0.040922
12.63,0.084178,0.383,0.045703
12.64,0.089182,0.395,0.050262
12.65,0.094187,0.407,0.054822
12.66,0.099691,0.41988,0.059937
12.67,0.10469,0.4375,0.06344
12.68,0.1097,0.45063,0.067888
12.69,0.11509,0.46187,0.072891
12.7,0.12065,0.477,0.078062
12.71,0.12566,0.4825,0.084512
12.72,0.13066,0.49925,0.088293
12.73,0.13611,0.509,0.093853
12.74,0.14126,0.51429,0.10046
12.75,0.14662,0.52562,0.10614
12.76,0.15162,0.53075,0.11231
12.77,0.15707,0.54188,0.11709
12.78,0.16229,0.55186,0.1227
12.79,0.16758,0.55775,0.12899
12.8,0.17258,0.563,0.13522
12.81,0.17748,0.56625,0.14134
12.82,0.18243,0.56771,0.14856
12.83,0.18765,0.5765,0.15357
12.84,0.19221,0.57637,0.16007
12.85,0.19705,0.57463,0.16708
12.86,0.20177,0.57962,0.17208
12.87,0.20683,0.58,0.17925
12.88,0.21128,0.5765,0.18604
12.89,0.21573,0.575,0.19215
12.9,0.21984,0.572,0.1986
12.91,0.22457,0.56938,0.20505
12.92,0.22846,0.57012,0.21
12.93,0.23263,0.56637,0.21584
12.94,0.23669,0.56338,0.2214
12.95,0.24053,0.5575,0.22785
12.96,0.2442,0.5505,0.23374
12.97,0.24786,0.5495,0.23797
12.98,0.25131,0.542,0.24375
12.99,0.25462,0.53571,0.24871
13,0.25787,0.53063,0.25359
13.01,0.26082,0.52137,0.25871
13.02,0.26399,0.51588,0.26293
13.03,0.2665,0.50543,0.26796
13.04,0.26944,0.4945,0.273
13.05,0.27177,0.488,0.27667
13.06,0.274,0.47625,0.28134
13.07,0.27635,0.463,0.28588
13.08,0.27828,0.45613,0.28895
13.09,0.27995,0.44237,0.29312
13.1,0.28161,0.43025,0.29657
13.11,0.28328,0.42087,0.29907
13.12,0.28467,0.406,0.30291
13.13,0.28578,0.38675,0.30691
13.14,0.28667,0.3755,0.30914
13.15,0.28756,0.3575,0.31269
13.16,0.28829,0.34263,0.3147
13.17,0.28868,0.32737,0.31709
13.18,0.28895,0.3105,0.31931
13.19,0.28912,0.29112,0.32215
13.2,0.28912,0.271,0.32448
13.21,0.28934,0.249,0.32715
13.22,0.2899,0.243,0.32693
13.23,0.29045,0.227,0.32871
13.24,0.2916,0.21371,0.33074
13.25,0.29307,0.2055,0.33165
13.26,0.29474,0.19437,0.33338
13.27,0.29646,0.192,0.33382
13.28,0.29897,0.18371,0.33576
13.29,0.30157,0.17825,0.33727
13.3,0.30469,0.176,0.33849
13.31,0.30758,0.17075,0.34083
13.32,0.31136,0.17243,0.34218
13.33,0.31503,0.17725,0.34333
13.34,0.31931,0.17488,0.34594
13.35,0.32337,0.17737,0.34845
13.36,0.3281,0.18425,0.34984
13.37,0.33316,0.189,0.35273
13.38,0.3386,0.194,0.35584
13.39,0.34383,0.201,0.35873
13.4,0.34939,0.21025,0.36129
13.41,0.35601,0.22425,0.36412
13.42,0.36212,0.23563,0.36724
13.43,0.36824,0.24563,0.37113
13.44,0.37474,0.25338,0.3758
13.45,0.38219,0.269,0.37986
13.46,0.3892,0.2795,0.38453
13.47,0.39621,0.30125,0.38753
13.48,0.40388,0.312,0.39276
13.49,0.41144,0.32914,0.39759
13.5,0.41978,0.347,0.40299
13.51,0.42756,0.36438,0.40783
13.52,0.43585,0.38413,0.41305
13.53,0.44436,0.39929,0.41983
13.54,0.45325,0.41725,0.42612
13.55,0.4617,0.441,0.43057
13.56,0.47015,0.4565,0.43791
13.57,0.47956,0.47743,0.44455
13.58,0.48845,0.50488,0.44975
13.59,0.49734,0.51762,0.45803
13.6,0.50663,0.53725,0.46515
13.61,0.51552,0.55975,0.47182
13.62,0.52575,0.58,0.47994
13.63,0.53476,0.596,0.4885
