t,r,u,y
7.04,-0.39899,-1.7265,-0.20016
7.05,-0.419,-1.763,-0.22373
7.06,-0.44119,-1.7981,-0.25048
7.07,-0.46148,-1.825,-0.27578
7.08,-0.48189,-1.8468,-0.30207
7.09,-0.50224,-1.634,-0.37903
7.1,-0.5242,-1.6445,-0.40521
7.11,-0.54444,-1.784,-0.40266
7.12,-0.56445,-1.571,-0.47683
7.13,-0.58504,-1.6651,-0.48185
7.14,-0.60649,-1.7124,-0.50023
7.15,-0.6265,-1.5529,-0.56034
7.16,-0.64602,-1.741,-0.54305
7.17,-0.66548,-1.6636,-0.58564
7.18,-0.68601,-1.6159,-0.62062
7.19,-0.7059,-1.745,-0.61605
7.2,-0.72436,-1.6343,-0.6642
7.21,-0.74304,-1.646,-0.68299
7.22,-0.76296,-1.7161,-0.69192
7.23,-0.78107,-1.595,-0.73992
7.24,-0.79869,-1.6629,-0.74526
7.25,-0.81593,-1.6735,-0.76361
7.26,-0.83445,-1.596,-0.80242
7.27,-0.85101,-1.6725,-0.80398
7.28,-0.86714,-1.664,-0.82488
7.29,-0.88293,-1.633,-0.84946
7.3,-0.89805,-1.653,-0.86247
7.31,-0.9144,-1.6466,-0.88221
7.32,-0.92885,-1.6329,-0.90111
7.33,-0.94253,-1.6333,-0.91668
7.34,-0.95607,-1.6067,-0.9377
7.35,-0.97011,-1.596,-0.95476
7.36,-0.98234,-1.6012,-0.96677
7.37,-0.99413,-1.581,-0.9839
7.38,-1.0056,-1.5506,-1.0023
7.39,-1.0169,-1.5264,-1.019
7.4,-1.0269,-1.5025,-1.0344
7.41,-1.0364,-1.4711,-1.0503
7.42,-1.0453,-1.4424,-1.0644
7.43,-1.0542,-1.4087,-1.0793
7.44,-1.0622,-1.365,-1.0951
7.45,-1.0689,-1.3353,-1.1066
7.46,-1.0753,-1.2965,-1.1189
7.47,-1.0816,-1.2484,-1.1327
7.48,-1.0866,-1.2096,-1.1433
7.49,-1.0909,-1.164,-1.1542
7.5,-1.0945,-1.1115,-1.1656
7.51,-1.0978,-1.066,-1.1743
7.52,-1.1,-1.0125,-1.1839
7.53,-1.1018,-0.9575,-1.1925
7.54,-1.1029,-0.9085,-1.1987
7.55,-1.1031,-0.853,-1.2059
7.56,-1.1031,-0.794,-1.212
7.57,-1.1031,-0.73475,-1.219
7.58,-1.1031,-0.68962,-1.2219
7.59,-1.1031,-0.634,-1.2266
7.6,-1.1031,-0.584,-1.2303
7.61,-1.1031,-0.53825,-1.2328
7.62,-1.1031,-0.496,-1.2345
7.63,-1.1031,-0.45525,-1.236
7.64,-1.1031,-0.40725,-1.2379
7.65,-1.1031,-0.3675,-1.239
7.66,-1.1031,-0.32813,-1.2398
7.67,-1.1031,-0.29088,-1.24
7.68,-1.1031,-0.25275,-1.2397
7.69,-1.1031,-0.221,-1.2388
7.7,-1.1031,-0.18475,-1.2389
7.71,-1.1031,-0.147,-1.2392
7.72,-1.1031,-0.1185,-1.2368
7.73,-1.1031,-0.091,-1.2351
7.74,-1.1031,-0.057501,-1.2352
7.75,-1.1031,-0.033,-1.2327
7.76,-1.1031,0.0022868,-1.2325
7.77,-1.1031,0.032,-1.2312
7.78,-1.1031,0.062501,-1.2303
7.79,-1.1028,0.09475,-1.2298
7.8,-1.1022,0.117,-1.2268
7.81,-1.1014,0.13,-1.221
7.82,-1.1003,0.14875,-1.2177
7.83,-1.0992,0.18625,-1.2179
7.84,-1.098,0.21386,-1.2156
7.85,-1.0964,0.235,-1.2114
7.86,-1.0947,0.2525,-1.207
7.87,-1.0929,0.276,-1.2036
7.88,-1.0906,0.29214,-1.1985
7.89,-1.0882,0.31938,-1.1956
7.9,-1.0856,0.33288,-1.1896
7.91,-1.0833,0.35125,-1.1852
7.92,-1.0803,0.36712,-1.1799
7.93,-1.0771,0.38329,-1.1741
7.94,-1.0737,0.407,-1.1703
7.95,-1.0704,0.42425,-1.1652
7.96,-1.0669,0.4405,-1.1596
7.97,-1.063,0.46243,-1.1547
7.98,-1.0591,0.47513,-1.1484
7.99,-1.0551,0.4945,-1.1432
8,-1.0509,0.51387,-1.1385
8.01,-1.0462,0.527,-1.1307
8.02,-1.0417,0.543,-1.1253
8.03,-1.0371,0.5615,-1.1198
8.04,-1.0324,0.57475,-1.1132
8.05,-1.0275,0.585,-1.1058
8.06,-1.022,0.60025,-1.099
8.07,-1.017,0.61275,-1.0923
8.08,-1.012,0.62675,-1.086
8.09,-1.0064,0.64071,-1.0791
8.1,-1.0006,0.6495,-1.0709
8.11,-0.99524,0.65625,-1.0626
8.12,-0.98968,0.668,-1.056
8.13,-0.98383,0.67357,-1.0474
8.14,-0.97756,0.68875,-1.0407
8.15,-0.972,0.69188,-1.0319
8.16,-0.96599,0.7015,-1.0249
8.17,-0.96027,0.70763,-1.0169
8.18,-0.95371,0.70986,-1.0075
8.19,-0.94787,0.718,-0.99991
8.2,-0.94175,0.7185,-0.99113
8.21,-0.93564,0.723,-0.98323
8.22,-0.929,0.72857,-0.975
8.23,-0.92279,0.72825,-0.96616
8.24,-0.91668,0.73075,-0.95799
8.25,-0.91056,0.73638,-0.95076
8.26,-0.90383,0.734,-0.9412
8.27,-0.89816,0.73325,-0.93286
8.28,-0.89205,0.7365,-0.92541
8.29,-0.88593,0.7315,-0.91662
8.3,-0.87981,0.729,-0.90828
8.31,-0.87353,0.72812,-0.89983
8.32,-0.86769,0.72875,-0.8926
8.33,-0.86174,0.72838,-0.8851
8.34,-0.85599,0.724,-0.87702
8.35,-0.84957,0.7145,-0.86758
8.36,-0.84401,0.70575,-0.85891
8.37,-0.83845,0.704,-0.85224
8.38,-0.83286,0.69386,-0.84385
8.39,-0.82722,0.69538,-0.83761
8.4,-0.82205,0.6845,-0.82955
8.41,-0.8166,0.67987,-0.82299
8.42,-0.81159,0.66937,-0.81537
8.43,-0.80655,0.65714,-0.80699
8.44,-0.80153,0.652,-0.80108
8.45,-0.79664,0.64,-0.79386
8.46,-0.79219,0.63,-0.78707
8.47,-0.78736,0.62171,-0.78081
8.48,-0.78329,0.60825,-0.7739
8.49,-0.77901,0.59962,-0.76856
8.5,-0.77512,0.59087,-0.76328
8.51,-0.77084,0.576,-0.7566
8.52,-0.76706,0.56375,-0.75104
8.53,-0.76372,0.5515,-0.74615
8.54,-0.76039,0.53475,-0.73992
8.55,-0.75705,0.518,-0.73436
8.56,-0.75399,0.50812,-0.73019
8.57,-0.75121,0.49625,-0.7263
8.58,-0.74843,0.48175,-0.72197
8.59,-0.74612,0.46786,-0.71803
8.6,-0.74371,0.444,-0.71235
8.61,-0.74148,0.42775,-0.70857
8.62,-0.7397,0.412,-0.70501
8.63,-0.73799,0.39057,-0.70088
8.64,-0.73648,0.37825,-0.69889
8.65,-0.73498,0.35725,-0.69517
8.66,-0.73425,0.34012,-0.69272
8.67,-0.73331,0.32025,-0.68977
8.68,-0.73271,0.29757,-0.68683
8.69,-0.73214,0.28,-0.68544
8.7,-0.7317,0.2565,-0.68255
8.71,-0.7317,0.24,-0.68188
8.72,-0.7317,0.215,-0.6796
8.73,-0.7317,0.19438,-0.67793
8.74,-0.7317,0.18012,-0.67782
8.75,-0.7317,0.16075,-0.67699
8.76,-0.73151,0.14471,-0.67641
8.77,-0.73125,0.12525,-0.67532
8.78,-0.73125,0.108,-0.67476
8.79,-0.73114,0.09175,-0.67421
8.8,-0.73081,0.076857,-0.67413
8.81,-0.73081,0.06075,-0.67393
8.82,-0.73036,0.055625,-0.67587
8.83,-0.73019,0.034875,-0.67432
8.84,-0.72992,0.024429,-0.67527
8.85,-0.72947,0.01,-0.67476
8.86,-0.72936,-0.0012497,-0.6751
8.87,-0.7288,-0.012,-0.67565
8.88,-0.72858,-0.02275,-0.67621
8.89,-0.72808,-0.03175,-0.67687
8.9,-0.72753,-0.044375,-0.67676
8.91,-0.72725,-0.0525,-0.6776
8.92,-0.72686,-0.06225,-0.67782
8.93,-0.72625,-0.075,-0.67743
8.94,-0.72569,-0.088001,-0.67699
8.95,-0.72514,-0.09725,-0.67754
8.96,-0.72458,-0.099,-0.67921
8.97,-0.72397,-0.10713,-0.67977
8.98,-0.72341,-0.104,-0.68227
8.99,-0.72286,-0.099625,-0.6851
9,-0.7223,-0.11363,-0.68366
9.01,-0.72172,-0.12014,-0.68385
9.02,-0.72113,-0.12225,-0.6851
9.03,-0.72058,-0.128,-0.68544
9.04,-0.72002,-0.12575,-0.6871
9.05,-0.71943,-0.12871,-0.68779
9.06,-0.71846,-0.12962,-0.68855
9.07,-0.71785,-0.12063,-0.69161
9.08,-0.7173,-0.125,-0.69155
9.09,-0.71638,-0.12143,-0.69306
9.1,-0.71568,-0.123,-0.69344
9.11,-0.71513,-0.123,-0.69389
9.12,-0.71435,-0.1225,-0.69478
9.13,-0.71357,-0.12275,-0.695
9.14,-0.71296,-0.1165,-0.69689
9.15,-0.71224,-0.117,-0.69678
9.16,-0.7114,-0.11512,-0.69734
9.17,-0.71085,-0.1135,-0.69778
9.18,-0.70979,-0.1145,-0.69756
9.19,-0.70923,-0.115,-0.69745
9.2,-0.70834,-0.111,-0.69834
9.21,-0.70768,-0.104,-0.69967
9.22,-0.7069,-0.10725,-0.69878
9.23,-0.70606,-0.10537,-0.69878
9.24,-0.70551,-0.09975,-0.69956
9.25,-0.7049,-0.098875,-0.69945
9.26,-0.70393,-0.091,-0.70081
9.27,-0.70334,-0.088,-0.70089
9.28,-0.70278,-0.089,-0.70012
9.29,-0.70178,-0.082,-0.701
9.3,-0.7012,-0.079857,-0.70069
9.31,-0.70062,-0.076,-0.70106
9.32,-0.69961,-0.061625,-0.70345
9.33,-0.69906,-0.06675,-0.70156
9.34,-0.69846,-0.062285,-0.70164
9.35,-0.69789,-0.058,-0.70189
9.36,-0.69734,-0.056,-0.70145
9.37,-0.69678,-0.0555,-0.70056
9.38,-0.69622,-0.05425,-0.7
9.39,-0.69561,-0.045375,-0.70123
9.4,-0.69506,-0.045,-0.70017
9.41,-0.6945,-0.041875,-0.70017
9.42,-0.69394,-0.03775,-0.70006
9.43,-0.69333,-0.03675,-0.69934
9.44,-0.69278,-0.0355,-0.69878
9.45,-0.69222,-0.032,-0.69889
9.46,-0.69166,-0.024,-0.69967
9.47,-0.6915,-0.0285,-0.69761
9.48,-0.69094,-0.025375,-0.69761
9.49,-0.69039,-0.018,-0.69861
9.5,-0.69027,-0.02075,-0.69717
9.51,-0.68969,-0.013714,-0.69757
9.52,-0.68944,-0.0115,-0.69722
9.53,-0.689,-0.013,-0.69611
9.54,-0.68888,-0.0057501,-0.69711
9.55,-0.68855,-0.0040001,-0.69662
9.56,-0.68816,-0.001,-0.69661
9.57,-0.68811,0.010125,-0.6985
9.58,-0.68794,0.003625,-0.69622
9.59,-0.68766,0.0094291,-0.69694
9.6,-0.68766,0.011,-0.69656
9.61,-0.68755,0.0175,-0.69745
9.62,-0.68722,0.016,-0.69633
9.63,-0.68722,0.0175,-0.69589
9.64,-0.68722,0.01925,-0.69606
9.65,-0.68722,0.022125,-0.69583
9.66,-0.68722,0.020167,-0.695
9.67,-0.68722,0.021833,-0.695
9.68,-0.68644,0.0205,-0.69322
9.69,-0.68477,0.02,-0.69144
9.7,-0.68277,0.02175,-0.68933
9.71,-0.6801,0.036,-0.68944
9.72,-0.67643,0.044375,-0.68672
9.73,-0.67254,0.061251,-0.68588
9.74,-0.6677,0.089001,-0.68627
9.75,-0.6622,0.10787,-0.68405
9.76,-0.65602,0.13314,-0.68194
9.77,-0.64896,0.155,-0.67799
9.78,-0.64185,0.177,-0.67387
9.79,-0.63395,0.20375,-0.67009
9.8,-0.62488,0.23286,-0.66498
9.81,-0.61521,0.26413,-0.65975
9.82,-0.60565,0.30438,-0.65619
9.83,-0.59509,0.33,-0.64857
9.84,-0.58345,0.37,-0.6421
9.85,-0.57157,0.404,-0.63428
9.86,-0.55967,0.43975,-0.62628
9.87,-0.54688,0.4765,-0.61805
9.88,-0.53409,0.5125,-0.60882
9.89,-0.51903,0.55875,-0.59898
9.9,-0.50496,0.5985,-0.58892
9.91,-0.4905,0.63725,-0.57807
9.92,-0.47527,0.67937,-0.56723
9.93,-0.45848,0.72975,-0.55533
9.94,-0.44235,0.771,-0.54266
9.95,-0.42623,0.819,-0.53098
9.96,-0.40966,0.872,-0.51997
9.97,-0.3907,0.91763,-0.50396
9.98,-0.37346,0.96263,-0.48978
9.99,-0.35545,1.0091,-0.47555
10,-0.33755,1.0506,-0.45953
10.01,-0.31841,1.1037,-0.44467
10.02,-0.29868,1.1498,-0.42745
10.03,-0.27978,1.194,-0.41055
10.04,-0.26076,1.2415,-0.39431
10.05,-0.24019,1.2857,-0.37535
10.06,-0.2199,1.33,-0.35679
10.07,-0.20038,1.3765,-0.33916
10.08,-0.18053,1.4122,-0.31931
10.09,-0.15937,1.456,-0.2991
10.1,-0.13878,1.493,-0.278
10.11,-0.11832,1.5293,-0.25787
10.12,-0.098301,1.561,-0.23663
10.13,-0.078285,1.595,-0.21606
10.14,-0.055822,1.6339,-0.19354
10.15,-0.035807,1.6645,-0.17219
10.16,-0.01579,1.6945,-0.15079
10.17,0.0046156,1.723,-0.12932
10.18,0.026577,1.7488,-0.1043
10.19,0.046259,1.7735,-0.082288
10.2,0.066275,1.811,-0.063273
10.21,0.085846,1.834,-0.041367
10.22,0.10725,1.8385,-0.012955
10.23,0.12643,1.8473,0.011231
10.24,0.14534,1.865,0.033027
10.25,0.16424,1.8689,0.057213
10.26,0.18377,1.8846,0.079428
10.27,0.20283,1.8925,0.10353
10.28,0.22107,1.9,0.12543
10.29,0.23841,1.9055,0.14734
10.3,0.25697,1.9076,0.17093
10.31,0.27455,1.9062,0.19393
10.32,0.29118,1.9094,0.21434
10.33,0.3073,1.9046,0.23569
10.34,0.32426,1.9061,0.25646
10.35,0.33983,1.895,0.27889
10.36,0.35473,1.8898,0.29813
10.37,0.36918,1.88,0.31803
10.38,0.38331,1.8672,0.3376
10.39,0.39804,1.8591,0.35712
10.4,0.41083,1.8481,0.37469
10.41,0.42334,1.8294,0.39304
10.42,0.43518,1.8107,0.41061
10.43,0.44747,1.7897,0.42923
10.44,0.45837,1.7625,0.4468
10.45,0.46826,1.7412,0.46237
10.46,0.47816,1.727,0.47505
10.47,0.48778,1.6853,0.49423
10.48,0.49612,1.6509,0.50952
10.49,0.50407,1.6181,0.52353
10.5,0.51085,1.5757,0.53899
10.51,0.51762,1.5376,0.55231
10.52,0.52375,1.4892,0.56668
10.53,0.52931,1.439,0.58002
10.54,0.53365,1.3933,0.59181
10.55,0.53751,1.3364,0.60448
10.56,0.54099,1.2777,0.61666
10.57,0.54332,1.2317,0.62472
10.58,0.54538,1.1696,0.63534
10.59,0.54653,1.1111,0.64356
10.6,0.5471,1.049,0.65208
10.61,0.5471,0.987,0.65953
10.62,0.5471,0.926,0.66631
10.63,0.54641,0.86443,0.67171
10.64,0.54521,0.80737,0.67521
10.65,0.5441,0.74263,0.68043
10.66,0.54204,0.68675,0.6831
10.67,0.54004,0.62463,0.6861
10.68,0.53706,0.55686,0.68912
10.69,0.5342,0.499,0.68988
10.7,0.53042,0.4355,0.69111
10.71,0.52664,0.3755,0.691
10.72,0.5222,0.31314,0.68969
10.73,0.51725,0.24813,0.68922
10.74,0.51224,0.18825,0.68733
10.75,0.50696,0.13075,0.68455
10.76,0.5004,0.057999,0.68277
10.77,0.49428,0.00024894,0.67843
10.78,0.48772,-0.0655,0.67587
10.79,0.48083,-0.138,0.67398
10.8,0.47371,-0.215,0.67254
10.81,0.46515,-0.282,0.66581
10.82,0.45737,-0.307,0.65191
10.83,0.44919,-0.34413,0.6409
10.84,0.44029,-0.411,0.6353
10.85,0.43079,-0.4745,0.62739
10.86,0.42167,-0.5335,0.61972
10.87,0.41233,-0.579,0.60893
10.88,0.40216,-0.62743,0.59807
10.89,0.39148,-0.66725,0.58397
10.9,0.3813,-0.71325,0.57268
10.91,0.3708,-0.7505,0.55928
10.92,0.36023,-0.79212,0.54677
10.93,0.3486,-0.83471,0.53287
10.94,0.33716,-0.874,0.51953
10.95,0.32559,-0.9225,0.50807
10.96,0.31425,-0.9635,0.49506
10.97,0.30157,-1.003,0.47981
10.98,0.28968,-1.0449,0.46637
10.99,0.27761,-1.0751,0.45114
11,0.26566,-1.1014,0.43474
11.01,0.2522,-1.138,0.419
11.02,0.23997,-1.1673,0.40354
11.03,0.22751,-1.1945,0.38764
11.04,0.21506,-1.2255,0.37274
11.05,0.20238,-1.253,0.35717
11.06,0.18876,-1.2769,0.33916
11.07,0.17625,-1.295,0.32192
11.08,0.16363,-1.3111,0.30419
11.09,0.15072,-1.326,0.28658
11.1,0.13722,-1.3475,0.26933
11.11,0.12477,-1.3638,0.25265
11.12,0.11209,-1.381,0.23663
11.13,0.099382,-1.395,0.21973
11.14,0.085958,-1.3987,0.19972
11.15,0.073725,-1.4133,0.18426
11.16,0.061494,-1.4178,0.16647
11.17,0.049428,-1.423,0.14945
11.18,0.036601,-1.4294,0.13198
11.19,0.024464,-1.429,0.11431
11.2,0.012788,-1.4317,0.098078
11.21,0.001334,-1.434,0.082287
11.22,-0.01112,-1.4319,0.064686
11.23,-0.022407,-1.4324,0.049039
11.24,-0.033138,-1.4269,0.032693
11.25,-0.043979,-1.4169,0.016013
11.26,-0.0556,-1.414,0.00044525
11.27,-0.065719,-1.4038,-0.015568
11.28,-0.075839,-1.391,-0.031136
11.29,-0.085624,-1.3835,-0.045036
11.3,-0.095187,-1.376,-0.058269
11.31,-0.10514,-1.3599,-0.074226
11.32,-0.11404,-1.3455,-0.088126
11.33,-0.12277,-1.3284,-0.10192
11.34,-0.13122,-1.3097,-0.11558
11.35,-0.13967,-1.297,-0.12788
11.36,-0.14745,-1.2875,-0.13822
11.37,-0.15479,-1.271,-0.14945
11.38,-0.16178,-1.2533,-0.16076
11.39,-0.16897,-1.2196,-0.17514
11.4,-0.17508,-1.2014,-0.18504
11.41,-0.18115,-1.169,-0.19749
11.42,-0.18654,-1.1456,-0.20705
11.43,-0.1919,-1.1186,-0.21706
11.44,-0.19705,-1.087,-0.22729
11.45,-0.20105,-1.0605,-0.23552
11.46,-0.20505,-1.0315,-0.24353
11.47,-0.20906,-0.99328,-0.25335
11.48,-0.212,-0.9635,-0.26054
11.49,-0.21478,-0.92888,-0.26799
11.5,-0.21701,-0.89137,-0.27522
11.51,-0.21929,-0.859,-0.28022
11.52,-0.2204,-0.8245,-0.28578
11.53,-0.22151,-0.7835,-0.29201
11.54,-0.22229,-0.75,-0.2959
11.55,-0.2224,-0.714,-0.2998
11.56,-0.2224,-0.667,-0.30513
11.57,-0.2224,-0.621,-0.31036
11.58,-0.2224,-0.584,-0.31319
11.59,-0.2224,-0.54186,-0.31689
11.6,-0.2224,-0.502,-0.31981
11.61,-0.2224,-0.46625,-0.32215
11.62,-0.2224,-0.4345,-0.32337
11.63,-0.2224,-0.39975,-0.32526
11.64,-0.2224,-0.35838,-0.32754
11.65,-0.2224,-0.32213,-0.32921
11.66,-0.2224,-0.28962,-0.33032
11.67,-0.2224,-0.26,-0.33088
11.68,-0.2224,-0.22925,-0.3306
11.69,-0.2224,-0.2025,-0.32982
11.7,-0.2224,-0.172,-0.33038
11.71,-0.2224,-0.142,-0.33049
11.72,-0.2224,-0.11738,-0.32915
11.73,-0.2224,-0.091125,-0.32887
11.74,-0.2224,-0.062999,-0.32871
11.75,-0.2224,-0.040624,-0.32754
11.76,-0.2224,-0.012286,-0.32756
11.77,-0.2224,0.0105,-0.32604
11.78,-0.2224,0.028,-0.32381
11.79,-0.2224,0.058001,-0.32493
11.8,-0.2224,0.076001,-0.32292
11.81,-0.22318,0.10638,-0.32404
11.82,-0.22429,0.12075,-0.32265
11.83,-0.22579,0.12162,-0.31859
11.84,-0.22799,0.11943,-0.31511
11.85,-0.23063,0.131,-0.3147
11.86,-0.23374,0.13775,-0.31414
11.87,-0.23708,0.142,-0.31403
11.88,-0.24108,0.13529,-0.312
11.89,-0.24553,0.13787,-0.31303
11.9,-0.25037,0.12725,-0.31153
11.91,-0.25543,0.12137,-0.31169
11.92,-0.26099,0.107,-0.31108
11.93,-0.26726,0.088428,-0.31041
11.94,-0.274,0.073999,-0.31136
11.95,-0.28078,0.05075,-0.31103
11.96,-0.28801,0.0345,-0.31292
11.97,-0.29624,0.014715,-0.31543
11.98,-0.30419,-0.01025,-0.31714
11.99,-0.31269,-0.027251,-0.32092
12,-0.32159,-0.05225,-0.32398
12.01,-0.33138,-0.095001,-0.3247
12.02,-0.34083,-0.13375,-0.32604
12.03,-0.3505,-0.168,-0.32937
12.04,-0.36051,-0.1895,-0.33605
12.05,-0.37096,-0.204,-0.34472
12.06,-0.38275,-0.20813,-0.3569
12.07,-0.39387,-0.23875,-0.36301
12.08,-0.40499,-0.28975,-0.36501
12.09,-0.41678,-0.32514,-0.37147
12.1,-0.42945,-0.369,-0.37764
12.11,-0.44146,-0.4045,-0.38475
12.12,-0.4537,-0.435,-0.39365
12.13,-0.4664,-0.473,-0.40146
12.14,-0.48011,-0.49675,-0.41405
12.15,-0.49289,-0.5295,-0.42345
12.16,-0.50574,-0.56075,-0.4339
12.17,-0.51908,-0.589,-0.44486
12.18,-0.53338,-0.624,-0.45617
12.19,-0.5471,-0.653,-0.46793
12.2,-0.56045,-0.6835,-0.47961
12.21,-0.57401,-0.7125,-0.49128
12.22,-0.58911,-0.74043,-0.5051
12.23,-0.60276,-0.76862,-0.51814
12.24,-0.61666,-0.796,-0.53076
12.25,-0.63056,-0.8235,-0.54355
12.26,-0.64585,-0.863,-0.55556
12.27,-0.65931,-0.8895,-0.56901
12.28,-0.6732,-0.917,-0.5818
12.29,-0.6871,-0.94675,-0.59425
12.3,-0.701,-0.974,-0.60715
12.31,-0.71585,-0.99762,-0.623
12.32,-0.72947,-1.0195,-0.63745
12.33,-0.74282,-1.0354,-0.6528
12.34,-0.75635,-1.0563,-0.6672
12.35,-0.77084,-1.084,-0.68099
12.36,-0.78418,-1.1055,-0.69478
12.37,-0.79708,-1.126,-0.70812
12.38,-0.81024,-1.1426,-0.72318
12.39,-0.82366,-1.1484,-0.74054
12.4,-0.83628,-1.165,-0.75399
12.41,-0.84851,-1.173,-0.76917
12.42,-0.86035,-1.1826,-0.78379
12.43,-0.87314,-1.197,-0.79797
12.44,-0.88471,-1.201,-0.81354
12.45,-0.89627,-1.2098,-0.82699
12.46,-0.90717,-1.2145,-0.84067
12.47,-0.91864,-1.2144,-0.8563
12.48,-0.9293,-1.2166,-0.87008
12.49,-0.93931,-1.2129,-0.88398
12.5,-0.94904,-1.2054,-0.89872
12.51,-0.95943,-1.207,-0.91184
12.52,-0.96833,-1.1985,-0.92552
12.53,-0.97723,-1.189,-0.93853
12.54,-0.98545,-1.1817,-0.95054
12.55,-0.99368,-1.175,-0.9621
12.56,-1.0021,-1.155,-0.97656
12.57,-1.0093,-1.1369,-0.98935
12.58,-1.0161,-1.1185,-1.0011
12.59,-1.0224,-1.0984,-1.013
12.6,-1.0288,-1.08,-1.0239
12.61,-1.0344,-1.062,-1.0337
12.62,-1.0395,-1.039,-1.0439
12.63,-1.0445,-1.0184,-1.053
12.64,-1.049,-0.982,-1.065
12.65,-1.0529,-0.95725,-1.073
12.66,-1.0563,-0.9255,-1.082
12.67,-1.0593,-0.89863,-1.0894
12.68,-1.062,-0.86871,-1.0968
12.69,-1.064,-0.829,-1.1053
12.7,-1.0655,-0.802,-1.1106
12.71,-1.0666,-0.7675,-1.1162
12.72,-1.0675,-0.72571,-1.1228
12.73,-1.0675,-0.68875,-1.1279
12.74,-1.0675,-0.64614,-1.1336
12.75,-1.0672,-0.61025,-1.1373
12.76,-1.0662,-0.574,-1.1396
12.77,-1.0645,-0.53225,-1.143
12.78,-1.0626,-0.4885,-1.1458
12.79,-1.0601,-0.45,-1.1469
12.8,-1.0568,-0.411,-1.1476
12.81,-1.053,-0.36225,-1.1483
12.82,-1.0488,-0.31538,-1.1486
12.83,-1.044,-0.26675,-1.1489
12.84,-1.0389,-0.22243,-1.1473
12.85,-1.0326,-0.1745,-1.1447
12.86,-1.0262,-0.13075,-1.1414
12.87,-1.0195,-0.081,-1.1387
12.88,-1.0119,-0.033574,-1.1347
12.89,-1.0036,0.029999,-1.1325
12.9,-0.99541,0.083502,-1.1284
12.91,-0.98657,0.15513,-1.1276
12.92,-0.9775,0.21038,-1.1222
12.93,-0.96706,0.23743,-1.1089
12.94,-0.95676,0.264,-1.096
12.95,-0.9462,0.33825,-1.0933
12.96,-0.93541,0.4015,-1.0878
12.97,-0.92296,0.47214,-1.0814
12.98,-0.91106,0.5185,-1.0702
12.99,-0.89883,0.572,-1.0606
13,-0.8866,0.62763,-1.0509
13.01,-0.87225,0.672,-1.0359
13.02,-0.85935,0.7205,-1.024
13.03,-0.84579,0.769,-1.0115
13.04,-0.83189,0.81,-0.99724
13.05,-0.81799,0.852,-0.98256
13.06,-0.80209,0.90925,-0.96905
13.07,-0.78735,0.9605,-0.95599
13.08,-0.77234,1.0102,-0.9422
13.09,-0.75711,1.0554,-0.92684
13.1,-0.74059,1.1,-0.90939
13.11,-0.72502,1.1405,-0.89305
13.12,-0.70901,1.183,-0.87715
13.13,-0.69287,1.2196,-0.85853
13.14,-0.6756,1.2722,-0.84284
13.15,-0.65947,1.3069,-0.82477
13.16,-0.64335,1.3464,-0.8077
13.17,-0.62706,1.3805,-0.78935
13.18,-0.6095,1.4137,-0.76906
13.19,-0.59247,1.447,-0.74993
13.2,-0.57624,1.476,-0.7307
13.21,-0.55956,1.503,-0.71146
13.22,-0.54183,1.5334,-0.69065
13.23,-0.52503,1.554,-0.66981
13.24,-0.50874,1.5795,-0.65063
13.25,-0.49234,1.6039,-0.63173
13.26,-0.4746,1.62,-0.60849
13.27,-0.45814,1.636,-0.58814
13.28,-0.44235,1.653,-0.56823
13.29,-0.42623,1.6632,-0.54733
13.3,-0.41055,1.67,-0.5262
13.31,-0.39343,1.6859,-0.50507
13.32,-0.37786,1.6953,-0.48561
13.33,-0.36268,1.7025,-0.46554
13.34,-0.34745,1.7074,-0.4455
13.35,-0.33138,1.7045,-0.42301
13.36,-0.31692,1.7005,-0.40232
13.37,-0.30291,1.697,-0.38253
13.38,-0.28829,1.6899,-0.36181
13.39,-0.27372,1.6889,-0.34283
13.4,-0.26021,1.6765,-0.32276
13.41,-0.24736,1.6716,-0.30541
13.42,-0.23474,1.6582,-0.28645
13.43,-0.22164,1.6413,-0.26643
13.44,-0.2095,1.629,-0.24909
13.45,-0.19794,1.604,-0.22963
13.46,-0.18682,1.585,-0.21284
13.47,-0.17512,1.5651,-0.19533
13.48,-0.16452,1.54,-0.1782
13.49,-0.1549,1.5185,-0.16302
13.5,-0.14545,1.4979,-0.14884
13.51,-0.13566,1.464,-0.13122
13.52,-0.12732,1.4357,-0.1172
13.53,-0.11921,1.4085,-0.10386
13.54,-0.11176,1.3767,-0.090183
13.55,-0.10453,1.341,-0.076505
13.56,-0.097355,1.3185,-0.066608
13.57,-0.091518,1.2835,-0.054655
13.58,-0.085958,1.2441,-0.04259
13.59,-0.08089,1.2001,-0.030755
13.6,-0.076283,1.1535,-0.019127
13.61,-0.072391,1.1097,-0.0091181
13.62,-0.068944,1.068,-0.00044476
13.63,-0.066085,1.0211,0.0087055
13.64,-0.063662,0.98087,0.015457
13.65,-0.061994,0.92938,0.02363
13.66,-0.060882,0.88788,0.02869
13.67,-0.060326,0.83738,0.035028
13.68,-0.060048,0.782,0.041366
13.69,-0.060048,0.736,0.04537
13.7,-0.060048,0.682,0.051041
13.71,-0.060048,0.637,0.054488
13.72,-0.060429,0.59243,0.056744
13.73,-0.060493,0.54675,0.059826
13.74,-0.06066,0.50312,0.062216
13.75,-0.060938,0.46437,0.063328
13.76,-0.060938,0.415,0.066275
