t,r,u,y
2.02,0.93808,0.01425,0.94754
2.03,0.93808,0.0060003,0.9492
2.04,0.93808,0.0084998,0.94798
2.05,0.93808,0.0057145,0.94781
2.06,0.93808,0.006125,0.94703
2.07,0.93808,0.011875,0.94537
2.08,0.93792,0.00025022,0.9472
2.09,0.93764,-0.0031429,0.94736
2.1,0.93764,-0.0059998,0.94742
2.11,0.93764,-0.0030001,0.94631
2.12,0.93764,-0.0075,0.94653
2.13,0.93764,-0.0105,0.94676
2.14,0.93764,-0.0115,0.94653
2.15,0.93764,-0.0135,0.94603
2.16,0.93764,-0.0185,0.94659
2.17,0.93764,-0.018625,0.94587
2.18,0.93764,-0.023,0.94665
2.19,0.93764,-0.027,0.94698
2.2,0.93764,-0.0295,0.94698
2.21,0.93719,-0.026,0.9452
2.22,0.93719,-0.034625,0.94681
2.23,0.93719,-0.038375,0.94709
2.24,0.93719,-0.0375,0.94626
2.25,0.93719,-0.043875,0.94709
2.26,0.93719,-0.038571,0.94514
2.27,0.93719,-0.03975,0.94498
2.28,0.93719,-0.044,0.94564
2.29,0.93719,-0.04075,0.94442
2.3,0.93719,-0.039,0.94374
2.31,0.93719,-0.040375,0.94337
2.32,0.93719,-0.03,0.94053
2.33,0.93703,-0.037375,0.94209
2.34,0.93675,-0.035143,0.94113
2.35,0.93675,-0.036,0.9412
2.36,0.93675,-0.03425,0.94031
2.37,0.93675,-0.0335,0.93986
2.38,0.93675,-0.03575,0.94008
2.39,0.93675,-0.032,0.93936
2.4,0.93675,-0.030875,0.93864
2.41,0.93675,-0.033375,0.9392
2.42,0.93675,-0.031625,0.93869
2.43,0.93675,-0.03525,0.93942
2.44,0.93675,-0.0355,0.93942
2.45,0.93675,-0.03275,0.93842
2.46,0.93675,-0.028,0.93764
2.47,0.93675,-0.029875,0.93775
2.48,0.93647,-0.02925,0.93747
2.49,0.9363,-0.023,0.93608
2.5,0.9363,-0.02725,0.93703
2.51,0.9363,-0.024143,0.93624
2.52,0.9363,-0.02475,0.93642
2.53,0.9363,-0.027,0.93675
2.54,0.9363,-0.0215,0.93575
2.55,0.9363,-0.023714,0.93624
2.56,0.9363,-0.022,0.93586
2.57,0.9363,-0.012875,0.93386
2.58,0.9363,-0.020125,0.93558
2.59,0.9363,-0.019857,0.93554
2.6,0.9363,-0.017,0.93497
2.61,0.9363,-0.01675,0.93486
2.62,0.9363,-0.0175,0.93497
2.63,0.9363,-0.016,0.93475
2.64,0.9363,-0.014375,0.93464
2.65,0.9363,-0.014375,0.93475
2.66,0.9363,-0.013125,0.93447
2.67,0.9363,-0.01325,0.93458
2.68,0.9363,-0.013333,0.93467
2.69,0.9363,-0.0165,0.93541
2.7,0.93597,-0.01375,0.93475
2.71,0.93541,-0.012,0.93364
2.72,0.93464,-0.020375,0.9348
2.73,0.93352,-0.02225,0.93425
2.74,0.93202,-0.023875,0.9333
2.75,0.93035,-0.031625,0.93291
2.76,0.92842,-0.034144,0.93135
2.77,0.92607,-0.04475,0.93119
2.78,0.92385,-0.056,0.93097
2.79,0.92107,-0.063,0.92941
2.8,0.91813,-0.073,0.92823
2.81,0.91484,-0.082125,0.9263
2.82,0.91145,-0.087125,0.92302
2.83,0.90756,-0.10613,0.9229
2.84,0.90339,-0.11586,0.91985
2.85,0.89939,-0.128,0.91718
2.86,0.89494,-0.141,0.91473
2.87,0.89027,-0.1565,0.91228
2.88,0.8856,-0.17275,0.90984
2.89,0.88015,-0.18163,0.90483
2.9,0.87475,-0.19675,0.90133
2.91,0.86947,-0.21237,0.89772
2.92,0.86391,-0.22762,0.8936
2.93,0.85724,-0.24625,0.8896
2.94,0.85112,-0.266,0.88604
2.95,0.84501,-0.279,0.88048
2.96,0.83889,-0.289,0.87448
2.97,0.83155,-0.31088,0.8697
2.98,0.82488,-0.32775,0.86441
2.99,0.81821,-0.34175,0.85824
3,0.81104,-0.35825,0.85246
3.01,0.80369,-0.37386,0.84607
3.02,0.79597,-0.39275,0.84012
3.03,0.78863,-0.409,0.834
3.04,0.78129,-0.42375,0.82699
3.05,0.77332,-0.44186,0.82002
3.06,0.76539,-0.4575,0.81287
3.07,0.75761,-0.46462,0.80375
3.08,0.74982,-0.4875,0.7983
3.09,0.74148,-0.50143,0.78965
3.1,0.73303,-0.515,0.78196
3.11,0.72525,-0.532,0.77462
3.12,0.71724,-0.5495,0.7675
3.13,0.70923,-0.564,0.76005
3.14,0.70023,-0.576,0.75043
3.15,0.69228,-0.58638,0.74193
3.16,0.68421,-0.60013,0.73386
3.17,0.67604,-0.61287,0.72547
3.18,0.66731,-0.627,0.71668
3.19,0.65919,-0.6425,0.70946
3.2,0.65108,-0.64975,0.70023
3.21,0.64318,-0.654,0.69033
3.22,0.63462,-0.66825,0.68188
3.23,0.62683,-0.67763,0.67326
3.24,0.61905,-0.68275,0.66375
3.25,0.61127,-0.69237,0.65558
3.26,0.60334,-0.69757,0.6461
3.27,0.59536,-0.7025,0.63695
3.28,0.58803,-0.71,0.6285
3.29,0.5808,-0.7135,0.61983
3.3,0.57316,-0.71743,0.61084
3.31,0.56562,-0.72138,0.60215
3.32,0.55884,-0.71287,0.59092
3.33,0.55177,-0.7205,0.58408
3.34,0.54494,-0.71943,0.57474
3.35,0.53821,-0.719,0.56623
3.36,0.53198,-0.718,0.558
3.37,0.52575,-0.716,0.55
3.38,0.51986,-0.714,0.54232
3.39,0.51363,-0.70613,0.53287
3.4,0.50807,-0.69813,0.52431
3.41,0.50251,-0.6925,0.5168
3.42,0.49734,-0.68838,0.50996
3.43,0.49184,-0.68125,0.50218
3.44,0.48706,-0.6755,0.49595
3.45,0.48261,-0.66225,0.48772
3.46,0.47816,-0.644,0.47949
3.47,0.47388,-0.6395,0.47377
3.48,0.46999,-0.627,0.46737
3.49,0.46648,-0.61175,0.46065
3.5,0.46315,-0.60388,0.45603
3.51,0.45986,-0.58429,0.44887
3.52,0.45692,-0.56825,0.44324
3.53,0.45414,-0.554,0.43813
3.54,0.45192,-0.53525,0.4329
3.55,0.44982,-0.51786,0.42802
3.56,0.44808,-0.5005,0.42378
3.57,0.44641,-0.47462,0.41783
3.58,0.44491,-0.46088,0.41522
3.59,0.44404,-0.43757,0.41093
3.6,0.44347,-0.418,0.40788
3.61,0.44291,-0.39775,0.40488
3.62,0.44258,-0.3775,0.40254
3.63,0.44258,-0.3565,0.40054
3.64,0.44258,-0.33088,0.39743
3.65,0.44258,-0.30888,0.3952
3.66,0.44258,-0.29012,0.39381
3.67,0.44258,-0.27112,0.39248
3.68,0.44258,-0.25175,0.39154
3.69,0.44258,-0.2355,0.39098
3.7,0.44258,-0.21475,0.38942
3.71,0.44258,-0.191,0.38742
3.72,0.44258,-0.1765,0.38742
3.73,0.44258,-0.15963,0.38714
3.74,0.44258,-0.14,0.3862
3.75,0.44258,-0.1265,0.38631
3.76,0.44258,-0.10514,0.38513
3.77,0.44258,-0.087999,0.38475
3.78,0.44258,-0.077,0.38564
3.79,0.44224,-0.065,0.38575
3.8,0.44169,-0.055,0.38653
3.81,0.44063,-0.039,0.38564
3.82,0.4398,-0.02525,0.38481
3.83,0.43829,-0.015625,0.3847
3.84,0.43705,-0.0061428,0.38405
3.85,0.43524,-0.0040002,0.38497
3.86,0.43324,-0.00175,0.38542
3.87,0.43101,0.004,0.38475
3.88,0.4286,0.0018574,0.38545
3.89,0.4259,0.009625,0.38358
3.9,0.42328,0.0021251,0.38497
3.91,0.42006,0.005375,0.38342
3.92,0.41711,-0.00012505,0.38325
3.93,0.41322,-0.0084289,0.38361
3.94,0.40966,-0.0070006,0.38164
3.95,0.40577,-0.0205,0.38197
3.96,0.40188,-0.024,0.3803
3.97,0.39727,-0.029,0.3784
3.98,0.39276,-0.036,0.37641
3.99,0.38831,-0.038625,0.37341
4,0.38386,-0.04175,0.37007
4.01,0.37852,-0.059,0.36963
4.02,0.37352,-0.07825,0.36896
4.03,0.36829,-0.093,0.3674
4.04,0.36307,-0.10925,0.36585
4.05,0.35762,-0.123,0.36296
4.06,0.3515,-0.13575,0.35951
4.07,0.34567,-0.1495,0.35617
4.08,0.33994,-0.16325,0.35256
4.09,0.33379,-0.17457,0.34809
4.1,0.32715,-0.195,0.34516
4.11,0.32103,-0.2135,0.34205
4.12,0.31492,-0.226,0.33716
4.13,0.30818,-0.244,0.33316
4.14,0.30135,-0.25338,0.32676
4.15,0.29468,-0.27037,0.32248
4.16,0.28845,-0.28325,0.31703
4.17,0.28178,-0.2965,0.31164
4.18,0.27463,-0.31471,0.30659
4.19,0.26777,-0.328,0.30068
4.2,0.26065,-0.343,0.29535
4.21,0.25398,-0.3545,0.28912
4.22,0.24674,-0.36429,0.28156
4.23,0.23952,-0.38262,0.27678
4.24,0.23285,-0.39188,0.26966
4.25,0.2259,-0.39937,0.26243
4.26,0.2184,-0.416,0.2562
4.27,0.21172,-0.425,0.24931
4.28,0.20505,-0.4325,0.24197
4.29,0.19805,-0.446,0.23597
4.3,0.19126,-0.459,0.22996
4.31,0.18392,-0.4705,0.22268
4.32,0.17725,-0.47988,0.21601
4.33,0.17097,-0.48713,0.20844
4.34,0.16426,-0.49571,0.20175
4.35,0.15724,-0.5085,0.19504
4.36,0.15112,-0.5185,0.18882
4.37,0.14456,-0.525,0.18192
4.38,0.13827,-0.53257,0.17519
4.39,0.13199,-0.53213,0.16613
4.4,0.12605,-0.5445,0.16102
4.41,0.12037,-0.54713,0.15379
4.42,0.11442,-0.55537,0.1479
4.43,0.10847,-0.56171,0.14138
4.44,0.10319,-0.563,0.13388
4.45,0.097745,-0.56925,0.12855
4.46,0.092741,-0.5715,0.1221
4.47,0.087308,-0.56786,0.11393
4.48,0.082288,-0.57363,0.10875
4.49,0.07784,-0.57175,0.10242
4.5,0.073392,-0.56987,0.096021
4.51,0.068499,-0.573,0.090739
4.52,0.064496,-0.566,0.083956
4.53,0.060493,-0.5605,0.077618
4.54,0.056823,-0.558,0.07228
4.55,0.053376,-0.558,0.06761
4.56,0.049428,-0.54725,0.060938
4.57,0.04637,-0.53787,0.055099
4.58,0.043424,-0.52687,0.049039
4.59,0.040604,-0.51971,0.044543
4.6,0.037808,-0.5125,0.040032
4.61,0.035584,-0.5055,0.03614
4.62,0.03336,-0.496,0.032026
4.63,0.031644,-0.48457,0.027832
4.64,0.029857,-0.46475,0.022073
4.65,0.028189,-0.45662,0.019349
4.66,0.027022,-0.44012,0.014901
4.67,0.026076,-0.4295,0.012343
4.68,0.025481,-0.417,0.0097221
4.69,0.024909,-0.4,0.0062273
4.7,0.024464,-0.39,0.0048928
4.71,0.024464,-0.369,0.0013344
4.72,0.024464,-0.35875,0.00066714
4.73,0.024186,-0.34375,-0.0015568
4.74,0.023241,-0.33125,-0.0037808
4.75,0.022073,-0.32388,-0.0051708
4.76,0.020143,-0.31471,-0.0074981
4.77,0.017792,-0.31,-0.0090072
4.78,0.015123,-0.308,-0.010675
4.79,0.011787,-0.303,-0.013566
4.8,0.0080064,-0.30486,-0.015504
4.81,0.0035584,-0.30225,-0.018793
4.82,-0.00094508,-0.295,-0.023741
4.83,-0.0059493,-0.30575,-0.025242
4.84,-0.011946,-0.31129,-0.028658
4.85,-0.017792,-0.32,-0.032026
4.86,-0.024353,-0.33075,-0.035362
4.87,-0.030914,-0.344,-0.038253
4.88,-0.038142,-0.35725,-0.042145
4.89,-0.046593,-0.36825,-0.048094
4.9,-0.054544,-0.38075,-0.053265
4.91,-0.062884,-0.39825,-0.057991
4.92,-0.071613,-0.4155,-0.06305
4.93,-0.08151,-0.439,-0.068722
4.94,-0.090961,-0.4615,-0.074059
4.95,-0.10075,-0.47725,-0.081398
4.96,-0.1112,-0.492,-0.089405
4.97,-0.12254,-0.52175,-0.096021
4.98,-0.13338,-0.54613,-0.10297
4.99,-0.14434,-0.56538,-0.11159
5,-0.15596,-0.58862,-0.11982
5.01,-0.16813,-0.61029,-0.12969
5.02,-0.18081,-0.63975,-0.138
5.03,-0.19304,-0.669,-0.14634
5.04,-0.20539,-0.689,-0.15724
5.05,-0.21891,-0.71314,-0.16832
5.06,-0.23224,-0.73575,-0.17953
5.07,-0.24508,-0.75088,-0.19271
5.08,-0.25843,-0.77888,-0.20305
5.09,-0.27273,-0.80129,-0.21592
5.1,-0.2869,-0.825,-0.22818
5.11,-0.30068,-0.8475,-0.24019
5.12,-0.31425,-0.8705,-0.25242
5.13,-0.32815,-0.892,-0.26532
5.14,-0.34389,-0.91225,-0.28022
5.15,-0.35779,-0.93287,-0.29373
5.16,-0.37196,-0.95225,-0.30708
5.17,-0.38603,-0.97387,-0.32065
5.18,-0.40188,-0.998,-0.33505
5.19,-0.41611,-1.021,-0.34806
5.2,-0.43034,-1.0372,-0.3624
5.21,-0.44436,-1.049,-0.37808
5.22,-0.46009,-1.073,-0.39248
5.23,-0.47399,-1.093,-0.4061
5.24,-0.48828,-1.1034,-0.42178
5.25,-0.50223,-1.1207,-0.43574
5.26,-0.51654,-1.1333,-0.45141
5.27,-0.53098,-1.149,-0.4666
5.28,-0.54488,-1.161,-0.48127
5.29,-0.55822,-1.1723,-0.49573
5.3,-0.57233,-1.1824,-0.51127
5.31,-0.58586,-1.192,-0.52653
5.32,-0.59865,-1.1925,-0.5426
5.33,-0.61143,-1.2056,-0.55572
5.34,-0.62482,-1.2071,-0.57252
5.35,-0.6374,-1.213,-0.58669
5.36,-0.64952,-1.2138,-0.60137
5.37,-0.6612,-1.217,-0.61538
5.38,-0.67287,-1.2158,-0.62973
5.39,-0.68516,-1.2133,-0.64552
5.4,-0.69589,-1.2065,-0.65981
5.41,-0.70645,-1.2027,-0.67315
5.42,-0.71685,-1.1976,-0.68672
5.43,-0.7278,-1.1937,-0.70012
5.44,-0.73726,-1.1855,-0.71279
5.45,-0.74637,-1.175,-0.7258
5.46,-0.75527,-1.156,-0.74015
5.47,-0.76444,-1.1474,-0.75199
5.48,-0.77251,-1.1317,-0.76422
5.49,-0.78029,-1.1149,-0.7759
5.5,-0.78757,-1.0985,-0.78719
5.51,-0.79473,-1.0754,-0.79918
5.52,-0.80153,-1.0552,-0.81009
5.53,-0.80731,-1.037,-0.81932
5.54,-0.81321,-1.0095,-0.83033
5.55,-0.8185,-0.98643,-0.83966
5.56,-0.82332,-0.95862,-0.84951
5.57,-0.82772,-0.9255,-0.85919
5.58,-0.83144,-0.90087,-0.86641
5.59,-0.83502,-0.86471,-0.87575
5.6,-0.838,-0.833,-0.88337
5.61,-0.84023,-0.8035,-0.88927
5.62,-0.84223,-0.7715,-0.89516
5.63,-0.84356,-0.738,-0.90105
5.64,-0.84473,-0.69788,-0.90711
5.65,-0.84512,-0.65775,-0.91273
5.66,-0.84512,-0.6225,-0.91644
5.67,-0.84512,-0.58667,-0.92014
5.68,-0.84445,-0.55175,-0.92229
5.69,-0.84334,-0.514,-0.92474
5.7,-0.84156,-0.4695,-0.92819
5.71,-0.83978,-0.425,-0.93097
5.72,-0.83656,-0.38588,-0.93041
5.73,-0.83322,-0.34525,-0.93069
5.74,-0.8295,-0.30075,-0.93091
5.75,-0.82549,-0.26,-0.92969
5.76,-0.82027,-0.21171,-0.92912
5.77,-0.81465,-0.164,-0.92719
5.78,-0.80909,-0.121,-0.92429
5.79,-0.80286,-0.070751,-0.92229
5.8,-0.79556,-0.022143,-0.91845
5.81,-0.78802,0.031252,-0.91495
5.82,-0.78023,0.10063,-0.91506
5.83,-0.77189,0.15763,-0.91156
5.84,-0.76264,0.21843,-0.90676
5.85,-0.75349,0.24,-0.8936
5.86,-0.74393,0.273,-0.88315
5.87,-0.73392,0.343,-0.88048
5.88,-0.72358,0.40475,-0.87514
5.89,-0.71146,0.47188,-0.86819
5.9,-0.70034,0.52175,-0.85891
5.91,-0.68894,0.57112,-0.84918
5.92,-0.67687,0.61912,-0.83861
5.93,-0.66331,0.66925,-0.82555
5.94,-0.65052,0.7085,-0.81198
5.95,-0.63773,0.753,-0.79975
5.96,-0.6245,0.804,-0.78819
5.97,-0.60965,0.84637,-0.77206
5.98,-0.59575,0.89513,-0.75955
5.99,-0.58147,0.94487,-0.74676
6,-0.56745,0.98838,-0.73264
6.01,-0.55219,1.0397,-0.71854
6.02,-0.53632,1.0828,-0.70234
6.03,-0.52131,1.119,-0.68544
6.04,-0.50629,1.1642,-0.67087
6.05,-0.49017,1.206,-0.65367
6.06,-0.47393,1.2481,-0.63684
6.07,-0.45837,1.293,-0.62177
6.08,-0.44263,1.3245,-0.60359
6.09,-0.42567,1.3649,-0.58548
6.1,-0.40922,1.397,-0.56668
6.11,-0.39309,1.4278,-0.54833
6.12,-0.37719,1.4515,-0.52887
6.13,-0.36129,1.4775,-0.50974
6.14,-0.34355,1.5134,-0.49045
6.15,-0.32743,1.5383,-0.47149
6.16,-0.3113,1.5601,-0.45203
6.17,-0.29557,1.5807,-0.43246
6.18,-0.278,1.5975,-0.41011
6.19,-0.26221,1.6105,-0.38942
6.2,-0.24642,1.628,-0.37041
6.21,-0.23085,1.645,-0.35139
6.22,-0.21389,1.6536,-0.32893
6.23,-0.1986,1.6611,-0.30864
6.24,-0.18342,1.6709,-0.28923
6.25,-0.16847,1.6742,-0.2691
6.26,-0.1532,1.6817,-0.24941
6.27,-0.13767,1.6815,-0.22807
6.28,-0.12365,1.68,-0.20861
6.29,-0.10975,1.6792,-0.18937
6.3,-0.09506,1.674,-0.1689
6.31,-0.080954,1.667,-0.14917
6.32,-0.067666,1.6709,-0.13288
6.33,-0.054877,1.6581,-0.11365
6.34,-0.041493,1.6493,-0.094742
6.35,-0.028912,1.638,-0.076506
6.36,-0.017236,1.6415,-0.062939
6.37,-0.0057826,1.618,-0.043813
6.38,0.0053375,1.5855,-0.023686
6.39,0.017069,1.5582,-0.0042255
6.4,0.027467,1.5411,0.011009
6.41,0.037197,1.5192,0.026577
6.42,0.046648,1.4953,0.0417
6.43,0.05649,1.4655,0.05838
6.44,0.065163,1.4345,0.073614
6.45,0.073169,1.4088,0.086513
6.46,0.080954,1.385,0.098746
6.47,0.08846,1.3442,0.11398
6.48,0.095132,1.3099,0.12649
6.49,0.10125,1.2797,0.13772
6.5,0.10686,1.2413,0.14945
6.51,0.11247,1.2096,0.15911
6.52,0.11743,1.1705,0.16969
6.53,0.12143,1.132,0.17925
6.54,0.12477,1.095,0.18759
6.55,0.12804,1.0521,0.19616
6.56,0.13094,1.01,0.20389
6.57,0.13272,0.97813,0.2085
6.58,0.13422,0.92975,0.21595
6.59,0.13509,0.886,0.22151
6.6,0.13566,0.838,0.22729
6.61,0.13566,0.7915,0.23207
6.62,0.13566,0.75,0.2353
6.63,0.13452,0.69971,0.23943
6.64,0.13277,0.65588,0.24058
6.65,0.13055,0.60175,0.24381
6.66,0.12777,0.55087,0.24564
6.67,0.12427,0.49925,0.24642
6.68,0.11978,0.43871,0.24737
6.69,0.11476,0.383,0.24686
6.7,0.10909,0.32075,0.24742
6.71,0.10275,0.2625,0.24575
6.72,0.095505,0.19772,0.24356
6.73,0.087737,0.12887,0.24247
6.74,0.079619,0.065,0.23908
6.75,0.070723,0.0018744,0.23491
6.76,0.060493,-0.090002,0.23441
6.77,0.050485,-0.1755,0.23274
6.78,0.040032,-0.2465,0.22729
6.79,0.028912,-0.29275,0.21551
6.8,0.017347,-0.339,0.20327
6.81,0.0038919,-0.428,0.19744
6.82,-0.0088959,-0.49737,0.18854
6.83,-0.02224,-0.564,0.17842
6.84,-0.035902,-0.62286,0.16559
6.85,-0.051597,-0.6915,0.15234
6.86,-0.066387,-0.752,0.139
6.87,-0.081398,-0.813,0.12543
6.88,-0.097539,-0.873,0.11012
6.89,-0.11481,-0.923,0.091017
6.9,-0.13133,-0.98175,0.075338
6.91,-0.14806,-1.0365,0.058991
6.92,-0.1653,-1.0996,0.043479
6.93,-0.18408,-1.1683,0.026561
6.94,-0.20238,-1.223,0.007561
6.95,-0.22073,-1.2815,-0.0097856
6.96,-0.2393,-1.3315,-0.029357
6.97,-0.25944,-1.3847,-0.051406
6.98,-0.279,-1.4417,-0.070167
6.99,-0.29807,-1.4896,-0.091129
7,-0.31753,-1.5359,-0.11226
7.01,-0.33894,-1.603,-0.13211
7.02,-0.35895,-1.6542,-0.15279
7.03,-0.37897,-1.6915,-0.17614
