t,r,u,y
4.38,-0.57118,0.3305,-0.63412
4.39,-0.55839,0.3785,-0.62834
4.4,-0.54505,0.42163,-0.62027
4.41,-0.53115,0.46162,-0.61071
4.42,-0.51474,0.5175,-0.60148
4.43,-0.49973,0.5615,-0.59092
4.44,-0.48405,0.60475,-0.57935
4.45,-0.46748,0.66,-0.56934
4.46,-0.44914,0.7085,-0.55489
4.47,-0.4319,0.75975,-0.54266
4.48,-0.41411,0.80987,-0.5297
4.49,-0.39576,0.8555,-0.51463
4.5,-0.37605,0.91029,-0.49976
4.51,-0.35606,0.95975,-0.48272
4.52,-0.33627,1,-0.46482
4.53,-0.31625,1.062,-0.45092
4.54,-0.29484,1.1161,-0.43285
4.55,-0.27339,1.1696,-0.41489
4.56,-0.25231,1.2232,-0.39737
4.57,-0.23118,1.2805,-0.38008
4.58,-0.20823,1.3351,-0.35991
4.59,-0.18593,1.384,-0.33894
4.6,-0.16369,1.427,-0.31781
4.61,-0.14145,1.4745,-0.29713
4.62,-0.11921,1.5197,-0.27578
4.63,-0.094687,1.5735,-0.2527
4.64,-0.071891,1.6204,-0.23135
4.65,-0.049094,1.6635,-0.20883
4.66,-0.026688,1.6976,-0.18437
4.67,-0.0015569,1.7467,-0.16002
4.68,0.021573,1.783,-0.13566
4.69,0.044369,1.8192,-0.11198
4.7,0.066721,1.861,-0.089404
4.71,0.091796,1.905,-0.063884
4.72,0.11459,1.945,-0.041088
4.73,0.137,1.9615,-0.013455
4.74,0.15924,1.9756,0.014456
4.75,0.18243,2.0021,0.04035
4.76,0.20594,2.025,0.067386
4.77,0.22774,2.04,0.093853
4.78,0.24931,2.0593,0.11887
4.79,0.27165,2.0724,0.14634
4.8,0.29368,2.0873,0.17242
4.81,0.31431,2.1049,0.19644
4.82,0.33471,2.1121,0.22179
4.83,0.35616,2.1226,0.24788
4.84,0.37675,2.122,0.27489
4.85,0.39565,2.126,0.29891
4.86,0.41455,2.128,0.32292
4.87,0.43312,2.1307,0.34594
4.88,0.45281,2.1316,0.37102
4.89,0.47026,2.1301,0.39315
4.9,0.48694,2.1239,0.41594
4.91,0.50363,2.1102,0.43941
4.92,0.52119,2.1047,0.46215
4.93,0.53621,2.09,0.48394
4.94,0.55122,2.0775,0.5044
4.95,0.56534,2.068,0.52353
4.96,0.5803,2.0453,0.54577
4.97,0.59309,2.0246,0.56495
4.98,0.60548,1.9976,0.58475
4.99,0.61716,1.9613,0.60537
5,0.62857,1.9279,0.62469
5.01,0.6394,1.8865,0.64485
5.02,0.64896,1.837,0.66498
5.03,0.65819,1.802,0.68043
5.04,0.66676,1.7493,0.69916
5.05,0.67448,1.7002,0.71557
5.06,0.68121,1.6457,0.73142
5.07,0.68755,1.5906,0.7466
5.08,0.69319,1.5343,0.76105
5.09,0.69789,1.471,0.77529
5.1,0.70167,1.4102,0.78774
5.11,0.70456,1.3535,0.79819
5.12,0.70679,1.2937,0.80798
5.13,0.70862,1.2308,0.81704
5.14,0.70918,1.169,0.82488
5.15,0.70946,1.1042,0.83237
5.16,0.70946,1.0325,0.84089
5.17,0.70946,0.9705,0.84612
5.18,0.70946,0.9075,0.85201
5.19,0.70946,0.849,0.85657
5.2,0.70946,0.797,0.85935
5.21,0.7099,0.73188,0.86419
5.22,0.7099,0.6775,0.86725
5.23,0.7099,0.62425,0.86981
5.24,0.71035,0.569,0.87286
5.25,0.71035,0.51643,0.8746
5.26,0.71068,0.46375,0.87637
5.27,0.71079,0.408,0.87937
5.28,0.71124,0.3685,0.87859
5.29,0.71149,0.31543,0.87994
5.3,0.71168,0.27162,0.87993
5.31,0.71212,0.22725,0.88015
5.32,0.71229,0.18712,0.87954
5.33,0.71257,0.14543,0.87854
5.34,0.71301,0.097,0.87981
5.35,0.71346,0.058751,0.87926
5.36,0.71368,0.024499,0.87737
5.37,0.71424,-0.0075002,0.87548
5.38,0.7144,-0.0425,0.87325
5.39,0.71496,-0.08375,0.87353
5.4,0.71552,-0.12125,0.87325
5.41,0.71607,-0.15588,0.87203
5.42,0.71657,-0.17525,0.86714
5.43,0.7168,-0.189,0.86202
5.44,0.71735,-0.214,0.85958
5.45,0.71791,-0.231,0.8558
5.46,0.71852,-0.25675,0.85313
5.47,0.71907,-0.27237,0.84951
5.48,0.71963,-0.28675,0.84595
5.49,0.72019,-0.3045,0.84317
5.5,0.72077,-0.31271,0.83794
5.51,0.72135,-0.32125,0.83333
5.52,0.72191,-0.333,0.83
5.53,0.72247,-0.33525,0.82499
5.54,0.72305,-0.35,0.82282
5.55,0.72363,-0.35688,0.81893
5.56,0.72419,-0.36413,0.81537
5.57,0.72491,-0.36725,0.81182
5.58,0.72579,-0.37171,0.8082
5.59,0.72636,-0.379,0.80553
5.6,0.72691,-0.3805,0.8022
5.61,0.72747,-0.379,0.79797
5.62,0.72803,-0.37825,0.79441
5.63,0.72864,-0.37525,0.79019
5.64,0.72936,-0.37475,0.7873
5.65,0.73019,-0.37475,0.78452
5.66,0.73075,-0.377,0.78263
5.67,0.73136,-0.3655,0.77762
5.68,0.73192,-0.364,0.77529
5.69,0.73247,-0.361,0.77262
5.7,0.73303,-0.35,0.76861
5.71,0.73364,-0.34762,0.76672
5.72,0.7342,-0.34012,0.76394
5.73,0.73475,-0.3355,0.76172
5.74,0.73575,-0.33287,0.76027
5.75,0.73633,-0.32371,0.75737
5.76,0.73692,-0.31525,0.75494
5.77,0.73748,-0.312,0.75349
5.78,0.73792,-0.2995,0.7506
5.79,0.73818,-0.29629,0.74968
5.8,0.73876,-0.28712,0.74754
5.81,0.73931,-0.27762,0.74565
5.82,0.73987,-0.268,0.74371
5.83,0.74046,-0.26086,0.74212
5.84,0.74104,-0.257,0.74193
5.85,0.74148,-0.24825,0.74048
5.86,0.7417,-0.2395,0.73904
5.87,0.74226,-0.23075,0.73759
5.88,0.74282,-0.21937,0.73609
5.89,0.74298,-0.2105,0.73487
5.9,0.74354,-0.20487,0.73459
5.91,0.74371,-0.19725,0.7337
5.92,0.74426,-0.1845,0.73181
5.93,0.7446,-0.179,0.7317
5.94,0.74493,-0.1705,0.73092
5.95,0.74504,-0.157,0.72903
5.96,0.74548,-0.15025,0.72897
5.97,0.74576,-0.1415,0.72842
5.98,0.74593,-0.13125,0.72741
5.99,0.74599,-0.12875,0.72797
6,0.74637,-0.11871,0.72699
6.01,0.74637,-0.1095,0.72658
6.02,0.74682,-0.105,0.7268
6.03,0.74682,-0.093,0.72558
6.04,0.74682,-0.089429,0.72617
6.05,0.74721,-0.079375,0.72519
6.06,0.74726,-0.070875,0.72491
6.07,0.74726,-0.062625,0.72447
6.08,0.74726,-0.056285,0.72439
6.09,0.74726,-0.059,0.72636
6.1,0.74726,-0.04375,0.72425
6.11,0.74726,-0.045,0.72547
6.12,0.74657,-0.037571,0.72471
6.13,0.74537,-0.034625,0.72419
6.14,0.74426,-0.03725,0.72486
6.15,0.74259,-0.03525,0.72386
6.16,0.7402,-0.04475,0.72486
6.17,0.73754,-0.049572,0.72394
6.18,0.73436,-0.05,0.72191
6.19,0.73092,-0.06175,0.72147
6.2,0.72703,-0.0675,0.71946
6.21,0.7228,-0.071,0.71613
6.22,0.71791,-0.09525,0.71724
6.23,0.71313,-0.107,0.71485
6.24,0.70757,-0.11887,0.71207
6.25,0.70145,-0.135,0.70901
6.26,0.69533,-0.1545,0.70679
6.27,0.68899,-0.172,0.70345
6.28,0.68232,-0.19025,0.69978
6.29,0.67521,-0.21,0.69567
6.3,0.66681,-0.22988,0.69066
6.31,0.65903,-0.25112,0.68594
6.32,0.65108,-0.27612,0.68177
6.33,0.64261,-0.29857,0.67616
6.34,0.63295,-0.3265,0.67076
6.35,0.62405,-0.34575,0.66364
6.36,0.61471,-0.376,0.65875
6.37,0.60486,-0.39729,0.651
6.38,0.59442,-0.423,0.64301
6.39,0.58419,-0.45087,0.63623
6.4,0.57407,-0.47425,0.62789
6.41,0.56351,-0.5045,0.62111
6.42,0.55219,-0.53414,0.61249
6.43,0.54088,-0.555,0.60226
6.44,0.52976,-0.5825,0.59359
6.45,0.51841,-0.6065,0.5838
6.46,0.50612,-0.62643,0.57163
6.47,0.49434,-0.663,0.56395
6.48,0.4825,-0.68888,0.55366
6.49,0.47054,-0.71138,0.54282
6.5,0.45725,-0.738,0.53065
6.51,0.44547,-0.76175,0.51964
6.52,0.43323,-0.7845,0.50796
6.53,0.421,-0.80725,0.49662
6.54,0.40877,-0.827,0.48394
6.55,0.39515,-0.85363,0.47188
6.56,0.38264,-0.87612,0.45992
6.57,0.37041,-0.895,0.44736
6.58,0.358,-0.91628,0.4347
6.59,0.3445,-0.939,0.42145
6.6,0.33204,-0.9525,0.40777
6.61,0.31981,-0.975,0.39587
6.62,0.30723,-0.98857,0.38202
6.63,0.29412,-1.0019,0.36713
6.64,0.28228,-1.0191,0.35439
6.65,0.27016,-1.0281,0.34049
6.66,0.25832,-1.046,0.32854
6.67,0.24553,-1.0589,0.31428
6.68,0.23352,-1.065,0.29979
6.69,0.22229,-1.0772,0.28712
6.7,0.21084,-1.082,0.27311
6.71,0.19876,-1.0817,0.25709
6.72,0.18754,-1.0965,0.24597
6.73,0.17697,-1.0985,0.23213
6.74,0.16641,-1.1004,0.21906
6.75,0.15524,-1.1,0.20416
6.76,0.14489,-1.1,0.19126
6.77,0.13522,-1.0985,0.17859
6.78,0.12554,-1.094,0.16558
6.79,0.11609,-1.088,0.15257
6.8,0.10631,-1.0838,0.13933
6.81,0.097411,-1.0794,0.12794
6.82,0.088904,-1.0699,0.11554
6.83,0.08089,-1.0609,0.10389
6.84,0.07228,-1.053,0.092296
6.85,0.064718,-1.0362,0.080175
6.86,0.057379,-1.029,0.070278
6.87,0.050516,-1.0103,0.058523
6.88,0.043646,-0.991,0.046926
6.89,0.03753,-0.97713,0.037752
6.9,0.031914,-0.95663,0.027633
6.91,0.026354,-0.94213,0.019293
6.92,0.021033,-0.92329,0.010357
6.93,0.016013,-0.899,0.00088933
6.94,0.012121,-0.876,-0.007228
