t,r,u,y
6.95,0.0082288,-0.848,-0.016235
6.96,0.0043844,-0.81571,-0.02529
6.97,0.001112,-0.7995,-0.030024
6.98,-0.0012788,-0.77187,-0.03703
6.99,-0.0037809,-0.74187,-0.043702
7,-0.0057824,-0.709,-0.050262
7.01,-0.0068944,-0.68325,-0.054933
7.02,-0.0080064,-0.653,-0.059603
7.03,-0.0087848,-0.61975,-0.064607
7.04,-0.008896,-0.59,-0.068054
7.05,-0.008896,-0.55875,-0.071113
7.06,-0.008896,-0.529,-0.074115
7.07,-0.008896,-0.49937,-0.076728
7.08,-0.008896,-0.46857,-0.079111
7.09,-0.008896,-0.445,-0.080064
7.1,-0.008896,-0.4175,-0.081954
7.11,-0.008896,-0.392,-0.083178
7.12,-0.008896,-0.3665,-0.084734
7.13,-0.008896,-0.337,-0.086291
7.14,-0.008896,-0.31512,-0.086625
7.15,-0.008896,-0.29575,-0.086347
7.16,-0.008896,-0.27275,-0.086625
7.17,-0.008896,-0.24675,-0.087403
7.18,-0.008896,-0.228,-0.086958
7.19,-0.008896,-0.20625,-0.087514
7.2,-0.008896,-0.182,-0.08807
7.21,-0.008896,-0.16388,-0.08707
7.22,-0.008896,-0.14387,-0.08707
7.23,-0.008896,-0.125,-0.086736
7.24,-0.008896,-0.11225,-0.085068
7.25,-0.008896,-0.088714,-0.085274
7.26,-0.008896,-0.072,-0.084512
7.27,-0.0091184,-0.0545,-0.084067
7.28,-0.0096744,-0.03725,-0.084067
7.29,-0.010675,-0.019,-0.084512
7.3,-0.011898,-0.00325,-0.084901
7.31,-0.013566,0.0048753,-0.084345
7.32,-0.015401,0.011625,-0.083734
7.33,-0.018046,0.018143,-0.083305
7.34,-0.020683,0.021,-0.082955
7.35,-0.023797,0.03275,-0.085179
7.36,-0.027133,0.034,-0.084957
7.37,-0.031136,0.042286,-0.087435
7.38,-0.035584,0.043,-0.088626
7.39,-0.040032,0.030749,-0.087403
7.4,-0.044536,0.02975,-0.089127
7.41,-0.049706,0.0125,-0.087848
7.42,-0.055663,0.0035717,-0.089278
7.43,-0.061382,-0.0029999,-0.091629
7.44,-0.067499,-0.02175,-0.092185
7.45,-0.073837,-0.0375,-0.09363
7.46,-0.081081,-0.059143,-0.094933
7.47,-0.087903,-0.091125,-0.094075
7.48,-0.095132,-0.11275,-0.096299
7.49,-0.10236,-0.14025,-0.097689
7.5,-0.11075,-0.166,-0.10097
7.51,-0.11898,-0.17875,-0.10664
7.52,-0.12699,-0.188,-0.11365
7.53,-0.13566,-0.19425,-0.12165
7.54,-0.14411,-0.209,-0.1281
7.55,-0.1539,-0.24612,-0.13072
7.56,-0.16308,-0.28363,-0.13294
7.57,-0.17253,-0.31363,-0.1375
7.58,-0.18211,-0.34486,-0.1424
7.59,-0.19238,-0.374,-0.14901
7.6,-0.20216,-0.3935,-0.15724
7.61,-0.21217,-0.422,-0.16369
7.62,-0.22246,-0.44071,-0.17258
7.63,-0.23346,-0.46375,-0.18176
7.64,-0.24403,-0.4865,-0.19004
7.65,-0.25415,-0.50413,-0.19994
7.66,-0.26471,-0.53237,-0.20744
7.67,-0.27603,-0.55514,-0.21725
7.68,-0.28734,-0.57,-0.22818
7.69,-0.29802,-0.58925,-0.23841
7.7,-0.30891,-0.606,-0.24909
7.71,-0.32038,-0.62329,-0.26072
7.72,-0.3316,-0.64913,-0.26966
7.73,-0.34255,-0.66775,-0.28017
7.74,-0.35339,-0.68462,-0.29073
7.75,-0.36518,-0.707,-0.30202
7.76,-0.37619,-0.72875,-0.31147
7.77,-0.38698,-0.746,-0.32226
7.78,-0.39776,-0.764,-0.33271
7.79,-0.40833,-0.781,-0.34383
7.8,-0.41995,-0.80075,-0.35512
7.81,-0.43051,-0.81637,-0.36596
7.82,-0.44108,-0.8295,-0.37741
7.83,-0.45135,-0.84271,-0.38844
7.84,-0.46259,-0.8605,-0.39965
7.85,-0.4726,-0.87025,-0.41111
7.86,-0.48261,-0.888,-0.42078
7.87,-0.49246,-0.89086,-0.43387
7.88,-0.5029,-0.89987,-0.44575
7.89,-0.51235,-0.90888,-0.45664
7.9,-0.52175,-0.91338,-0.46793
7.91,-0.53065,-0.92413,-0.47749
7.92,-0.54018,-0.931,-0.48877
7.93,-0.54888,-0.928,-0.50129
7.94,-0.55722,-0.93525,-0.51074
7.95,-0.56534,-0.933,-0.5222
7.96,-0.57417,-0.92614,-0.53503
7.97,-0.58169,-0.93387,-0.54321
7.98,-0.5893,-0.92888,-0.55389
7.99,-0.59625,-0.92388,-0.5639
8,-0.60404,-0.919,-0.57468
8.01,-0.61027,-0.90975,-0.58458
8.02,-0.61672,-0.8995,-0.5947
8.03,-0.6225,-0.89,-0.60415
8.04,-0.62806,-0.879,-0.61338
8.05,-0.63401,-0.8645,-0.62294
8.06,-0.63901,-0.8545,-0.63073
8.07,-0.64363,-0.83863,-0.63923
8.08,-0.64814,-0.82,-0.64788
8.09,-0.65252,-0.8045,-0.65564
8.1,-0.65619,-0.78375,-0.66353
8.11,-0.65964,-0.771,-0.66942
8.12,-0.6625,-0.74429,-0.67768
8.13,-0.66548,-0.71938,-0.68499
8.14,-0.66787,-0.6995,-0.69039
8.15,-0.66959,-0.67337,-0.6965
8.16,-0.67109,-0.65375,-0.70089
8.17,-0.67228,-0.62857,-0.70558
8.18,-0.67343,-0.597,-0.71124
8.19,-0.67387,-0.5705,-0.71535
8.2,-0.67387,-0.538,-0.72013
8.21,-0.67387,-0.50888,-0.72369
8.22,-0.67387,-0.48325,-0.72647
8.23,-0.67387,-0.45962,-0.72836
8.24,-0.67432,-0.43837,-0.72997
8.25,-0.67432,-0.40657,-0.73386
8.26,-0.67465,-0.38075,-0.73603
8.27,-0.67521,-0.358,-0.73792
8.28,-0.67532,-0.3305,-0.7407
8.29,-0.67591,-0.31857,-0.7397
8.3,-0.67649,-0.29025,-0.74282
8.31,-0.67704,-0.26825,-0.74421
8.32,-0.6776,-0.25075,-0.74476
8.33,-0.67819,-0.22914,-0.74599
8.34,-0.67876,-0.218,-0.74504
8.35,-0.67977,-0.19675,-0.74682
8.36,-0.68032,-0.1775,-0.74771
8.37,-0.68121,-0.1635,-0.74793
8.38,-0.68238,-0.14413,-0.74893
8.39,-0.6831,-0.13275,-0.74849
8.4,-0.68421,-0.12338,-0.74765
8.41,-0.68533,-0.1055,-0.74915
8.42,-0.68655,-0.0905,-0.74927
8.43,-0.68766,-0.079,-0.74927
8.44,-0.68877,-0.0675,-0.7496
8.45,-0.68988,-0.051,-0.75082
8.46,-0.69111,-0.041875,-0.75027
8.47,-0.6925,-0.035,-0.74971
8.48,-0.69378,-0.02275,-0.75021
8.49,-0.69494,-0.018375,-0.74927
8.5,-0.69649,-0.0065714,-0.75025
8.51,-0.698,0.00075007,-0.75016
8.52,-0.69923,0.0049999,-0.74949
8.53,-0.70089,0.0175,-0.75071
8.54,-0.7024,0.020143,-0.75012
8.55,-0.70395,0.029751,-0.7511
8.56,-0.70562,0.0335,-0.75077
8.57,-0.70729,0.03625,-0.75004
8.58,-0.70876,0.04,-0.75012
8.59,-0.71035,0.04,-0.74949
8.6,-0.71201,0.05675,-0.75216
8.61,-0.71368,0.068,-0.75394
8.62,-0.71535,0.06425,-0.75271
8.63,-0.71718,0.06225,-0.75155
8.64,-0.71885,0.058875,-0.75071
8.65,-0.72052,0.053875,-0.74932
8.66,-0.72219,0.055125,-0.74971
8.67,-0.72402,0.05675,-0.75004
8.68,-0.72569,0.0515,-0.74927
8.69,-0.72736,0.04775,-0.74882
8.7,-0.72903,0.05,-0.74949
8.71,-0.73086,0.046875,-0.74954
8.72,-0.73253,0.045625,-0.74982
8.73,-0.7342,0.043,-0.74988
8.74,-0.73587,0.0415,-0.75016
8.75,-0.73761,0.043286,-0.75152
8.76,-0.73937,0.0425,-0.75227
8.77,-0.74104,0.04,-0.7526
8.78,-0.74226,0.04125,-0.75382
8.79,-0.74402,0.032429,-0.75267
8.8,-0.74576,0.036375,-0.75499
8.81,-0.74738,0.034,-0.75538
8.82,-0.74865,0.031,-0.75583
8.83,-0.75012,0.026,-0.75591
8.84,-0.75171,0.019,-0.75527
8.85,-0.75327,0.0225,-0.75738
8.86,-0.7546,0.0185,-0.75772
8.87,-0.75594,0.01525,-0.75838
8.88,-0.75722,0.017,-0.76005
8.89,-0.75872,0.00925,-0.75944
8.9,-0.75983,0.0017501,-0.75888
8.91,-0.76094,0.0032499,-0.76072
8.92,-0.76216,0.00375,-0.76172
8.93,-0.76328,-0.0035,-0.7615
8.94,-0.76439,-0.0062501,-0.76228
8.95,-0.7655,-0.0070003,-0.76328
8.96,-0.76672,-0.011875,-0.76333
8.97,-0.76756,-0.015,-0.76361
8.98,-0.7685,-0.015375,-0.76483
8.99,-0.76956,-0.022125,-0.76428
9,-0.77014,-0.026,-0.76467
9.01,-0.77106,-0.0285,-0.76517
9.02,-0.77173,-0.032,-0.7655
9.03,-0.77228,-0.0285,-0.76739
9.04,-0.77287,-0.04,-0.76588
9.05,-0.77345,-0.036875,-0.76745
9.06,-0.77401,-0.044,-0.76689
9.07,-0.77456,-0.047,-0.76695
9.08,-0.77484,-0.050571,-0.76703
9.09,-0.77529,-0.057,-0.76639
9.1,-0.77573,-0.05575,-0.76772
9.11,-0.77573,-0.058,-0.76795
9.12,-0.77606,-0.0595,-0.76817
9.13,-0.77618,-0.05725,-0.7695
9.14,-0.77618,-0.057875,-0.76984
9.15,-0.77618,-0.0495,-0.77202
9.16,-0.77618,-0.047833,-0.7724
9.17,-0.77606,-0.04025,-0.77406
9.18,-0.77551,-0.035,-0.77484
9.19,-0.77495,-0.029,-0.77562
9.2,-0.77395,-0.023,-0.77573
9.21,-0.77273,-0.02475,-0.77412
9.22,-0.77134,-0.0235,-0.77301
9.23,-0.77006,-0.025875,-0.77101
9.24,-0.76839,-0.022625,-0.77006
9.25,-0.76626,-0.012571,-0.77008
9.26,-0.76417,-0.00074921,-0.77006
9.27,-0.7615,0.01,-0.7695
9.28,-0.75916,0.03,-0.77117
9.29,-0.75622,0.038714,-0.76925
9.3,-0.75332,0.063125,-0.77101
9.31,-0.75004,0.077749,-0.76989
9.32,-0.74671,0.093375,-0.76884
9.33,-0.74313,0.10614,-0.76645
9.34,-0.73926,0.101,-0.76016
9.35,-0.73537,0.101,-0.75516
9.36,-0.73147,0.112,-0.7526
9.37,-0.72725,0.14325,-0.75405
9.38,-0.72236,0.17012,-0.75355
9.39,-0.71791,0.184,-0.75016
9.4,-0.71346,0.19275,-0.74543
9.41,-0.70862,0.20687,-0.74209
9.42,-0.70312,0.222,-0.73748
9.43,-0.69811,0.2325,-0.73303
9.44,-0.69311,0.24675,-0.72892
9.45,-0.68766,0.262,-0.72458
9.46,-0.68154,0.274,-0.71913
9.47,-0.67598,0.2865,-0.71385
9.48,-0.67042,0.29763,-0.70857
9.49,-0.66481,0.30912,-0.7029
9.5,-0.65862,0.32743,-0.69865
9.51,-0.65241,0.3395,-0.69278
9.52,-0.64629,0.351,-0.68677
9.53,-0.64018,0.369,-0.68232
9.54,-0.63371,0.37471,-0.67444
9.55,-0.62733,0.39475,-0.66981
9.56,-0.62077,0.40975,-0.66448
9.57,-0.61466,0.42613,-0.65914
9.58,-0.60779,0.44586,-0.65386
9.59,-0.60137,0.456,-0.64674
9.6,-0.59481,0.47525,-0.64185
9.61,-0.58847,0.4895,-0.63584
9.62,-0.5818,0.50225,-0.6295
9.63,-0.5749,0.517,-0.62289
9.64,-0.5684,0.52775,-0.61583
9.65,-0.562,0.534,-0.60804
9.66,-0.55572,0.55238,-0.60304
9.67,-0.54855,0.56625,-0.59603
9.68,-0.54221,0.573,-0.58847
9.69,-0.53587,0.58425,-0.58191
9.7,-0.52976,0.595,-0.57557
9.71,-0.52303,0.60137,-0.56706
9.72,-0.51691,0.60762,-0.55984
9.73,-0.5108,0.61238,-0.55227
9.74,-0.50468,0.61687,-0.54471
9.75,-0.49849,0.62557,-0.53814
9.76,-0.49228,0.63275,-0.53109
9.77,-0.48661,0.634,-0.52353
9.78,-0.48105,0.641,-0.51708
9.79,-0.47517,0.63386,-0.50752
9.8,-0.46938,0.6365,-0.50057
9.81,-0.46426,0.64075,-0.49434
9.82,-0.45887,0.63937,-0.48728
9.83,-0.45351,0.64071,-0.48045
9.84,-0.4488,0.631,-0.47193
9.85,-0.44391,0.63125,-0.46571
9.86,-0.43946,0.629,-0.45948
9.87,-0.43501,0.6245,-0.45292
9.88,-0.43012,0.61825,-0.44591
9.89,-0.42584,0.61075,-0.43924
9.9,-0.42195,0.59825,-0.43173
9.91,-0.41806,0.59388,-0.42651
9.92,-0.41433,0.58525,-0.42011
9.93,-0.411,0.572,-0.41366
9.94,-0.40766,0.5655,-0.40888
9.95,-0.40477,0.557,-0.40388
9.96,-0.40127,0.54038,-0.39721
9.97,-0.39876,0.52725,-0.39192
9.98,-0.39615,0.51237,-0.38659
9.99,-0.39393,0.49737,-0.38136
10,-0.392,0.48614,-0.37751
10.01,-0.38998,0.4695,-0.37296
10.02,-0.38831,0.454,-0.36918
10.03,-0.38675,0.44375,-0.3664
10.04,-0.38558,0.41814,-0.3608
10.05,-0.38442,0.4025,-0.3579
10.06,-0.38381,0.37937,-0.35339
10.07,-0.38325,0.36237,-0.351
10.08,-0.38266,0.34443,-0.34866
10.09,-0.38253,0.319,-0.34516
10.1,-0.38253,0.30475,-0.34405
10.11,-0.38253,0.279,-0.34072
10.12,-0.3824,0.26643,-0.34021
10.13,-0.38181,0.24687,-0.3381
10.14,-0.38125,0.228,-0.33644
10.15,-0.38069,0.212,-0.33466
10.16,-0.37997,0.19463,-0.33254
10.17,-0.3791,0.17971,-0.33131
10.18,-0.37808,0.172,-0.33138
10.19,-0.37652,0.15725,-0.32993
10.2,-0.37541,0.147,-0.32893
10.21,-0.37382,0.13771,-0.32788
10.22,-0.37213,0.1195,-0.3247
10.23,-0.3703,0.11525,-0.32487
10.24,-0.36835,0.10775,-0.32404
10.25,-0.36607,0.101,-0.32292
10.26,-0.36385,0.094,-0.32159
10.27,-0.36162,0.0905,-0.32092
10.28,-0.35906,0.0885,-0.32059
10.29,-0.35673,0.083,-0.31892
10.3,-0.35367,0.081,-0.31792
10.31,-0.35089,0.0785,-0.31653
10.32,-0.34811,0.075625,-0.31514
10.33,-0.34485,0.076857,-0.31428
10.34,-0.34161,0.0805,-0.31358
10.35,-0.33827,0.08125,-0.31203
10.36,-0.33493,0.076,-0.30914
10.37,-0.3315,0.083714,-0.30869
10.38,-0.32765,0.08925,-0.30786
10.39,-0.32415,0.087375,-0.30502
10.4,-0.32031,0.092625,-0.30341
10.41,-0.31659,0.0915,-0.30018
10.42,-0.31269,0.096857,-0.29808
10.43,-0.30825,0.108,-0.29757
10.44,-0.30435,0.11175,-0.29479
10.45,-0.30046,0.119,-0.2929
10.46,-0.29586,0.12657,-0.29058
10.47,-0.29179,0.12325,-0.2859
10.48,-0.28751,0.13612,-0.28478
10.49,-0.28334,0.14238,-0.282
10.5,-0.27844,0.149,-0.27889
10.51,-0.27411,0.16,-0.27689
10.52,-0.26999,0.169,-0.27444
10.53,-0.26555,0.17725,-0.27133
10.54,-0.2611,0.184,-0.26821
10.55,-0.2562,0.19287,-0.26454
10.56,-0.25176,0.20163,-0.26176
10.57,-0.24731,0.20763,-0.25798
10.58,-0.2428,0.22043,-0.2557
10.59,-0.23797,0.2295,-0.25198
10.6,-0.23352,0.23825,-0.24864
10.61,-0.22907,0.241,-0.2442
10.62,-0.2245,0.25471,-0.24165
10.63,-0.22001,0.264,-0.23808
10.64,-0.21573,0.26788,-0.23358
10.65,-0.21128,0.27675,-0.22985
10.66,-0.207,0.278,-0.22496
10.67,-0.20251,0.28871,-0.2217
10.68,-0.19838,0.298,-0.2184
10.69,-0.19404,0.3055,-0.21473
10.7,-0.19015,0.313,-0.21106
10.71,-0.18593,0.32071,-0.20715
10.72,-0.18159,0.31525,-0.20044
10.73,-0.17809,0.32587,-0.1981
10.74,-0.17419,0.329,-0.19365
10.75,-0.16991,0.334,-0.18948
10.76,-0.16647,0.3395,-0.18615
10.77,-0.1628,0.341,-0.1817
10.78,-0.15946,0.3455,-0.17792
10.79,-0.15612,0.346,-0.17392
10.8,-0.15246,0.349,-0.16964
10.81,-0.1494,0.35087,-0.16602
10.82,-0.14623,0.35025,-0.16191
10.83,-0.14335,0.35171,-0.15835
10.84,-0.14033,0.3535,-0.15501
10.85,-0.13755,0.3525,-0.15101
10.86,-0.13522,0.347,-0.14634
10.87,-0.13249,0.35114,-0.14424
10.88,-0.1301,0.34962,-0.14095
10.89,-0.12788,0.34387,-0.13661
10.9,-0.12571,0.34225,-0.13372
10.91,-0.12388,0.33,-0.12877
10.92,-0.12181,0.325,-0.12543
10.93,-0.1201,0.324,-0.12365
10.94,-0.11854,0.3175,-0.12021
10.95,-0.11743,0.3115,-0.11765
10.96,-0.11584,0.30529,-0.11495
10.97,-0.1147,0.28862,-0.11014
10.98,-0.11398,0.28488,-0.10864
10.99,-0.11315,0.278,-0.1067
11,-0.11253,0.266,-0.10364
11.01,-0.11198,0.257,-0.10164
11.02,-0.11142,0.248,-0.099858
11.03,-0.1112,0.23825,-0.098412
11.04,-0.1112,0.226,-0.096077
11.05,-0.1112,0.21625,-0.095132
11.06,-0.1112,0.20112,-0.092852
11.07,-0.1112,0.19162,-0.09174
11.08,-0.1112,0.18243,-0.091184
11.09,-0.1112,0.168,-0.08896
11.1,-0.1112,0.1615,-0.089071
11.11,-0.1112,0.1515,-0.08807
11.12,-0.1112,0.1385,-0.086736
11.13,-0.1112,0.13163,-0.086569
11.14,-0.1112,0.119,-0.085235
11.15,-0.1112,0.10525,-0.083845
11.16,-0.1112,0.09825,-0.083956
11.17,-0.1112,0.0875,-0.0834
11.18,-0.1112,0.079,-0.083178
11.19,-0.1112,0.07125,-0.082955
11.2,-0.1112,0.064,-0.083178
11.21,-0.1112,0.052875,-0.082455
11.22,-0.1112,0.04225,-0.081621
11.23,-0.1112,0.03175,-0.080954
11.24,-0.1112,0.022,-0.080676
11.25,-0.1112,0.019,-0.081843
11.26,-0.1112,0.01275,-0.082177
11.27,-0.1112,0.0050003,-0.082288
11.28,-0.1112,0.0012494,-0.083066
11.29,-0.1112,-0.013429,-0.081398
11.3,-0.1112,-0.013375,-0.083344
11.31,-0.1112,-0.02275,-0.082733
11.32,-0.1112,-0.03175,-0.082399
11.33,-0.1112,-0.039429,-0.082479
11.34,-0.1112,-0.047,-0.082733
11.35,-0.1112,-0.046,-0.084401
11.36,-0.1112,-0.056,-0.083771
11.37,-0.1112,-0.060714,-0.084512
11.38,-0.1112,-0.066875,-0.08479
11.39,-0.11081,-0.08025,-0.083011
11.4,-0.1107,-0.086125,-0.083066
11.41,-0.11031,-0.094,-0.082622
11.42,-0.10999,-0.096143,-0.083495
11.43,-0.10942,-0.096,-0.084957
11.44,-0.10931,-0.10225,-0.084178
11.45,-0.10853,-0.105,-0.084512
11.46,-0.10771,-0.10786,-0.084893
11.47,-0.10714,-0.1125,-0.084234
11.48,-0.10642,-0.106,-0.086236
11.49,-0.10558,-0.1035,-0.08707
11.5,-0.10453,-0.099,-0.088515
11.51,-0.10386,-0.0975,-0.088404
11.52,-0.10275,-0.0945,-0.08896
11.53,-0.10164,-0.087,-0.090517
11.54,-0.10052,-0.087,-0.08985
11.55,-0.099302,-0.08,-0.09085
11.56,-0.09819,-0.075,-0.091128
11.57,-0.096688,-0.071125,-0.09085
11.58,-0.095441,-0.064714,-0.091565
11.59,-0.093853,-0.0565,-0.092074
11.6,-0.092407,-0.0515,-0.091629
11.61,-0.091184,-0.05,-0.090739
11.62,-0.089468,-0.039,-0.091629
11.63,-0.087681,-0.029,-0.091907
11.64,-0.086013,-0.030375,-0.089738
11.65,-0.084345,-0.02425,-0.089127
11.66,-0.082677,-0.023375,-0.087181
11.67,-0.08089,-0.014714,-0.087181
11.68,-0.079174,-0.00099996,-0.08807
11.69,-0.077395,0.002,-0.086291
11.7,-0.075394,0.011,-0.085846
11.71,-0.073583,0.021714,-0.085402
11.72,-0.071446,0.026625,-0.083734
11.73,-0.069611,0.0425,-0.084679
11.74,-0.067665,0.0525,-0.084123
11.75,-0.065386,0.067,-0.084067
11.76,-0.063606,0.07525,-0.082844
11.77,-0.061605,0.0875,-0.08251
11.78,-0.059603,0.0975,-0.08151
11.79,-0.057379,0.089,-0.076061
11.8,-0.055378,0.081625,-0.071279
11.81,-0.053154,0.08225,-0.068221
11.82,-0.051319,0.086,-0.066108
11.83,-0.049119,0.11043,-0.06869
11.84,-0.046926,0.1315,-0.069834
11.85,-0.044925,0.1395,-0.068166
11.86,-0.043145,0.14,-0.064941
11.87,-0.040858,0.154,-0.06456
11.88,-0.038753,0.16275,-0.062772
11.89,-0.036696,0.16675,-0.060326
11.9,-0.034528,0.17725,-0.059325
11.91,-0.032693,0.182,-0.057046
11.92,-0.030628,0.18486,-0.053948
11.93,-0.028467,0.19,-0.051597
11.94,-0.026688,0.18975,-0.048483
11.95,-0.024686,0.198,-0.047149
11.96,-0.022875,0.20057,-0.044289
11.97,-0.020739,0.19337,-0.039587
11.98,-0.019071,0.2045,-0.039087
11.99,-0.017403,0.20387,-0.036029
12,-0.015568,0.204,-0.032915
12.01,-0.0139,0.2055,-0.03058
12.02,-0.012232,0.2085,-0.02869
12.03,-0.010564,0.213,-0.027133
12.04,-0.008896,0.211,-0.024019
12.05,-0.0070612,0.21213,-0.021684
12.06,-0.0056712,0.2115,-0.019182
12.07,-0.00417,0.21125,-0.016736
12.08,-0.0029229,0.21357,-0.01525
12.09,-0.0013344,0.2145,-0.013344
12.1,-0.00022241,0.21575,-0.011676
12.11,0.0013343,0.214,-0.0093409
12.12,0.0024782,0.225,-0.0098491
12.13,0.0036696,0.22813,-0.008618
12.14,0.0047816,0.22912,-0.0072835
12.15,0.0054488,0.23125,-0.0058936
12.16,0.0065608,0.22712,-0.0033916
12.17,0.0074345,0.22757,-0.0021605
12.18,0.0084512,0.234,-0.002224
12.19,0.0091184,0.2305,1.58E-16
12.2,0.010008,0.233,0.00088963
12.21,0.010612,0.23271,0.0021605
12.22,0.011176,0.2245,0.005282
12.23,0.011732,0.22837,0.0050596
12.24,0.01201,0.22462,0.0067276
12.25,0.012454,0.22,0.0084512
12.26,0.012899,0.21775,0.0093408
12.27,0.012899,0.2165,0.01023
12.28,0.013233,0.21375,0.01112
12.29,0.013344,0.206,0.012899
12.3,0.013344,0.20163,0.014178
12.31,0.013344,0.2,0.014234
12.32,0.013177,0.18912,0.01618
12.33,0.012581,0.181,0.017093
12.34,0.011565,0.167,0.019126
12.35,0.0098968,0.16125,0.018348
12.36,0.0080064,0.1495,0.018459
12.37,0.0057823,0.134,0.018904
12.38,0.0028356,0.11575,0.019238
12.39,-0.00011124,0.09475,0.019682
12.4,-0.0037253,0.072249,0.01996
12.41,-0.0076172,0.05875,0.017736
12.42,-0.012121,0.03425,0.016569
12.43,-0.016902,0.0095003,0.01579
12.44,-0.021684,-0.01675,0.014345
12.45,-0.027133,-0.046002,0.013344
12.46,-0.033416,-0.090876,0.014122
12.47,-0.039532,-0.12838,0.013288
12.48,-0.046037,-0.16925,0.01301
12.49,-0.052764,-0.20362,0.010175
12.5,-0.060302,-0.21229,0.00088963
12.51,-0.068277,-0.22475,-0.0080068
12.52,-0.076061,-0.267,-0.01023
12.53,-0.083956,-0.31325,-0.011787
12.54,-0.093027,-0.36057,-0.014742
12.55,-0.1023,-0.3905,-0.022296
12.56,-0.1112,-0.42725,-0.0278
12.57,-0.12026,-0.46013,-0.034639
12.58,-0.13071,-0.492,-0.043337
12.59,-0.14056,-0.529,-0.050262
12.6,-0.15056,-0.55575,-0.059937
12.61,-0.1608,-0.586,-0.068944
12.62,-0.17136,-0.6155,-0.077951
12.63,-0.18304,-0.64825,-0.088571
12.64,-0.19416,-0.67887,-0.098356
12.65,-0.20528,-0.71138,-0.10781
12.66,-0.2164,-0.73875,-0.11887
12.67,-0.22874,-0.77675,-0.12921
12.68,-0.24041,-0.815,-0.13811
12.69,-0.25209,-0.8465,-0.14867
12.7,-0.26377,-0.869,-0.16191
12.71,-0.27678,-0.89888,-0.1747
12.72,-0.28901,-0.92388,-0.18693
12.73,-0.30085,-0.94975,-0.19927
12.74,-0.31303,-0.97125,-0.21239
12.75,-0.32578,-0.98729,-0.22786
12.76,-0.33871,-1.0067,-0.24264
12.77,-0.35095,-1.023,-0.25665
12.78,-0.36318,-1.0365,-0.27122
12.79,-0.37611,-1.0563,-0.2855
12.8,-0.38887,-1.0663,-0.30135
12.81,-0.4011,-1.0823,-0.31542
12.82,-0.41333,-1.0944,-0.32965
12.83,-0.42644,-1.1007,-0.34637
12.84,-0.43857,-1.117,-0.35984
12.85,-0.45069,-1.122,-0.37519
12.86,-0.46237,-1.129,-0.39009
12.87,-0.47438,-1.136,-0.40432
12.88,-0.48689,-1.14,-0.42073
12.89,-0.49857,-1.1489,-0.43385
12.9,-0.50996,-1.1564,-0.44747
12.91,-0.52108,-1.1537,-0.46276
12.92,-0.5332,-1.1558,-0.47805
12.93,-0.54399,-1.161,-0.49061
12.94,-0.55478,-1.1565,-0.50552
12.95,-0.5649,-1.151,-0.51997
12.96,-0.57635,-1.1506,-0.53382
12.97,-0.58608,-1.1475,-0.54688
12.98,-0.59592,-1.1455,-0.55917
12.99,-0.60537,-1.1413,-0.57173
13,-0.61465,-1.1264,-0.58644
13.01,-0.62405,-1.1147,-0.60004
13.02,-0.63295,-1.103,-0.61249
13.03,-0.64118,-1.0917,-0.6245
13.04,-0.64941,-1.0853,-0.63517
13.05,-0.65753,-1.0626,-0.64891
13.06,-0.66481,-1.0502,-0.65942
13.07,-0.67187,-1.0335,-0.67037
13.08,-0.67902,-1.0117,-0.68232
13.09,-0.68544,-0.994,-0.69255
13.1,-0.69155,-0.97,-0.70312
13.11,-0.69722,-0.946,-0.71346
13.12,-0.70256,-0.92875,-0.72147
13.13,-0.70773,-0.90325,-0.73131
13.14,-0.7124,-0.87538,-0.74043
13.15,-0.71629,-0.85163,-0.74793
13.16,-0.72019,-0.8215,-0.75655
13.17,-0.7238,-0.79375,-0.76394
13.18,-0.72658,-0.766,-0.77062
13.19,-0.72936,-0.73375,-0.77762
13.2,-0.73125,-0.702,-0.78374
13.21,-0.73336,-0.67113,-0.78913
13.22,-0.73448,-0.64238,-0.7933
13.23,-0.73559,-0.61237,-0.79747
13.24,-0.73614,-0.581,-0.80114
13.25,-0.73614,-0.538,-0.80642
13.26,-0.73614,-0.5038,-0.8098
13.27,-0.73525,-0.469,-0.81265
13.28,-0.73403,-0.43,-0.81521
13.29,-0.73176,-0.39914,-0.81456
13.3,-0.72886,-0.35087,-0.81726
13.31,-0.72502,-0.3145,-0.81621
13.32,-0.72058,-0.27025,-0.81604
13.33,-0.71517,-0.219,-0.81576
13.34,-0.70901,-0.175,-0.81309
13.35,-0.70223,-0.1225,-0.81187
13.36,-0.69478,-0.075499,-0.80865
13.37,-0.68699,-0.0255,-0.80509
13.38,-0.67737,0.04225,-0.80236
13.39,-0.66776,0.1015,-0.79853
13.4,-0.65747,0.17462,-0.79658
13.41,-0.64652,0.24325,-0.79263
13.42,-0.63406,0.273,-0.7774
13.43,-0.62183,0.3115,-0.76528
13.44,-0.60893,0.39275,-0.76183
13.45,-0.59559,0.466,-0.75572
13.46,-0.58013,0.541,-0.74637
13.47,-0.5654,0.5985,-0.73442
13.48,-0.55,0.6575,-0.72213
13.49,-0.53437,0.7175,-0.70957
13.5,-0.51737,0.78057,-0.69567
13.51,-0.4994,0.8415,-0.68054
13.52,-0.48216,0.901,-0.66587
13.53,-0.46426,0.95475,-0.64907
13.54,-0.44486,1.0096,-0.63028
13.55,-0.42534,1.0809,-0.61521
