t,r,u,y
6.99,0.51163,0.41225,0.45497
7,0.51969,0.42913,0.46248
7.01,0.52764,0.448,0.46988
7.02,0.53593,0.45938,0.47899
7.03,0.54444,0.49072,0.48401
7.04,0.553,0.507,0.49273
7.05,0.56134,0.527,0.49996
7.06,0.56923,0.543,0.50818
7.07,0.5778,0.55957,0.51692
7.08,0.5863,0.577,0.52503
7.09,0.5942,0.58762,0.53454
7.1,0.60237,0.60388,0.54232
7.11,0.61071,0.62272,0.55035
7.12,0.61872,0.638,0.55867
7.13,0.6265,0.6565,0.5659
7.14,0.63428,0.677,0.57246
7.15,0.64174,0.6945,0.57969
7.16,0.64974,0.70737,0.58903
7.17,0.65736,0.727,0.59559
7.18,0.66459,0.737,0.60421
7.19,0.67143,0.7435,0.61332
7.2,0.67921,0.75775,0.6215
7.21,0.68588,0.767,0.62939
7.22,0.69255,0.78075,0.63629
7.23,0.69923,0.793,0.64318
7.24,0.70595,0.79788,0.65263
7.25,0.71207,0.79912,0.66153
7.26,0.71819,0.79887,0.67037
7.27,0.7238,0.79887,0.67899
7.28,0.7296,0.80757,0.68575
7.29,0.73548,0.80725,0.69389
7.3,0.74059,0.804,0.70234
7.31,0.74548,0.803,0.70957
7.32,0.75044,0.79843,0.71772
7.33,0.75527,0.79237,0.72564
7.34,0.75927,0.785,0.73336
7.35,0.76355,0.77537,0.74098
7.36,0.76741,0.76814,0.74777
7.37,0.77128,0.757,0.75483
7.38,0.77451,0.747,0.76139
7.39,0.77729,0.74,0.76661
7.4,0.78007,0.727,0.77284
7.41,0.78307,0.70525,0.78062
7.42,0.78529,0.69512,0.78541
7.43,0.78724,0.67825,0.79097
7.44,0.78891,0.65725,0.79691
7.45,0.79063,0.63825,0.80231
7.46,0.79174,0.6185,0.80709
7.47,0.79286,0.60025,0.81087
7.48,0.79352,0.582,0.81443
7.49,0.79397,0.55575,0.81927
7.5,0.79397,0.5345,0.82251
7.51,0.79397,0.505,0.82727
7.52,0.79397,0.48188,0.83033
7.53,0.79378,0.46171,0.83209
7.54,0.79286,0.43025,0.83611
7.55,0.7913,0.401,0.83845
7.56,0.78896,0.36925,0.84023
7.57,0.78603,0.33614,0.84124
7.58,0.78235,0.30012,0.84162
7.59,0.7779,0.26012,0.84245
7.6,0.77273,0.21875,0.84278
7.61,0.76645,0.17643,0.84143
7.62,0.75972,0.127,0.84067
7.63,0.75238,0.084999,0.83811
7.64,0.74437,0.0405,0.83467
7.65,0.7357,-0.0084996,0.83155
7.66,0.72541,-0.072875,0.82922
7.67,0.71563,-0.1365,0.82688
7.68,0.70506,-0.20775,0.82549
7.69,0.69372,-0.26387,0.8196
7.7,0.68077,-0.289,0.8042
7.71,0.66831,-0.3305,0.79352
7.72,0.65519,-0.3975,0.78785
7.73,0.6414,-0.453,0.7784
7.74,0.62594,-0.5255,0.76989
7.75,0.61121,-0.57863,0.75849
7.76,0.59581,-0.63075,0.74626
7.77,0.58019,-0.6895,0.73459
7.78,0.56318,-0.73471,0.71797
7.79,0.54521,-0.7905,0.70301
7.8,0.52798,-0.84,0.68766
7.81,0.51052,-0.892,0.6722
7.82,0.49112,-0.94529,0.65474
7.83,0.47199,-1,0.63734
7.84,0.45314,-1.0593,0.62189
7.85,0.43407,-1.1136,0.60482
7.86,0.4129,-1.173,0.58631
7.87,0.39231,-1.229,0.56756
7.88,0.37219,-1.2785,0.54844
7.89,0.35161,-1.324,0.52775
7.9,0.33104,-1.3748,0.50807
7.91,0.30791,-1.4259,0.48478
7.92,0.28678,-1.468,0.46265
7.93,0.26566,-1.5155,0.44152
7.94,0.24414,-1.5666,0.42139
7.95,0.22029,-1.6105,0.39609
7.96,0.1986,-1.651,0.37319
7.97,0.17692,-1.6847,0.34861
7.98,0.15524,-1.713,0.32293
7.99,0.13122,-1.75,0.29674
8,0.10925,-1.7825,0.27227
8.01,0.08757,-1.8105,0.2472
8.02,0.065441,-1.8221,0.21873
8.03,0.042828,-1.623,0.14399
8.04,0.019905,-1.659,0.12365
8.05,-0.0013338,-1.801,0.12677
8.06,-0.022907,-1.6315,0.061605
8.07,-0.045244,-1.6772,0.044926
8.08,-0.067276,-1.7346,0.029579
8.09,-0.08796,-1.564,-0.033749
8.1,-0.10875,-1.6951,-0.029079
8.11,-0.13052,-1.6727,-0.061128
8.12,-0.15123,-1.589,-0.10364
8.13,-0.1708,-1.7242,-0.096855
8.14,-0.19037,-1.6615,-0.13433
8.15,-0.20928,-1.6288,-0.16346
8.16,-0.23002,-1.7368,-0.16374
8.17,-0.24837,-1.6149,-0.21217
8.18,-0.26643,-1.6486,-0.2244
8.19,-0.28384,-1.7146,-0.23002
8.2,-0.30269,-1.6247,-0.27155
8.21,-0.31914,-1.6615,-0.28156
8.22,-0.33527,-1.681,-0.2959
8.23,-0.35095,-1.618,-0.32737
8.24,-0.36729,-1.6537,-0.33777
8.25,-0.38175,-1.6581,-0.35306
8.26,-0.39582,-1.6274,-0.37497
8.27,-0.40916,-1.647,-0.38553
8.28,-0.4225,-1.6284,-0.40426
8.29,-0.43535,-1.6115,-0.42167
8.3,-0.44702,-1.612,-0.43413
8.31,-0.45803,-1.5945,-0.44969
8.32,-0.46895,-1.571,-0.46596
8.33,-0.47899,-1.5566,-0.4795
8.34,-0.48789,-1.528,-0.49473
8.35,-0.49623,-1.4999,-0.50852
8.36,-0.50453,-1.4701,-0.52258
8.37,-0.51152,-1.438,-0.53554
8.38,-0.51797,-1.393,-0.55022
8.39,-0.52331,-1.3505,-0.56289
8.4,-0.52831,-1.2997,-0.57657
8.41,-0.53276,-1.2534,-0.58814
8.42,-0.5361,-1.192,-0.60143
8.43,-0.53888,-1.1376,-0.61227
8.44,-0.54071,-1.0833,-0.62183
8.45,-0.54232,-1.02,-0.63173
8.46,-0.54266,-0.95957,-0.64013
8.47,-0.54266,-0.8995,-0.64763
8.48,-0.54266,-0.842,-0.6543
8.49,-0.54327,-0.78113,-0.66058
8.5,-0.54382,-0.72925,-0.66559
8.51,-0.54438,-0.67913,-0.67026
8.52,-0.54544,-0.63887,-0.67259
8.53,-0.5466,-0.58414,-0.67819
8.54,-0.5481,-0.538,-0.68166
8.55,-0.54977,-0.495,-0.68499
8.56,-0.55155,-0.45925,-0.68722
8.57,-0.5539,-0.42229,-0.68906
8.58,-0.55622,-0.38312,-0.69216
8.59,-0.55895,-0.3515,-0.69372
8.6,-0.56173,-0.32025,-0.69567
8.61,-0.56471,-0.29043,-0.69694
8.62,-0.56801,-0.266,-0.69789
8.63,-0.57135,-0.243,-0.69867
8.64,-0.5749,-0.221,-0.69989
8.65,-0.5788,-0.19525,-0.70212
8.66,-0.58308,-0.17762,-0.70256
8.67,-0.58714,-0.15687,-0.70429
8.68,-0.59158,-0.14063,-0.70568
8.69,-0.59603,-0.13238,-0.70517
8.7,-0.60092,-0.1165,-0.70668
8.71,-0.6056,-0.109,-0.70723
8.72,-0.6106,-0.09925,-0.70846
8.73,-0.6156,-0.087,-0.71079
8.74,-0.62172,-0.081125,-0.71174
8.75,-0.627,-0.076125,-0.71313
8.76,-0.63239,-0.065375,-0.71618
8.77,-0.6384,-0.073625,-0.71502
8.78,-0.6442,-0.068428,-0.71772
8.79,-0.65041,-0.06875,-0.71958
8.8,-0.65652,-0.069,-0.72147
8.81,-0.66264,-0.07325,-0.72302
8.82,-0.66911,-0.077857,-0.72477
8.83,-0.67587,-0.0795,-0.72808
8.84,-0.6821,-0.084125,-0.73025
8.85,-0.68861,-0.089125,-0.73292
8.86,-0.69548,-0.098143,-0.73538
8.87,-0.70234,-0.109,-0.73748
8.88,-0.70901,-0.1195,-0.73992
8.89,-0.71568,-0.129,-0.74282
8.9,-0.72236,-0.13325,-0.74704
8.91,-0.72975,-0.15138,-0.7491
8.92,-0.73681,-0.15813,-0.75344
8.93,-0.74348,-0.16813,-0.75705
8.94,-0.75016,-0.18137,-0.76033
8.95,-0.75794,-0.18925,-0.76517
8.96,-0.76461,-0.2015,-0.76884
8.97,-0.77128,-0.213,-0.77284
8.98,-0.77796,-0.219,-0.7784
8.99,-0.78529,-0.23188,-0.78318
9,-0.79197,-0.24188,-0.78791
9.01,-0.79864,-0.24775,-0.79336
9.02,-0.80531,-0.26575,-0.7963
9.03,-0.81227,-0.27143,-0.80248
9.04,-0.81899,-0.27875,-0.8082
9.05,-0.82555,-0.29,-0.81309
9.06,-0.83166,-0.2985,-0.81799
9.07,-0.83813,-0.308,-0.82352
9.08,-0.84451,-0.31312,-0.82972
9.09,-0.85062,-0.319,-0.83517
9.1,-0.85657,-0.32313,-0.84139
9.11,-0.86285,-0.33143,-0.84684
9.12,-0.86869,-0.341,-0.85135
9.13,-0.87425,-0.3465,-0.85635
9.14,-0.87959,-0.353,-0.86158
9.15,-0.88493,-0.352,-0.86814
9.16,-0.89055,-0.362,-0.87264
9.17,-0.89555,-0.35725,-0.87965
9.18,-0.90028,-0.36288,-0.8841
9.19,-0.90472,-0.37275,-0.88754
9.2,-0.90962,-0.37275,-0.89338
9.21,-0.91406,-0.3785,-0.89738
9.22,-0.91818,-0.3835,-0.90139
9.23,-0.92207,-0.38,-0.90695
9.24,-0.92635,-0.38387,-0.91128
9.25,-0.92997,-0.38325,-0.91573
9.26,-0.9333,-0.37787,-0.9214
9.27,-0.93619,-0.38238,-0.92391
9.28,-0.93948,-0.37543,-0.92912
9.29,-0.94242,-0.372,-0.93341
9.3,-0.94476,-0.367,-0.93764
9.31,-0.94698,-0.36525,-0.94097
9.32,-0.94933,-0.36243,-0.94399
9.33,-0.95126,-0.35325,-0.94826
9.34,-0.95293,-0.34462,-0.95232
9.35,-0.95443,-0.33575,-0.9556
9.36,-0.95562,-0.32986,-0.9581
9.37,-0.95676,-0.324,-0.96032
9.38,-0.95777,-0.31725,-0.9621
9.39,-0.9581,-0.3095,-0.9641
9.4,-0.95843,-0.2935,-0.96744
9.41,-0.95854,-0.28475,-0.96922
9.42,-0.95854,-0.27317,-0.97085
9.43,-0.95799,-0.25525,-0.97344
9.44,-0.95649,-0.243,-0.97372
9.45,-0.95387,-0.21875,-0.97534
9.46,-0.95054,-0.198,-0.97522
9.47,-0.94653,-0.17425,-0.97478
9.48,-0.94164,-0.14,-0.97589
9.49,-0.93491,-0.10875,-0.97395
9.5,-0.92824,-0.07625,-0.97172
9.51,-0.92062,-0.032124,-0.97133
9.52,-0.91223,0.0011262,-0.96711
9.53,-0.90237,0.049714,-0.96458
9.54,-0.89171,0.1075,-0.96266
9.55,-0.8807,0.17,-0.96121
9.56,-0.86892,0.21875,-0.95521
9.57,-0.85573,0.23871,-0.94101
9.58,-0.84201,0.27013,-0.92885
9.59,-0.82766,0.356,-0.92863
9.6,-0.81287,0.42225,-0.92207
9.61,-0.79619,0.491,-0.91349
9.62,-0.77929,0.545,-0.90161
9.63,-0.76239,0.60625,-0.89071
9.64,-0.74459,0.661,-0.87759
9.65,-0.72647,0.7255,-0.86547
9.66,-0.70529,0.7875,-0.84957
9.67,-0.68566,0.848,-0.83472
9.68,-0.66564,0.903,-0.81777
9.69,-0.64485,0.96125,-0.80103
9.7,-0.6215,1.0293,-0.78262
9.71,-0.59959,1.088,-0.76417
9.72,-0.57735,1.1513,-0.74604
9.73,-0.55467,1.216,-0.72769
9.74,-0.52881,1.2825,-0.7054
9.75,-0.50518,1.3437,-0.68483
9.76,-0.48105,1.4118,-0.66509
9.77,-0.45659,1.4646,-0.64179
9.78,-0.43088,1.5289,-0.61897
9.79,-0.4041,1.595,-0.59514
9.8,-0.37897,1.656,-0.57201
9.81,-0.35295,1.7052,-0.54633
9.82,-0.32566,1.7609,-0.51927
9.83,-0.2984,1.817,-0.49261
9.84,-0.27227,1.8693,-0.46665
9.85,-0.24597,1.9199,-0.44018
9.86,-0.21738,1.9723,-0.41131
9.87,-0.18993,2.019,-0.38253
9.88,-0.16324,2.057,-0.35306
9.89,-0.13678,2.0985,-0.3247
9.9,-0.11031,2.1445,-0.29702
9.91,-0.080954,2.1816,-0.26438
9.92,-0.054265,2.2164,-0.23474
9.93,-0.027856,2.2514,-0.20555
9.94,-0.0013346,2.2805,-0.17525
9.95,0.027467,2.318,-0.14378
9.96,0.053377,2.346,-0.11409
9.97,0.078953,2.3733,-0.084734
9.98,0.10453,2.423,-0.060493
9.99,0.13249,2.4277,-0.02363
10,0.15724,2.4259,0.010842
10.01,0.18209,2.4354,0.041588
10.02,0.20611,2.4453,0.071669
10.03,0.23104,2.4534,0.103
10.04,0.25598,2.462,0.13355
10.05,0.27889,2.464,0.1628
10.06,0.30157,2.4605,0.19304
10.07,0.32483,2.4573,0.22361
10.08,0.34744,2.4534,0.25298
10.09,0.36857,2.4455,0.28111
10.1,0.38898,2.4375,0.30814
10.11,0.41011,2.4279,0.33633
10.12,0.43012,2.413,0.36385
10.13,0.4488,2.394,0.3902
10.14,0.4666,2.3745,0.41589
10.15,0.48405,2.3617,0.43891
10.16,0.50246,2.3349,0.46576
10.17,0.51841,2.311,0.48889
10.18,0.53343,2.2854,0.51141
10.19,0.54788,2.2528,0.53409
10.2,0.56312,2.2213,0.55689
10.21,0.57602,2.1855,0.5778
10.22,0.58825,2.149,0.5977
10.23,0.59959,2.11,0.61694
10.24,0.61104,2.0577,0.63879
10.25,0.62077,2.0065,0.65797
10.26,0.62984,1.9585,0.67493
10.27,0.63768,1.8984,0.6935
10.28,0.64502,1.834,0.71149
10.29,0.65174,1.7717,0.72769
10.3,0.65741,1.709,0.74237
10.31,0.66175,1.633,0.75827
10.32,0.66561,1.5574,0.77281
10.33,0.6687,1.4792,0.78613
10.34,0.67042,1.4091,0.79625
10.35,0.67137,1.3377,0.8057
10.36,0.67165,1.2603,0.81475
10.37,0.67165,1.1805,0.82333
10.38,0.67165,1.1117,0.82933
10.39,0.67165,1.034,0.83756
10.4,0.67165,0.96286,0.84302
10.41,0.67165,0.8925,0.84751
10.42,0.67165,0.82575,0.85179
10.43,0.67165,0.764,0.85535
10.44,0.67165,0.7,0.85846
10.45,0.67165,0.63429,0.86132
10.46,0.67165,0.565,0.86514
10.47,0.67165,0.5145,0.86502
10.48,0.67165,0.458,0.86625
10.49,0.67165,0.39314,0.868
10.5,0.67165,0.34012,0.86836
10.51,0.67165,0.28475,0.86897
10.52,0.67165,0.236,0.86842
10.53,0.67165,0.186,0.86692
10.54,0.67165,0.1355,0.86647
10.55,0.67165,0.089999,0.86514
10.56,0.67165,0.048571,0.86247
10.57,0.67139,-0.0049996,0.86291
10.58,0.67042,-0.051875,0.86058
10.59,0.66876,-0.10437,0.85963
10.6,0.66637,-0.15963,0.8583
10.61,0.66339,-0.21186,0.85484
10.62,0.65964,-0.241,0.84601
10.63,0.65552,-0.27825,0.83956
10.64,0.65052,-0.335,0.83622
10.65,0.64485,-0.37225,0.82822
10.66,0.63807,-0.42737,0.82171
10.67,0.63123,-0.4715,0.81415
10.68,0.62372,-0.51338,0.80525
10.69,0.61594,-0.55737,0.79619
10.7,0.60626,-0.59275,0.78329
10.71,0.59692,-0.634,0.77262
10.72,0.58691,-0.68125,0.76294
10.73,0.57646,-0.722,0.75127
10.74,0.56451,-0.77313,0.73931
10.75,0.55283,-0.82188,0.72819
10.76,0.54077,-0.8625,0.7149
10.77,0.52803,-0.90725,0.70206
10.78,0.51432,-0.95557,0.68836
10.79,0.49996,-0.99725,0.67232
10.8,0.48572,-1.036,0.65697
10.81,0.47115,-1.0843,0.64274
10.82,0.45528,-1.1324,0.62704
10.83,0.43924,-1.178,0.6106
10.84,0.42317,-1.2186,0.59375
10.85,0.40688,-1.2564,0.57574
10.86,0.38901,-1.2991,0.55695
10.87,0.37141,-1.339,0.53821
10.88,0.35406,-1.3755,0.5193
10.89,0.33627,-1.4195,0.50173
10.9,0.31814,-1.4515,0.48116
10.91,0.29796,-1.4944,0.46009
10.92,0.27945,-1.5277,0.43935
10.93,0.26054,-1.5603,0.4185
10.94,0.24164,-1.598,0.39871
10.95,0.22029,-1.624,0.3733
10.96,0.20083,-1.652,0.35117
10.97,0.18137,-1.6792,0.32871
10.98,0.16191,-1.703,0.30602
10.99,0.13989,-1.7325,0.28139
11,0.11987,-1.76,0.25943
11.01,0.099857,-1.7795,0.23558
11.02,0.079842,-1.7946,0.21111
11.03,0.058968,-1.7357,0.1696
11.04,0.037808,-1.591,0.11087
11.05,0.017793,-1.726,0.11654
11.06,-0.0022246,-1.718,0.088624
11.07,-0.023131,-1.611,0.039523
11.08,-0.043813,-1.7251,0.040255
11.09,-0.063384,-1.6806,0.0056706
11.1,-0.083233,-1.6141,-0.031636
11.11,-0.10408,-1.7039,-0.036601
11.12,-0.12365,-1.634,-0.075616
11.13,-0.14256,-1.6358,-0.096744
11.14,-0.16146,-1.7015,-0.10431
11.15,-0.18003,-1.639,-0.13956
11.16,-0.20022,-1.6727,-0.1549
11.17,-0.2184,-1.6756,-0.17492
11.18,-0.23619,-1.6156,-0.208
11.19,-0.25359,-1.6713,-0.21484
11.2,-0.27211,-1.6762,-0.2353
11.21,-0.2889,-1.626,-0.2651
11.22,-0.30502,-1.6552,-0.27622
11.23,-0.32115,-1.652,-0.29446
11.24,-0.3381,-1.6449,-0.3147
11.25,-0.35312,-1.6561,-0.3286
11.26,-0.36774,-1.6461,-0.34706
11.27,-0.38214,-1.6246,-0.36674
11.28,-0.39644,-1.6317,-0.38043
11.29,-0.41022,-1.6147,-0.39899
11.3,-0.423,-1.601,-0.41544
11.31,-0.43513,-1.5965,-0.4289
11.32,-0.44721,-1.584,-0.4441
11.33,-0.45881,-1.5684,-0.45898
11.34,-0.46893,-1.5531,-0.47266
11.35,-0.47894,-1.5259,-0.48828
11.36,-0.48903,-1.4961,-0.50409
11.37,-0.49773,-1.471,-0.5173
11.38,-0.50596,-1.435,-0.53243
11.39,-0.51352,-1.409,-0.54377
11.4,-0.52042,-1.368,-0.55778
11.41,-0.5272,-1.3211,-0.57246
11.42,-0.53259,-1.275,-0.58513
11.43,-0.5376,-1.23,-0.59681
11.44,-0.54182,-1.18,-0.60826
11.45,-0.54555,-1.1175,-0.62172
11.46,-0.54866,-1.064,-0.63206
11.47,-0.55077,-1.0142,-0.64007
11.48,-0.55244,-0.957,-0.64941
11.49,-0.5535,-0.89713,-0.65719
11.5,-0.55378,-0.837,-0.66453
11.51,-0.55378,-0.78575,-0.66942
11.52,-0.55378,-0.72925,-0.67471
11.53,-0.55378,-0.67629,-0.67915
11.54,-0.55344,-0.61925,-0.68344
11.55,-0.55333,-0.569,-0.68677
11.56,-0.55289,-0.52425,-0.68855
11.57,-0.55263,-0.47671,-0.69014
11.58,-0.55205,-0.42975,-0.69189
11.59,-0.5515,-0.38687,-0.69239
11.6,-0.55094,-0.33862,-0.69433
11.61,-0.55034,-0.29229,-0.69497
11.62,-0.54977,-0.252,-0.69478
11.63,-0.54877,-0.2095,-0.69467
11.64,-0.54822,-0.179,-0.69233
11.65,-0.54733,-0.138,-0.692
11.66,-0.54616,-0.099248,-0.69022
11.67,-0.54544,-0.064,-0.68877
11.68,-0.54432,-0.03025,-0.6871
11.69,-0.54321,0.0011247,-0.68444
11.7,-0.54199,0.044999,-0.68377
11.71,-0.54088,0.083499,-0.68299
11.72,-0.53976,0.12275,-0.68221
11.73,-0.53821,0.154,-0.67965
11.74,-0.53682,0.15713,-0.67004
11.75,-0.53543,0.17275,-0.66448
11.76,-0.53393,0.216,-0.6652
11.77,-0.5327,0.24763,-0.66286
11.78,-0.53096,0.27457,-0.65938
11.79,-0.52953,0.2965,-0.65486
11.8,-0.52798,0.32,-0.65119
11.81,-0.52631,0.33725,-0.64629
11.82,-0.52455,0.35229,-0.64032
11.83,-0.52281,0.36625,-0.63473
11.84,-0.52114,0.37775,-0.62939
11.85,-0.5193,0.3945,-0.62494
11.86,-0.51724,0.41414,-0.62081
11.87,-0.51552,0.426,-0.6156
11.88,-0.51374,0.449,-0.61316
11.89,-0.51174,0.452,-0.60626
11.9,-0.51007,0.4655,-0.60204
11.91,-0.50779,0.4785,-0.59698
11.92,-0.50613,0.49088,-0.59258
11.93,-0.50418,0.499,-0.58758
11.94,-0.50235,0.50375,-0.58197
11.95,-0.50007,0.5165,-0.57768
11.96,-0.49818,0.5265,-0.57335
11.97,-0.49629,0.5335,-0.56868
11.98,-0.49417,0.539,-0.56401
11.99,-0.49217,0.54313,-0.5585
12,-0.49023,0.54,-0.55183
12.01,-0.48856,0.54575,-0.54777
12.02,-0.48644,0.55163,-0.54382
12.03,-0.48451,0.55029,-0.53802
12.04,-0.4825,0.5505,-0.53298
12.05,-0.48083,0.553,-0.52842
12.06,-0.47872,0.54975,-0.52364
12.07,-0.47695,0.54686,-0.51826
12.08,-0.47482,0.543,-0.51285
12.09,-0.4731,0.53825,-0.50807
12.1,-0.47143,0.537,-0.5039
12.11,-0.46933,0.532,-0.49894
12.12,-0.46748,0.526,-0.49417
12.13,-0.46582,0.52575,-0.49106
12.14,-0.46415,0.5115,-0.48483
12.15,-0.46248,0.50775,-0.48127
12.16,-0.46109,0.49825,-0.47638
12.17,-0.45942,0.48887,-0.47177
12.18,-0.45775,0.47825,-0.46732
12.19,-0.45648,0.46638,-0.46265
12.2,-0.45481,0.45825,-0.45892
12.21,-0.45347,0.448,-0.45503
12.22,-0.45214,0.43925,-0.45181
12.23,-0.45058,0.429,-0.44836
12.24,-0.44936,0.41437,-0.44397
12.25,-0.44825,0.3975,-0.43924
12.26,-0.44714,0.38912,-0.43685
12.27,-0.44602,0.37975,-0.43446
12.28,-0.44486,0.36143,-0.42999
12.29,-0.44369,0.352,-0.4279
12.3,-0.44302,0.341,-0.42523
12.31,-0.44191,0.32625,-0.42223
12.32,-0.44099,0.31243,-0.41945
12.33,-0.44041,0.2955,-0.41656
12.34,-0.43941,0.28237,-0.41411
12.35,-0.43885,0.27125,-0.41277
12.36,-0.43826,0.25714,-0.41055
12.37,-0.43768,0.243,-0.40877
12.38,-0.43724,0.23575,-0.4081
12.39,-0.43702,0.2155,-0.40521
12.4,-0.43646,0.2065,-0.40466
12.41,-0.43635,0.192,-0.40338
12.42,-0.43618,0.18013,-0.40249
12.43,-0.4359,0.16575,-0.4011
12.44,-0.4359,0.14625,-0.39882
12.45,-0.4359,0.1402,-0.39979
12.46,-0.4359,0.1235,-0.39832
12.47,-0.43524,0.11275,-0.39754
12.48,-0.43412,0.109,-0.3981
12.49,-0.43257,0.1005,-0.39659
12.5,-0.43034,0.091125,-0.39437
12.51,-0.42773,0.091375,-0.39398
12.52,-0.42484,0.097375,-0.3942
12.53,-0.42078,0.096857,-0.39187
12.54,-0.41633,0.10425,-0.39087
12.55,-0.41188,0.115,-0.38964
12.56,-0.40632,0.12025,-0.38698
12.57,-0.40045,0.13586,-0.38545
12.58,-0.39387,0.14938,-0.38275
12.59,-0.38714,0.162,-0.37958
12.6,-0.37991,0.1805,-0.37647
12.61,-0.37185,0.203,-0.37325
12.62,-0.3634,0.221,-0.36874
12.63,-0.35495,0.249,-0.36596
12.64,-0.34583,0.2685,-0.36051
12.65,-0.33638,0.294,-0.35573
12.66,-0.32543,0.325,-0.35045
12.67,-0.31486,0.352,-0.34444
12.68,-0.3043,0.37888,-0.33777
12.69,-0.29335,0.40475,-0.33004
12.7,-0.28056,0.4385,-0.32281
12.71,-0.26866,0.4735,-0.31603
12.72,-0.25643,0.50775,-0.30825
12.73,-0.24375,0.541,-0.30024
12.74,-0.22968,0.57825,-0.29045
12.75,-0.21662,0.60825,-0.28017
12.76,-0.20288,0.64213,-0.27044
12.77,-0.18898,0.68175,-0.26121
12.78,-0.17449,0.71343,-0.24922
12.79,-0.15946,0.7495,-0.2373
12.8,-0.14501,0.791,-0.22729
12.81,-0.1301,0.8225,-0.21495
12.82,-0.11431,0.864,-0.20276
12.83,-0.098467,0.9005,-0.18982
12.84,-0.0834,0.93275,-0.1762
12.85,-0.067832,0.96913,-0.16324
12.86,-0.051152,1.0074,-0.14894
12.87,-0.035139,1.037,-0.13344
12.88,-0.019127,1.0785,-0.12099
12.89,-0.0033356,1.105,-0.10519
12.9,0.012454,1.1413,-0.091406
12.91,0.03008,1.1762,-0.074782
12.92,0.046204,1.2187,-0.061994
12.93,0.062327,1.25,-0.046704
12.94,0.078063,1.2639,-0.027355
12.95,0.095743,1.2837,-0.0073392
12.96,0.11164,1.3105,0.0086738
12.97,0.12755,1.3343,0.025354
12.98,0.14323,1.357,0.041811
12.99,0.16052,1.3811,0.060437
13,0.17608,1.398,0.077951
13.01,0.19149,1.4133,0.095688
13.02,0.207,1.4368,0.11137
13.03,0.22265,1.4476,0.13052
13.04,0.23852,1.4625,0.14856
13.05,0.25309,1.482,0.16413
13.06,0.26755,1.4887,0.18203
13.07,0.28257,1.5004,0.19984
13.08,0.29746,1.5109,0.21723
13.09,0.31097,1.5178,0.23402
13.1,0.3247,1.5296,0.24909
13.11,0.33868,1.5326,0.2672
13.12,0.35184,1.535,0.28423
13.13,0.36451,1.5438,0.29868
13.14,0.37652,1.5395,0.31559
13.15,0.3882,1.5413,0.33015
13.16,0.40099,1.54,0.34661
13.17,0.41211,1.5366,0.36173
13.18,0.42295,1.5285,0.37702
13.19,0.43312,1.5156,0.39287
13.2,0.44402,1.5043,0.40866
13.21,0.45347,1.492,0.42278
13.22,0.46259,1.476,0.43691
13.23,0.47104,1.461,0.45014
13.24,0.48005,1.4369,0.46543
13.25,0.48756,1.4087,0.48016
13.26,0.49478,1.3745,0.49495
13.27,0.50146,1.3516,0.50663
13.28,0.50783,1.319,0.51978
13.29,0.51397,1.2852,0.53254
13.3,0.51908,1.256,0.54266
13.31,0.52353,1.2148,0.55511
13.32,0.52798,1.1771,0.56553
13.33,0.53165,1.135,0.57635
13.34,0.53493,1.0932,0.58575
13.35,0.53754,1.0531,0.59425
13.36,0.53961,1.0079,0.60283
13.37,0.54132,0.955,0.61204
13.38,0.54232,0.91575,0.61738
13.39,0.54266,0.867,0.62405
13.4,0.54266,0.82,0.62966
13.41,0.54266,0.77262,0.63423
13.42,0.54249,0.72737,0.63845
13.43,0.54193,0.68113,0.64262
13.44,0.54177,0.63125,0.64713
13.45,0.54077,0.58125,0.65096
13.46,0.53999,0.537,0.65319
13.47,0.53921,0.495,0.65508
13.48,0.53821,0.453,0.65652
13.49,0.53682,0.40612,0.65769
13.5,0.53543,0.36175,0.65908
13.51,0.53393,0.31538,0.66047
13.52,0.53226,0.27913,0.65936
13.53,0.53033,0.23128,0.66034
13.54,0.52831,0.189,0.65975
13.55,0.5262,0.152,0.6583
13.56,0.52397,0.10775,0.65808
13.57,0.52137,0.070143,0.65557
13.58,0.51886,0.032375,0.65324
13.59,0.51613,-0.0092492,0.65174
13.6,0.51335,-0.047377,0.64957
13.61,0.51038,-0.097288,0.64922
13.62,0.50752,-0.148,0.64896
13.63,0.50429,-0.184,0.6454
13.64,0.50129,-0.208,0.6394
13.65,0.49795,-0.2155,0.62973
13.66,0.49423,-0.254,0.62606
13.67,0.4905,-0.2925,0.6235
13.68,0.48689,-0.3225,0.61877
13.69,0.48339,-0.35712,0.61499
13.7,0.47916,-0.38625,0.60882
13.71,0.47527,-0.408,0.60248
13.72,0.47138,-0.42525,0.59514
13.73,0.46748,-0.439,0.58669
13.74,0.46276,-0.4585,0.57919
13.75,0.45887,-0.47788,0.57279
13.76,0.45459,-0.49988,0.56684
13.77,0.45019,-0.51262,0.55906
13.78,0.44594,-0.53614,0.55308
13.79,0.44124,-0.5535,0.54577
13.8,0.43679,-0.567,0.53821
13.81,0.43235,-0.584,0.53154
13.82,0.42764,-0.59443,0.5234
13.83,0.423,-0.607,0.51547
13.84,0.41856,-0.62112,0.5088
13.85,0.41394,-0.62613,0.50034
13.86,0.4089,-0.63729,0.49252
13.87,0.40432,-0.656,0.48706
13.88,0.39988,-0.65725,0.47794
13.89,0.39543,-0.667,0.47104
