t,r,u,y
6.94,-0.28712,-0.2965,-0.22551
6.95,-0.29134,-0.313,-0.22996
6.96,-0.29529,-0.32162,-0.23563
6.97,-0.29935,-0.336,-0.2398
6.98,-0.30352,-0.34725,-0.24508
6.99,-0.3078,-0.35,-0.25265
7,-0.31225,-0.36475,-0.25698
7.01,-0.3167,-0.3755,-0.26199
7.02,-0.32115,-0.3855,-0.26766
7.03,-0.32559,-0.398,-0.27222
7.04,-0.33049,-0.41162,-0.27744
7.05,-0.33493,-0.42475,-0.28217
7.06,-0.33938,-0.43438,-0.28801
7.07,-0.34396,-0.44357,-0.29344
7.08,-0.34917,-0.453,-0.29957
7.09,-0.35395,-0.462,-0.30513
7.1,-0.35851,-0.47,-0.31091
7.11,-0.36353,-0.47643,-0.31714
7.12,-0.36829,-0.48437,-0.32326
7.13,-0.37313,-0.48487,-0.33065
7.14,-0.37808,-0.49575,-0.33505
7.15,-0.38253,-0.50325,-0.34061
7.16,-0.38761,-0.50486,-0.34783
7.17,-0.39231,-0.512,-0.35362
7.18,-0.39721,-0.5105,-0.36062
7.19,-0.40188,-0.514,-0.36652
7.2,-0.40693,-0.51943,-0.37255
7.21,-0.41144,-0.52312,-0.37869
7.22,-0.41589,-0.52475,-0.38464
7.23,-0.42034,-0.526,-0.39076
7.24,-0.42523,-0.519,-0.39899
7.25,-0.42968,-0.524,-0.40354
7.26,-0.43412,-0.524,-0.40966
7.27,-0.43857,-0.52025,-0.41611
7.28,-0.44258,-0.52,-0.42167
7.29,-0.4473,-0.52275,-0.42679
7.3,-0.45119,-0.52025,-0.43235
7.31,-0.45509,-0.51662,-0.43835
7.32,-0.45903,-0.51257,-0.4441
7.33,-0.46326,-0.51,-0.44969
7.34,-0.46682,-0.50475,-0.45514
7.35,-0.47015,-0.502,-0.45992
7.36,-0.47403,-0.49629,-0.46558
7.37,-0.4776,-0.492,-0.47054
7.38,-0.48094,-0.47762,-0.47705
7.39,-0.48383,-0.47737,-0.48038
7.4,-0.487,-0.4715,-0.48483
7.41,-0.48998,-0.46043,-0.49055
7.42,-0.49284,-0.456,-0.49417
7.43,-0.49551,-0.44075,-0.50007
7.44,-0.49773,-0.4345,-0.50374
7.45,-0.50053,-0.42643,-0.50764
7.46,-0.50279,-0.4155,-0.5118
7.47,-0.50463,-0.40788,-0.51508
7.48,-0.50657,-0.39663,-0.51869
7.49,-0.50841,-0.376,-0.52442
7.5,-0.51007,-0.36975,-0.52642
7.51,-0.51174,-0.3565,-0.52998
7.52,-0.51308,-0.3425,-0.5332
7.53,-0.51419,-0.332,-0.53554
7.54,-0.51541,-0.32037,-0.53787
7.55,-0.51625,-0.30663,-0.54038
7.56,-0.5168,-0.29175,-0.54282
7.57,-0.51737,-0.27729,-0.54513
7.58,-0.51797,-0.2625,-0.5471
7.59,-0.51819,-0.24825,-0.54888
7.6,-0.51819,-0.238,-0.54933
7.61,-0.51819,-0.22067,-0.55096
7.62,-0.51791,-0.20525,-0.55216
7.63,-0.51697,-0.18212,-0.55411
7.64,-0.51575,-0.168,-0.55383
7.65,-0.51352,-0.14987,-0.55372
7.66,-0.51114,-0.12657,-0.55352
7.67,-0.50796,-0.102,-0.55333
7.68,-0.50451,-0.0725,-0.55366
7.69,-0.5004,-0.050999,-0.55155
7.7,-0.49557,-0.026285,-0.54882
7.71,-0.4905,0.0081258,-0.54822
7.72,-0.48494,0.0435,-0.54683
7.73,-0.47911,0.086624,-0.54655
7.74,-0.47193,0.141,-0.5471
7.75,-0.4647,0.1755,-0.5431
7.76,-0.45725,0.195,-0.53532
7.77,-0.44914,0.20475,-0.52486
7.78,-0.4408,0.222,-0.51597
7.79,-0.43101,0.29213,-0.51664
7.8,-0.42184,0.3365,-0.51219
7.81,-0.412,0.38375,-0.50746
7.82,-0.40178,0.41943,-0.4997
7.83,-0.39031,0.465,-0.49173
7.84,-0.37941,0.50125,-0.48294
7.85,-0.36829,0.533,-0.47238
7.86,-0.35616,0.56971,-0.4624
7.87,-0.34305,0.609,-0.45136
7.88,-0.33082,0.65162,-0.44213
7.89,-0.31809,0.68575,-0.43034
7.9,-0.30513,0.7225,-0.41889
7.91,-0.29084,0.76214,-0.4061
7.92,-0.27667,0.803,-0.39409
7.93,-0.26277,0.8445,-0.38242
7.94,-0.24864,0.8795,-0.36896
7.95,-0.23295,0.91814,-0.35432
7.96,-0.21823,0.95938,-0.34149
7.97,-0.20338,0.99688,-0.32771
7.98,-0.18837,1.0394,-0.31464
7.99,-0.17169,1.087,-0.30068
8,-0.15657,1.1157,-0.28423
8.01,-0.141,1.153,-0.26955
8.02,-0.12543,1.1873,-0.25387
8.03,-0.10987,1.218,-0.23752
8.04,-0.092296,1.2515,-0.21951
8.05,-0.07645,1.2821,-0.20311
8.06,-0.060715,1.3136,-0.18704
8.07,-0.044417,1.3443,-0.17017
8.08,-0.027133,1.374,-0.15123
8.09,-0.011231,1.399,-0.13377
8.1,0.0048929,1.421,-0.11565
8.11,0.021033,1.4431,-0.096966
8.12,0.03803,1.4685,-0.078618
8.13,0.053598,1.5114,-0.06533
8.14,0.069166,1.528,-0.046482
8.15,0.084735,1.5327,-0.025464
8.16,0.10141,1.5369,-0.0033037
8.17,0.11698,1.548,0.016458
8.18,0.13199,1.5625,0.033916
8.19,0.14701,1.5685,0.053376
8.2,0.16292,1.5756,0.073455
8.21,0.17798,1.5845,0.091462
8.22,0.19204,1.584,0.11087
8.23,0.20622,1.5909,0.12782
8.24,0.22151,1.601,0.14589
8.25,0.23485,1.5927,0.16558
8.26,0.24798,1.594,0.18215
8.27,0.26076,1.593,0.19905
8.28,0.27355,1.584,0.21706
8.29,0.28701,1.5792,0.23508
8.3,0.29896,1.5767,0.25064
8.31,0.31025,1.5716,0.26582
8.32,0.32191,1.564,0.28149
8.33,0.33338,1.5515,0.29824
8.34,0.34394,1.5375,0.3137
8.35,0.35362,1.521,0.32915
8.36,0.36366,1.5051,0.3437
8.37,0.37319,1.4892,0.35784
8.38,0.38208,1.4765,0.37013
8.39,0.39042,1.4481,0.38509
8.4,0.39804,1.4271,0.39765
8.41,0.40578,1.4026,0.411
8.42,0.41277,1.372,0.42434
8.43,0.41922,1.347,0.43513
8.44,0.42478,1.31,0.44814
8.45,0.43082,1.2696,0.46119
8.46,0.43546,1.235,0.47171
8.47,0.43974,1.1954,0.48266
8.48,0.44363,1.1554,0.49267
8.49,0.44747,1.119,0.50129
8.5,0.45014,1.0665,0.51196
8.51,0.45214,1.0245,0.51953
8.52,0.45381,0.97875,0.52742
8.53,0.45503,0.928,0.53554
8.54,0.45564,0.8725,0.54299
8.55,0.45592,0.82414,0.54831
8.56,0.45592,0.7794,0.55289
8.57,0.45528,0.73114,0.55689
8.58,0.45347,0.6735,0.56134
8.59,0.45147,0.6165,0.56545
8.6,0.4488,0.558,0.5689
8.61,0.4448,0.49971,0.57042
8.62,0.44007,0.439,0.57118
8.63,0.43468,0.38113,0.57107
8.64,0.42901,0.31675,0.57146
8.65,0.42234,0.25388,0.57018
8.66,0.41455,0.18557,0.56807
8.67,0.4061,0.113,0.56623
8.68,0.39754,0.049497,0.562
8.69,0.38787,-0.025001,0.55956
8.7,0.377,-0.11043,0.55625
8.71,0.36585,-0.19262,0.55278
8.72,0.35439,-0.2795,0.54933
8.73,0.34216,-0.3295,0.53682
8.74,0.32826,-0.36,0.5173
8.75,0.31481,-0.44925,0.51241
8.76,0.30068,-0.526,0.50351
8.77,0.28623,-0.60275,0.49395
8.78,0.27088,-0.673,0.48216
8.79,0.25359,-0.73837,0.4661
8.8,0.23747,-0.8015,0.45108
8.81,0.22095,-0.85863,0.43451
8.82,0.20308,-0.92072,0.41792
8.83,0.18392,-0.9875,0.39965
8.84,0.16558,-1.044,0.38153
8.85,0.14723,-1.107,0.36429
8.86,0.12734,-1.1727,0.34612
8.87,0.10653,-1.2383,0.32598
8.88,0.086513,-1.2978,0.30658
8.89,0.066442,-1.3641,0.28784
8.9,0.04587,-1.4157,0.26599
8.91,0.023511,-1.4727,0.24248
8.92,0.0017795,-1.528,0.21973
8.93,-0.019461,-1.5733,0.19582
8.94,-0.041144,-1.625,0.17325
8.95,-0.065068,-1.6764,0.14729
8.96,-0.087181,-1.7248,0.1231
8.97,-0.10942,-1.7704,0.099079
8.98,-0.13194,-1.8097,0.073226
8.99,-0.15657,-1.845,0.043147
9,-0.17926,-1.8752,0.015789
9.01,-0.20172,-1.7155,-0.052711
9.02,-0.22451,-1.5753,-0.1132
9.03,-0.24686,-1.812,-0.09074
9.04,-0.27194,-1.6446,-0.16191
9.05,-0.29474,-1.6159,-0.19638
9.06,-0.31714,-1.8121,-0.18259
9.07,-0.34015,-1.5639,-0.26694
9.08,-0.36429,-1.707,-0.26399
9.09,-0.38653,-1.7055,-0.29301
9.1,-0.40833,-1.498,-0.36474
9.11,-0.43107,-1.7629,-0.33328
9.12,-0.45431,-1.6469,-0.38836
9.13,-0.4756,-1.5846,-0.42612
9.14,-0.49673,-1.8192,-0.3996
9.15,-0.51769,-1.5901,-0.47582
9.16,-0.53973,-1.6841,-0.47924
9.17,-0.56045,-1.779,-0.4835
9.18,-0.58035,-1.5583,-0.555
9.19,-0.59981,-1.714,-0.54221
9.2,-0.62056,-1.6543,-0.58028
9.21,-0.63923,-1.5653,-0.61983
9.22,-0.65758,-1.7491,-0.59992
9.23,-0.67537,-1.6248,-0.64802
9.24,-0.69433,-1.633,-0.66676
9.25,-0.71135,-1.7108,-0.66876
9.26,-0.72747,-1.5945,-0.71235
9.27,-0.74326,-1.653,-0.71591
9.28,-0.75838,-1.682,-0.72636
9.29,-0.77456,-1.6491,-0.75155
9.3,-0.78846,-1.6422,-0.76823
9.31,-0.80197,-1.6224,-0.7873
9.32,-0.81494,-1.5981,-0.8063
9.33,-0.828,-1.602,-0.8191
9.34,-0.83967,-1.5795,-0.836
9.35,-0.85046,-1.55,-0.85357
9.36,-0.86107,-1.5287,-0.86819
9.37,-0.8712,-1.493,-0.88582
9.38,-0.87987,-1.4588,-0.90116
9.39,-0.8881,-1.4365,-0.91295
9.4,-0.89533,-1.3941,-0.92785
9.41,-0.90244,-1.3489,-0.94279
9.42,-0.90873,-1.312,-0.95454
9.43,-0.91373,-1.263,-0.96755
9.44,-0.91829,-1.217,-0.979
9.45,-0.92213,-1.1654,-0.99032
9.46,-0.92541,-1.1145,-1.0005
9.47,-0.92746,-1.0587,-1.0103
9.48,-0.92885,-1.0056,-1.0186
9.49,-0.92963,-0.94,-1.0279
9.5,-0.92963,-0.88286,-1.0347
9.51,-0.92963,-0.828,-1.0404
9.52,-0.92963,-0.7725,-1.0459
9.53,-0.92919,-0.717,-1.0511
9.54,-0.92763,-0.6565,-1.0546
9.55,-0.92513,-0.594,-1.0582
9.56,-0.92157,-0.52875,-1.0614
9.57,-0.91699,-0.46571,-1.0622
9.58,-0.91073,-0.397,-1.0622
9.59,-0.90428,-0.33,-1.0614
9.6,-0.89672,-0.265,-1.0586
9.61,-0.88757,-0.18957,-1.0567
9.62,-0.8772,-0.10788,-1.0536
9.63,-0.86664,-0.035626,-1.0486
9.64,-0.85502,0.038121,-1.0423
9.65,-0.84245,0.1305,-1.0394
9.66,-0.82815,0.23586,-1.0355
9.67,-0.81354,0.288,-1.0199
9.68,-0.79786,0.3525,-1.0065
9.69,-0.78174,0.4465,-0.99902
9.7,-0.76309,0.551,-0.98962
9.71,-0.74498,0.648,-0.97928
9.72,-0.7263,0.72838,-0.96427
9.73,-0.70656,0.8115,-0.94926
9.74,-0.6841,0.903,-0.93141
9.75,-0.66286,0.9775,-0.91206
9.76,-0.64096,1.0655,-0.89516
9.77,-0.61838,1.1378,-0.87359
9.78,-0.59514,1.214,-0.85224
9.79,-0.56868,1.3031,-0.82877
9.8,-0.54393,1.3875,-0.80765
9.81,-0.51891,1.4704,-0.78546
9.82,-0.49252,1.5541,-0.76182
9.83,-0.46393,1.6385,-0.73459
9.84,-0.4369,1.71,-0.70779
9.85,-0.40966,1.783,-0.68054
9.86,-0.38094,1.8614,-0.65303
9.87,-0.35056,1.94,-0.62316
9.88,-0.32181,2.0086,-0.59375
9.89,-0.29246,2.0756,-0.56339
9.9,-0.26321,2.1474,-0.53404
9.91,-0.23136,2.2173,-0.50103
9.92,-0.20016,2.278,-0.46704
9.93,-0.17002,2.3395,-0.43524
9.94,-0.13945,2.397,-0.40188
9.95,-0.10624,2.4573,-0.36556
9.96,-0.075171,2.5101,-0.33104
9.97,-0.044201,2.561,-0.2964
9.98,-0.013344,2.6091,-0.26138
9.99,0.020906,2.662,-0.22329
10,0.051931,2.699,-0.18626
10.01,0.082733,2.7475,-0.15212
10.02,0.11387,2.784,-0.11565
10.03,0.14456,2.824,-0.080508
10.04,0.1782,2.8731,-0.0432
10.05,0.20878,2.8888,-0.0034467
10.06,0.23897,2.9068,0.034973
10.07,0.26942,2.9286,0.072185
10.08,0.3018,2.947,0.11276
10.09,0.33126,2.962,0.1499
10.1,0.36029,2.969,0.18771
10.11,0.3899,2.9827,0.2245
10.12,0.42,2.9995,0.26115
10.13,0.4478,3.0066,0.29663
10.14,0.4751,3.004,0.33288
10.15,0.50218,3.0084,0.36685
10.16,0.53046,3.0011,0.40489
10.17,0.55689,2.995,0.44035
10.18,0.58224,2.9918,0.47249
10.19,0.60671,2.9845,0.50507
10.2,0.63289,2.9754,0.53903
10.21,0.65614,2.9629,0.57079
10.22,0.67877,2.942,0.6027
10.23,0.70073,2.9226,0.63328
10.24,0.72413,2.899,0.66587
10.25,0.74415,2.8725,0.695
10.26,0.76372,2.85,0.72213
10.27,0.78229,2.8095,0.75193
10.28,0.80019,2.767,0.78107
10.29,0.81899,2.7166,0.81159
10.3,0.83511,2.666,0.83912
10.31,0.85029,2.613,0.8653
10.32,0.86488,2.5497,0.89297
10.33,0.87937,2.4785,0.92096
10.34,0.89205,2.4128,0.94542
10.35,0.90339,2.347,0.96833
10.36,0.91413,2.2789,0.98949
10.37,0.92429,2.211,1.0099
10.38,0.9328,2.1344,1.0302
10.39,0.94053,2.0522,1.0497
10.4,0.94703,1.9718,1.0672
10.41,0.95295,1.8801,1.0856
10.42,0.95765,1.791,1.1018
10.43,0.96088,1.709,1.1146
10.44,0.96321,1.6205,1.1276
10.45,0.96464,1.5281,1.1388
10.46,0.96522,1.4363,1.1489
10.47,0.96522,1.346,1.1578
10.48,0.96522,1.2566,1.1662
10.49,0.96522,1.164,1.1738
10.5,0.96566,1.073,1.1816
10.51,0.96566,1.0005,1.1854
10.52,0.96599,0.919,1.1908
10.53,0.96655,0.841,1.1952
10.54,0.96672,0.76288,1.1977
10.55,0.96727,0.69287,1.2002
10.56,0.96783,0.62712,1.2018
10.57,0.96839,0.55543,1.2043
10.58,0.969,0.482,1.2063
10.59,0.96955,0.4195,1.2072
10.6,0.97055,0.356,1.2081
10.61,0.97113,0.29886,1.2071
10.62,0.972,0.24412,1.2054
10.63,0.97272,0.18375,1.2061
10.64,0.97378,0.12937,1.2056
10.65,0.97489,0.08125,1.2035
10.66,0.97608,0.028573,1.2022
10.67,0.97678,-0.020999,1.2005
10.68,0.978,-0.066,1.199
10.69,0.97945,-0.1175,1.1985
10.7,0.98066,-0.16814,1.197
10.71,0.98178,-0.20075,1.1931
10.72,0.98306,-0.22012,1.1866
10.73,0.98445,-0.25137,1.1829
10.74,0.98612,-0.281,1.1787
10.75,0.98734,-0.309,1.1748
10.76,0.98879,-0.3285,1.1698
10.77,0.99024,-0.354,1.1665
10.78,0.9919,-0.368,1.1609
10.79,0.99329,-0.384,1.1557
10.8,0.99496,-0.39775,1.151
10.81,0.99663,-0.40738,1.1455
10.82,0.99832,-0.42429,1.1426
10.83,1.0001,-0.4355,1.1378
10.84,1.0018,-0.44275,1.1334
10.85,1.0035,-0.451,1.1289
10.86,1.0052,-0.45129,1.1237
10.87,1.007,-0.452,1.1182
10.88,1.0086,-0.45513,1.1144
10.89,1.0103,-0.45637,1.1106
10.9,1.012,-0.4535,1.1058
10.91,1.0138,-0.45314,1.1019
10.92,1.0155,-0.453,1.0987
10.93,1.0173,-0.445,1.0937
10.94,1.0193,-0.4395,1.09
10.95,1.0211,-0.42971,1.0853
10.96,1.0228,-0.42013,1.0812
10.97,1.0244,-0.418,1.0793
10.98,1.0261,-0.4105,1.0762
10.99,1.0279,-0.396,1.072
11,1.03,-0.39475,1.0707
11.01,1.0317,-0.3765,1.0664
11.02,1.0334,-0.3725,1.0651
11.03,1.035,-0.36,1.0622
11.04,1.0369,-0.34787,1.0596
11.05,1.0386,-0.33725,1.0579
11.06,1.0398,-0.32275,1.055
11.07,1.0415,-0.31571,1.0544
11.08,1.0433,-0.306,1.0533
11.09,1.0449,-0.29125,1.0513
11.1,1.0462,-0.281,1.0502
11.11,1.0479,-0.26657,1.048
11.12,1.0494,-0.24925,1.0459
11.13,1.0509,-0.24225,1.0461
11.14,1.0521,-0.22925,1.0451
11.15,1.0536,-0.21512,1.0437
11.16,1.0548,-0.20414,1.0433
11.17,1.0564,-0.195,1.0435
11.18,1.0575,-0.17725,1.0415
11.19,1.0586,-0.1665,1.0411
11.2,1.0598,-0.152,1.0403
11.21,1.061,-0.13837,1.0396
11.22,1.0621,-0.13062,1.0404
11.23,1.0629,-0.12187,1.0407
11.24,1.064,-0.106,1.0395
11.25,1.065,-0.0985,1.0403
11.26,1.0657,-0.083,1.0391
11.27,1.0665,-0.0765,1.0398
11.28,1.0671,-0.065,1.0395
11.29,1.0681,-0.05525,1.0399
11.3,1.0687,-0.04775,1.0408
11.31,1.0692,-0.0365,1.0401
11.32,1.0698,-0.034429,1.0423
11.33,1.0704,-0.0275,1.0428
11.34,1.0706,-0.0165,1.0426
11.35,1.0711,-0.014,1.0439
11.36,1.0712,-0.00085706,1.0429
11.37,1.0715,0.0088749,1.0429
11.38,1.0719,0.0086251,1.0446
11.39,1.072,0.01425,1.0452
11.4,1.072,0.023375,1.0449
11.41,1.072,0.027714,1.0457
11.42,1.072,0.028001,1.0471
11.43,1.0719,0.04,1.0455
11.44,1.0713,0.0435,1.0459
11.45,1.0707,0.048714,1.0457
11.46,1.0696,0.054375,1.045
11.47,1.0685,0.050375,1.0462
11.48,1.0674,0.047875,1.0467
11.49,1.0657,0.045,1.0471
11.5,1.0641,0.0395,1.0478
11.51,1.0622,0.0395,1.0468
11.52,1.06,0.02825,1.0478
11.53,1.0577,0.023,1.0475
11.54,1.0551,0.016125,1.0464
11.55,1.0523,0.0023748,1.0473
11.56,1.0492,-0.0075,1.0468
11.57,1.0462,-0.026571,1.0479
11.58,1.0426,-0.0445,1.0479
11.59,1.0389,-0.05525,1.0464
11.6,1.035,-0.075,1.0466
11.61,1.031,-0.086143,1.044
11.62,1.0266,-0.09025,1.0397
11.63,1.0222,-0.094125,1.0354
11.64,1.0177,-0.11375,1.0344
11.65,1.0131,-0.13275,1.0329
11.66,1.0077,-0.15471,1.0311
11.67,1.0026,-0.171,1.0279
11.68,0.99702,-0.18225,1.0238
11.69,0.99146,-0.1985,1.0199
11.7,0.98542,-0.214,1.0154
11.71,0.97928,-0.22825,1.0108
11.72,0.97317,-0.24775,1.0071
11.73,0.96677,-0.26338,1.0024
11.74,0.95988,-0.279,0.99635
11.75,0.95321,-0.29525,0.9909
11.76,0.94631,-0.309,0.98501
11.77,0.93908,-0.33325,0.98078
11.78,0.93186,-0.348,0.97456
11.79,0.92391,-0.36387,0.96722
11.8,0.9164,-0.38013,0.96055
11.81,0.90862,-0.39288,0.9531
11.82,0.90072,-0.41386,0.94711
11.83,0.89205,-0.434,0.94008
11.84,0.88371,-0.452,0.93297
11.85,0.87537,-0.474,0.92652
11.86,0.86666,-0.48857,0.91819
11.87,0.85741,-0.50875,0.90989
11.88,0.84868,-0.53237,0.90311
11.89,0.83973,-0.54638,0.89405
11.9,0.83044,-0.56387,0.88582
11.91,0.82059,-0.58629,0.8774
11.92,0.81087,-0.606,0.86869
11.93,0.80131,-0.62175,0.85913
11.94,0.79152,-0.64,0.85001
11.95,0.78088,-0.66029,0.84023
11.96,0.77073,-0.67837,0.8305
11.97,0.76072,-0.69875,0.82132
11.98,0.75043,-0.71625,0.81159
11.99,0.73926,-0.736,0.80064
12,0.72869,-0.75075,0.78974
12.01,0.71813,-0.764,0.77862
12.02,0.70723,-0.787,0.76917
12.03,0.69656,-0.802,0.75838
12.04,0.68433,-0.82112,0.74643
12.05,0.6732,-0.83863,0.73559
12.06,0.66208,-0.85375,0.72441
12.07,0.65081,-0.86986,0.71263
12.08,0.63851,-0.888,0.70056
12.09,0.62717,-0.90325,0.68877
12.1,0.6156,-0.922,0.67788
12.11,0.60359,-0.93543,0.66529
12.12,0.59108,-0.95025,0.65219
12.13,0.57941,-0.96975,0.64112
12.14,0.56768,-0.97888,0.628
12.15,0.55561,-0.99137,0.6151
12.16,0.54278,-1.0084,0.60251
12.17,0.5302,-1.022,0.58936
12.18,0.51841,-1.031,0.5759
12.19,0.50618,-1.0425,0.56312
12.2,0.4929,-1.0561,0.54895
12.21,0.48044,-1.0678,0.53571
12.22,0.46782,-1.0815,0.5232
12.23,0.45559,-1.0909,0.50985
12.24,0.44169,-1.099,0.49417
12.25,0.42945,-1.107,0.48083
12.26,0.417,-1.1135,0.46659
12.27,0.40421,-1.129,0.4547
12.28,0.39187,-1.134,0.44035
12.29,0.3778,-1.1426,0.42523
12.3,0.36529,-1.1514,0.41188
12.31,0.35267,-1.1549,0.39737
12.32,0.3397,-1.1629,0.38348
12.33,0.32604,-1.165,0.36763
12.34,0.31347,-1.1718,0.35373
12.35,0.30068,-1.178,0.34027
12.36,0.28753,-1.1801,0.32553
12.37,0.27411,-1.1842,0.31036
12.38,0.26149,-1.1929,0.29746
12.39,0.2487,-1.1909,0.28234
12.4,0.23608,-1.1923,0.26821
12.41,0.22265,-1.1967,0.2536
12.42,0.2095,-1.197,0.23886
12.43,0.19716,-1.1938,0.22418
12.44,0.18437,-1.194,0.20995
12.45,0.17087,-1.1946,0.19495
12.46,0.15801,-1.1945,0.18109
12.47,0.14578,-1.1976,0.1678
12.48,0.13327,-1.1958,0.15362
12.49,0.11965,-1.191,0.13789
12.5,0.10742,-1.1858,0.12321
12.51,0.095187,-1.1795,0.10875
12.52,0.082955,-1.1853,0.096966
12.53,0.070723,-1.177,0.082288
12.54,0.057268,-1.1752,0.068054
12.55,0.045314,-1.1728,0.05471
12.56,0.033249,-1.1641,0.040589
12.57,0.02135,-1.1623,0.027387
12.58,0.0086733,-1.157,0.013121
12.59,-0.0030024,-1.1507,-0.00033364
12.6,-0.014678,-1.149,-0.012454
12.61,-0.026688,-1.1399,-0.026498
12.62,-0.039198,-1.1345,-0.039921
12.63,-0.050485,-1.1339,-0.051374
12.64,-0.061605,-1.1249,-0.064497
12.65,-0.072725,-1.1185,-0.076839
12.66,-0.084639,-1.116,-0.089151
12.67,-0.096077,-1.109,-0.10141
12.68,-0.10709,-1.099,-0.11442
12.69,-0.11765,-1.0925,-0.1261
12.7,-0.12912,-1.0907,-0.13725
12.71,-0.13983,-1.0867,-0.14829
12.72,-0.1504,-1.0812,-0.15952
12.73,-0.16068,-1.0712,-0.17147
12.74,-0.17169,-1.061,-0.18415
12.75,-0.18203,-1.0488,-0.19638
12.76,-0.19171,-1.039,-0.20728
12.77,-0.20172,-1.039,-0.21651
12.78,-0.21128,-1.026,-0.22818
12.79,-0.22168,-1.0189,-0.23908
12.8,-0.23113,-1.0101,-0.24937
12.81,-0.24019,-0.9985,-0.25999
12.82,-0.24966,-0.99043,-0.26948
12.83,-0.25932,-0.9785,-0.28067
12.84,-0.26788,-0.967,-0.2909
12.85,-0.27667,-0.96,-0.29935
12.86,-0.28524,-0.94914,-0.30952
12.87,-0.29418,-0.937,-0.31937
12.88,-0.30213,-0.93138,-0.32709
12.89,-0.31036,-0.91637,-0.33682
12.9,-0.31814,-0.90425,-0.34583
12.91,-0.32617,-0.89229,-0.35489
12.92,-0.33405,-0.876,-0.36429
12.93,-0.34127,-0.85875,-0.37352
12.94,-0.34828,-0.842,-0.38253
12.95,-0.3559,-0.82514,-0.39149
12.96,-0.36273,-0.80925,-0.39982
12.97,-0.36924,-0.79137,-0.40816
12.98,-0.37563,-0.7745,-0.41594
12.99,-0.38253,-0.75,-0.42567
13,-0.38853,-0.728,-0.4339
13.01,-0.39409,-0.705,-0.44213
13.02,-0.39999,-0.69025,-0.44802
13.03,-0.40521,-0.667,-0.45592
13.04,-0.41116,-0.64625,-0.46298
13.05,-0.41617,-0.62687,-0.46938
13.06,-0.42117,-0.601,-0.47688
13.07,-0.42574,-0.58529,-0.48159
13.08,-0.43057,-0.562,-0.48817
13.09,-0.43501,-0.54225,-0.49351
13.1,-0.43902,-0.525,-0.49773
13.11,-0.44302,-0.50329,-0.50339
13.12,-0.44691,-0.484,-0.50752
13.13,-0.45025,-0.46838,-0.5108
13.14,-0.45358,-0.44563,-0.51558
13.15,-0.45675,-0.42525,-0.51958
13.16,-0.45973,-0.40829,-0.52232
13.17,-0.46259,-0.388,-0.52575
13.18,-0.46482,-0.36625,-0.52942
13.19,-0.46704,-0.3455,-0.53243
13.2,-0.46945,-0.324,-0.53529
13.21,-0.47121,-0.30825,-0.5366
13.22,-0.47288,-0.28925,-0.53843
13.23,-0.47427,-0.26987,-0.5401
13.24,-0.47549,-0.243,-0.5431
13.25,-0.47649,-0.223,-0.54466
13.26,-0.47705,-0.2015,-0.54621
13.27,-0.4776,-0.1875,-0.54577
13.28,-0.47816,-0.163,-0.54755
13.29,-0.47816,-0.1428,-0.54799
13.3,-0.47816,-0.12625,-0.54744
13.31,-0.47816,-0.10437,-0.54788
13.32,-0.47822,-0.085428,-0.54857
13.33,-0.4786,-0.0655,-0.54866
13.34,-0.47894,-0.04975,-0.54833
13.35,-0.47905,-0.038999,-0.5471
13.36,-0.47962,-0.018286,-0.54806
13.37,-0.48022,-0.0058746,-0.5471
13.38,-0.48077,-0.00012501,-0.54477
13.39,-0.48133,0.0185,-0.54621
13.4,-0.48189,0.0305,-0.54555
13.41,-0.4828,0.043714,-0.54539
13.42,-0.4835,0.055001,-0.54532
13.43,-0.48461,0.0685,-0.54544
13.44,-0.48572,0.0755,-0.54466
13.45,-0.48693,0.072428,-0.54145
13.46,-0.48806,0.07425,-0.53965
13.47,-0.48917,0.086375,-0.5406
13.48,-0.49056,0.09325,-0.54032
13.49,-0.49195,0.102,-0.54088
13.5,-0.49351,0.1025,-0.53943
13.51,-0.49484,0.1045,-0.53888
13.52,-0.49651,0.09975,-0.53698
13.53,-0.49818,0.103,-0.53687
13.54,-0.50001,0.098,-0.53537
13.55,-0.50168,0.0955,-0.53454
13.56,-0.50374,0.0975,-0.53498
13.57,-0.50555,0.091143,-0.53382
13.58,-0.50774,0.089,-0.53376
13.59,-0.50974,0.08525,-0.53365
13.6,-0.51196,0.078,-0.53287
13.61,-0.51425,0.075286,-0.53319
13.62,-0.51664,0.06975,-0.53315
13.63,-0.51886,0.058499,-0.53215
13.64,-0.52114,0.062375,-0.53471
13.65,-0.52375,0.055,-0.53493
13.66,-0.52645,0.05,-0.53592
13.67,-0.52931,0.044,-0.53643
13.68,-0.53165,0.042749,-0.53843
13.69,-0.53443,0.0315,-0.53843
13.7,-0.53745,0.019714,-0.53872
13.71,-0.54027,0.011875,-0.5396
13.72,-0.54305,0.004,-0.54082
13.73,-0.5461,-0.0009998,-0.54277
13.74,-0.54933,-0.004,-0.54577
13.75,-0.55222,-0.01575,-0.54633
13.76,-0.55556,-0.027,-0.54733
13.77,-0.55856,-0.04275,-0.54766
13.78,-0.56178,-0.049,-0.54977
13.79,-0.56545,-0.07,-0.54983
13.8,-0.56879,-0.084375,-0.55094
13.81,-0.57212,-0.094375,-0.55305
13.82,-0.57551,-0.11486,-0.55301
