t,r,u,y
1.97,0.12693,0.77625,0.14145
1.98,0.13411,0.77925,0.14706
1.99,0.14126,0.774,0.15441
2,0.14856,0.7695,0.1618
2.01,0.15524,0.767,0.16813
2.02,0.1618,0.7565,0.17625
2.03,0.16852,0.74629,0.1844
2.04,0.17508,0.74463,0.19037
2.05,0.1812,0.74462,0.19566
2.06,0.18732,0.73462,0.20316
2.07,0.19387,0.72757,0.21039
2.08,0.19972,0.725,0.21573
2.09,0.20572,0.71275,0.22329
2.1,0.21128,0.7075,0.22885
2.11,0.21684,0.69925,0.23541
2.12,0.22251,0.69075,0.24197
2.13,0.2279,0.68562,0.24709
2.14,0.23291,0.675,0.25348
2.15,0.23791,0.66588,0.25921
2.16,0.24331,0.655,0.26543
2.17,0.24798,0.6385,0.27266
2.18,0.25265,0.6325,0.27722
2.19,0.25709,0.62,0.28245
2.2,0.26154,0.60288,0.28945
2.21,0.26571,0.58975,0.29501
2.22,0.2696,0.57288,0.30096
2.23,0.2735,0.5615,0.30524
2.24,0.27756,0.54757,0.31028
2.25,0.28134,0.531,0.31547
2.26,0.28467,0.515,0.3207
2.27,0.28801,0.49525,0.32626
2.28,0.29128,0.475,0.33157
2.29,0.29457,0.4625,0.33482
2.3,0.29735,0.45,0.3381
2.31,0.29974,0.43262,0.34227
2.32,0.30272,0.41557,0.34593
2.33,0.30513,0.399,0.34961
2.34,0.30736,0.37925,0.35362
2.35,0.30936,0.3625,0.35651
2.36,0.31136,0.34275,0.36007
2.37,0.31331,0.32575,0.36268
2.38,0.31481,0.311,0.36468
2.39,0.3162,0.2935,0.3669
2.4,0.31748,0.27588,0.36935
2.41,0.3187,0.261,0.37052
2.42,0.31981,0.236,0.37385
2.43,0.32059,0.22525,0.37385
2.44,0.32115,0.205,0.3763
2.45,0.32176,0.18562,0.37725
2.46,0.32231,0.16875,0.37836
2.47,0.32248,0.14663,0.38008
2.48,0.32248,0.13675,0.37908
2.49,0.32248,0.11667,0.38001
2.5,0.32248,0.1,0.38008
2.51,0.32292,0.089,0.37986
2.52,0.32348,0.07025,0.38119
2.53,0.32432,0.054572,0.3817
2.54,0.32548,0.05075,0.38014
2.55,0.32659,0.041875,0.37991
2.56,0.32787,0.03175,0.38047
2.57,0.32966,0.023714,0.38075
2.58,0.33138,0.021,0.37986
2.59,0.33316,0.00975,0.38175
2.6,0.33538,0.0070003,0.38186
2.61,0.3376,0.00275,0.38264
2.62,0.34055,0.000625,0.38286
2.63,0.34333,0.003875,0.38258
2.64,0.34611,0.0057502,0.38286
2.65,0.34928,0.008,0.38331
2.66,0.35295,0.01575,0.3832
2.67,0.35628,0.014,0.38542
2.68,0.35995,0.025,0.38497
2.69,0.36385,0.026,0.38698
2.7,0.36813,0.030875,0.38903
2.71,0.3723,0.0365,0.39098
2.72,0.37675,0.0445,0.39254
2.73,0.38119,0.059,0.39276
2.74,0.38602,0.078571,0.39295
2.75,0.39131,0.089,0.3952
2.76,0.39632,0.102,0.39721
2.77,0.40132,0.10825,0.4011
2.78,0.40686,0.12143,0.40362
2.79,0.41266,0.14325,0.40477
2.8,0.41822,0.15612,0.40822
2.81,0.42395,0.16925,0.41138
2.82,0.43019,0.18729,0.41468
2.83,0.43635,0.203,0.41856
2.84,0.44258,0.21425,0.42312
2.85,0.44903,0.23,0.42723
2.86,0.45548,0.24575,0.43134
2.87,0.46237,0.261,0.43674
2.88,0.46904,0.27912,0.44096
2.89,0.47571,0.296,0.44569
2.9,0.48277,0.30987,0.45131
2.91,0.49028,0.3305,0.45659
2.92,0.49751,0.3425,0.46304
2.93,0.50474,0.3635,0.46748
2.94,0.51197,0.375,0.47416
2.95,0.51992,0.39513,0.48061
2.96,0.52714,0.41388,0.48617
2.97,0.53476,0.42888,0.49256
2.98,0.5421,0.44975,0.49795
2.99,0.55022,0.46886,0.50453
3,0.55845,0.48775,0.51108
3.01,0.56623,0.508,0.5173
3.02,0.57401,0.525,0.5242
3.03,0.58224,0.54143,0.53217
3.04,0.59036,0.56538,0.53815
3.05,0.5982,0.58338,0.54521
3.06,0.60637,0.60087,0.55216
3.07,0.61471,0.62186,0.55943
3.08,0.62317,0.637,0.56757
3.09,0.63095,0.6495,0.5759
3.1,0.63896,0.666,0.58358
3.11,0.64696,0.681,0.59158
3.12,0.65597,0.70175,0.59942
3.13,0.66375,0.71625,0.60732
3.14,0.67181,0.72813,0.61594
3.15,0.67977,0.74175,0.6245
3.16,0.68877,0.7535,0.6344
3.17,0.69656,0.76,0.64407
3.18,0.70434,0.78,0.65041
3.19,0.71257,0.789,0.65964
3.2,0.72113,0.79837,0.66948
3.21,0.72892,0.8065,0.67838
3.22,0.7367,0.8145,0.68716
3.23,0.74443,0.82787,0.69478
3.24,0.75216,0.83571,0.70405
3.25,0.76039,0.84175,0.71379
3.26,0.76772,0.846,0.7228
3.27,0.7754,0.84775,0.73247
3.28,0.78304,0.85414,0.74155
3.29,0.79058,0.86288,0.74965
3.3,0.7978,0.86462,0.75855
3.31,0.80503,0.86425,0.76811
3.32,0.81246,0.868,0.77713
3.33,0.81932,0.87,0.78552
3.34,0.82644,0.86625,0.79519
3.35,0.83311,0.8645,0.8042
3.36,0.83978,0.86425,0.81254
3.37,0.84668,0.86337,0.82138
3.38,0.85318,0.86375,0.82911
3.39,0.8593,0.86,0.83745
3.4,0.86541,0.85387,0.84601
3.41,0.87203,0.84775,0.85524
3.42,0.87759,0.839,0.8638
3.43,0.88348,0.8415,0.8697
3.44,0.88916,0.831,0.87848
3.45,0.89483,0.82275,0.88688
3.46,0.90011,0.81462,0.89438
3.47,0.90511,0.80412,0.90178
3.48,0.91012,0.79987,0.90812
3.49,0.91514,0.78814,0.91565
3.5,0.91985,0.7755,0.92329
3.51,0.92429,0.767,0.92919
3.52,0.92863,0.7515,0.93664
3.53,0.93275,0.73886,0.9431
3.54,0.9368,0.72975,0.94831
3.55,0.9407,0.70937,0.95604
3.56,0.94442,0.69462,0.96182
3.57,0.948,0.68114,0.96719
3.58,0.95098,0.664,0.97322
3.59,0.95421,0.64275,0.97934
3.6,0.95699,0.627,0.98412
3.61,0.95943,0.60825,0.98924
3.62,0.96232,0.5895,0.99407
3.63,0.96455,0.57188,0.9983
3.64,0.96649,0.55188,1.0027
3.65,0.96855,0.52862,1.0074
3.66,0.97033,0.50525,1.0123
3.67,0.97167,0.4805,1.0164
3.68,0.973,0.467,1.0181
3.69,0.97411,0.441,1.0222
3.7,0.97489,0.41913,1.0249
3.71,0.97572,0.39538,1.0277
3.72,0.97589,0.3715,1.0303
3.73,0.97634,0.356,1.0309
3.74,0.97634,0.323,1.0346
3.75,0.97634,0.2998,1.0365
3.76,0.97589,0.281,1.0368
3.77,0.97567,0.25275,1.0391
3.78,0.97475,0.22686,1.0398
3.79,0.97339,0.21,1.0384
3.8,0.97217,0.17712,1.0404
3.81,0.9705,0.15137,1.0403
3.82,0.96839,0.127,1.0392
3.83,0.96611,0.094,1.0399
3.84,0.96333,0.067,1.0388
3.85,0.96055,0.0385,1.0382
3.86,0.95743,0.013749,1.0358
3.87,0.95376,-0.017876,1.034
3.88,0.95026,-0.051126,1.0332
3.89,0.94637,-0.088,1.0326
3.9,0.94209,-0.12762,1.0319
3.91,0.93719,-0.1685,1.0305
3.92,0.93252,-0.1925,1.0257
3.93,0.92752,-0.19025,1.0149
3.94,0.92252,-0.217,1.0106
3.95,0.9164,-0.26275,1.009
3.96,0.91084,-0.29025,1.004
3.97,0.90528,-0.31975,0.99941
3.98,0.89922,-0.34038,0.9924
3.99,0.89265,-0.37043,0.98682
4,0.8856,-0.394,0.97934
4.01,0.87892,-0.41,0.97055
4.02,0.87214,-0.43525,0.96433
4.03,0.86475,-0.45471,0.95543
4.04,0.85741,-0.46725,0.94498
4.05,0.84973,-0.49588,0.93897
4.06,0.84234,-0.5135,0.93008
4.07,0.834,-0.53529,0.92118
4.08,0.82599,-0.56,0.91362
4.09,0.81821,-0.583,0.90561
4.1,0.8102,-0.606,0.89738
4.11,0.80186,-0.6215,0.88782
4.12,0.79269,-0.63925,0.87698
4.13,0.78435,-0.65588,0.86742
4.14,0.77601,-0.67775,0.85908
4.15,0.76767,-0.69612,0.84962
4.16,0.75805,-0.71575,0.83956
4.17,0.74949,-0.7315,0.82977
4.18,0.74059,-0.74125,0.81832
4.19,0.73214,-0.758,0.80865
4.2,0.72235,-0.77075,0.79719
4.21,0.71346,-0.78013,0.78607
4.22,0.70495,-0.79512,0.77657
4.23,0.69611,-0.80212,0.76517
4.24,0.68683,-0.81914,0.75571
4.25,0.67776,-0.83025,0.74471
4.26,0.66898,-0.836,0.73348
4.27,0.66053,-0.845,0.72336
4.28,0.65138,-0.85386,0.71219
4.29,0.64229,-0.85512,0.7
4.3,0.6339,-0.86612,0.69072
4.31,0.62556,-0.87212,0.68027
4.32,0.61662,-0.87614,0.66879
4.33,0.60804,-0.881,0.6583
4.34,0.60015,-0.8865,0.64863
4.35,0.59203,-0.8915,0.63896
4.36,0.58424,-0.88975,0.62795
4.37,0.57574,-0.88675,0.61633
4.38,0.56834,-0.88575,0.60626
4.39,0.56084,-0.88575,0.59681
4.4,0.55361,-0.88587,0.58758
4.41,0.54577,-0.8845,0.57724
4.42,0.5391,-0.8815,0.56779
4.43,0.53243,-0.86875,0.55667
4.44,0.52575,-0.868,0.54888
4.45,0.51903,-0.8555,0.53793
4.46,0.51291,-0.84925,0.52931
4.47,0.50679,-0.8435,0.52119
4.48,0.50118,-0.82913,0.51158
4.49,0.49557,-0.81914,0.50307
4.5,0.48995,-0.80725,0.49484
4.51,0.48483,-0.788,0.48528
4.52,0.48038,-0.7785,0.47827
4.53,0.47568,-0.76171,0.47022
4.54,0.47104,-0.7395,0.46131
4.55,0.46715,-0.731,0.45609
4.56,0.46365,-0.7095,0.44853
4.57,0.4598,-0.68843,0.44118
4.58,0.45681,-0.671,0.43546
4.59,0.4537,-0.651,0.42923
4.6,0.45125,-0.63,0.42345
4.61,0.4488,-0.60675,0.41767
4.62,0.44641,-0.5795,0.41138
4.63,0.44474,-0.55713,0.40688
4.64,0.44335,-0.5365,0.40299
4.65,0.44224,-0.51413,0.39932
4.66,0.44113,-0.49,0.39598
4.67,0.44057,-0.465,0.39254
4.68,0.44035,-0.434,0.38842
4.69,0.44035,-0.4075,0.38586
4.7,0.44019,-0.3805,0.38303
4.71,0.43963,-0.358,0.3808
4.72,0.43868,-0.3415,0.37953
4.73,0.43707,-0.32088,0.37708
4.74,0.43514,-0.30786,0.37554
4.75,0.43246,-0.29575,0.37385
4.76,0.42923,-0.28,0.37096
4.77,0.42578,-0.27225,0.36907
4.78,0.42142,-0.26529,0.36664
4.79,0.41678,-0.25612,0.36335
4.8,0.41177,-0.259,0.36184
4.81,0.40621,-0.25675,0.35879
4.82,0.39994,-0.25657,0.35533
4.83,0.39365,-0.264,0.35317
4.84,0.38642,-0.269,0.3495
4.85,0.37919,-0.2745,0.34539
4.86,0.37163,-0.2785,0.34061
4.87,0.36257,-0.28687,0.33532
4.88,0.35406,-0.29825,0.33065
4.89,0.34489,-0.31263,0.32593
4.9,0.33543,-0.33088,0.32153
4.91,0.32493,-0.3505,0.31614
4.92,0.3147,-0.3665,0.30958
4.93,0.30413,-0.378,0.30202
4.94,0.29312,-0.4,0.29579
4.95,0.28089,-0.421,0.28784
4.96,0.26922,-0.44225,0.28061
4.97,0.25737,-0.46913,0.27377
4.98,0.2452,-0.49038,0.26516
4.99,0.23225,-0.516,0.25646
5,0.21873,-0.543,0.24731
5.01,0.2055,-0.563,0.23708
5.02,0.19249,-0.589,0.22785
5.03,0.17805,-0.61772,0.21744
5.04,0.16374,-0.64025,0.20583
5.05,0.14984,-0.674,0.19688
5.06,0.13578,-0.69912,0.18532
5.07,0.12029,-0.72529,0.17265
5.08,0.10542,-0.757,0.16146
5.09,0.090962,-0.784,0.14979
5.1,0.076283,-0.8085,0.137
5.11,0.061605,-0.833,0.12388
5.12,0.045203,-0.86237,0.10987
5.13,0.030191,-0.888,0.096855
5.14,0.015179,-0.91612,0.084067
5.15,0.00016631,-0.94325,0.070723
5.16,-0.016791,-0.974,0.056601
5.17,-0.031803,-0.997,0.042256
5.18,-0.046816,-1.0163,0.02691
5.19,-0.061827,-1.044,0.013789
5.2,-0.07834,-1.0661,-0.0028355
5.21,-0.093352,-1.0874,-0.017569
5.22,-0.10836,-1.114,-0.030803
5.23,-0.12293,-1.1299,-0.046649
5.24,-0.1384,-1.1551,-0.060938
5.25,-0.15368,-1.174,-0.076728
5.26,-0.16813,-1.189,-0.092519
5.27,-0.18215,-1.2085,-0.10675
5.28,-0.19717,-1.2263,-0.12219
5.29,-0.21167,-1.2454,-0.13689
5.3,-0.22512,-1.2703,-0.14962
5.31,-0.23869,-1.2786,-0.16547
5.32,-0.25271,-1.2851,-0.18262
5.33,-0.26599,-1.295,-0.19794
5.34,-0.27878,-1.302,-0.21295
5.35,-0.29134,-1.3085,-0.22752
5.36,-0.30324,-1.3097,-0.24308
5.37,-0.31609,-1.3111,-0.25943
5.38,-0.3276,-1.3135,-0.27372
5.39,-0.33872,-1.316,-0.28734
5.4,-0.34945,-1.3169,-0.30107
5.41,-0.36096,-1.3138,-0.31581
5.42,-0.37096,-1.3085,-0.32982
5.43,-0.38064,-1.3002,-0.3435
5.44,-0.39009,-1.296,-0.35584
5.45,-0.39971,-1.281,-0.37107
5.46,-0.40805,-1.2697,-0.38358
5.47,-0.416,-1.2608,-0.39482
5.48,-0.42373,-1.2386,-0.40855
5.49,-0.43108,-1.2187,-0.4211
5.5,-0.43813,-1.1915,-0.43446
5.51,-0.44436,-1.165,-0.44702
5.52,-0.45036,-1.1398,-0.45803
5.53,-0.45598,-1.1097,-0.46945
5.54,-0.46081,-1.0728,-0.48144
5.55,-0.46521,-1.0451,-0.49084
5.56,-0.4691,-1.0049,-0.50196
5.57,-0.47263,-0.96943,-0.51101
5.58,-0.47549,-0.931,-0.51997
5.59,-0.47805,-0.89425,-0.52787
5.6,-0.47972,-0.8545,-0.53532
5.61,-0.48138,-0.81175,-0.5431
5.62,-0.48222,-0.76787,-0.54944
5.63,-0.48261,-0.72829,-0.55467
5.64,-0.48261,-0.687,-0.55911
5.65,-0.48261,-0.6485,-0.56323
5.66,-0.48261,-0.606,-0.56744
5.67,-0.48261,-0.57,-0.57023
5.68,-0.48261,-0.525,-0.57513
5.69,-0.48261,-0.488,-0.5778
5.7,-0.48261,-0.454,-0.57913
5.71,-0.48261,-0.418,-0.58143
5.72,-0.48261,-0.39133,-0.5818
5.73,-0.48255,-0.35563,-0.58347
5.74,-0.48216,-0.32657,-0.58326
5.75,-0.48183,-0.28975,-0.58502
5.76,-0.48127,-0.255,-0.5858
5.77,-0.48061,-0.229,-0.58502
5.78,-0.47969,-0.19657,-0.58485
5.79,-0.47872,-0.16437,-0.58447
5.8,-0.4776,-0.144,-0.58152
5.81,-0.47633,-0.1055,-0.58269
5.82,-0.47486,-0.074428,-0.58142
5.83,-0.47327,-0.049,-0.57913
5.84,-0.4716,-0.022,-0.57735
5.85,-0.46993,0.0089995,-0.57646
5.86,-0.46793,0.044501,-0.57624
5.87,-0.46593,0.078375,-0.57435
5.88,-0.4637,0.11575,-0.57413
5.89,-0.46148,0.14388,-0.57162
5.9,-0.45926,0.15138,-0.56451
5.91,-0.45636,0.16425,-0.55822
5.92,-0.45392,0.2015,-0.558
5.93,-0.45114,0.235,-0.55644
5.94,-0.44836,0.261,-0.55378
5.95,-0.4453,0.29075,-0.55016
5.96,-0.44224,0.30763,-0.54488
5.97,-0.4393,0.3245,-0.53965
5.98,-0.43602,0.346,-0.53532
5.99,-0.43254,0.36114,-0.52931
6,-0.42901,0.37875,-0.52386
6.01,-0.42567,0.395,-0.51819
6.02,-0.42189,0.41225,-0.51341
6.03,-0.41837,0.43129,-0.50828
6.04,-0.4145,0.44825,-0.50268
6.05,-0.41066,0.46037,-0.49651
6.06,-0.40716,0.483,-0.49284
6.07,-0.40299,0.49657,-0.48648
6.08,-0.39899,0.51,-0.48038
6.09,-0.39509,0.52275,-0.4746
6.1,-0.3912,0.538,-0.46949
6.11,-0.38698,0.5555,-0.4647
6.12,-0.38258,0.5675,-0.45809
6.13,-0.37852,0.5795,-0.45225
6.14,-0.37435,0.58825,-0.44558
6.15,-0.37046,0.59462,-0.43885
6.16,-0.36574,0.60575,-0.43257
6.17,-0.36162,0.619,-0.42768
6.18,-0.35751,0.62625,-0.42111
6.19,-0.35317,0.625,-0.41322
6.2,-0.34872,0.6375,-0.40783
6.21,-0.34455,0.64313,-0.40143
6.22,-0.34066,0.645,-0.39437
6.23,-0.33632,0.64975,-0.38842
6.24,-0.33227,0.65014,-0.38107
6.25,-0.32782,0.653,-0.37452
6.26,-0.32381,0.657,-0.36874
6.27,-0.31992,0.654,-0.36129
6.28,-0.31581,0.65229,-0.35431
6.29,-0.31175,0.65188,-0.34794
6.3,-0.30786,0.64338,-0.34022
6.31,-0.30397,0.64675,-0.33521
6.32,-0.2998,0.64014,-0.32794
6.33,-0.29624,0.634,-0.32115
6.34,-0.29246,0.629,-0.31481
6.35,-0.2889,0.6245,-0.30891
6.36,-0.28534,0.62,-0.30335
6.37,-0.28167,0.61113,-0.29651
6.38,-0.27833,0.60238,-0.2904
6.39,-0.275,0.59612,-0.28512
6.4,-0.27205,0.58362,-0.27872
6.41,-0.26855,0.5765,-0.27366
6.42,-0.26577,0.569,-0.26866
6.43,-0.26265,0.55775,-0.26299
6.44,-0.26021,0.542,-0.25709
6.45,-0.25715,0.53713,-0.2532
6.46,-0.25465,0.52463,-0.2482
6.47,-0.25203,0.50887,-0.24258
6.48,-0.24976,0.49913,-0.23875
6.49,-0.24744,0.48257,-0.23371
6.5,-0.24508,0.472,-0.23018
6.51,-0.24331,0.462,-0.22685
6.52,-0.24153,0.4435,-0.22173
6.53,-0.23943,0.428,-0.2177
6.54,-0.23808,0.41237,-0.21384
6.55,-0.23652,0.39062,-0.20906
6.56,-0.23524,0.385,-0.20839
6.57,-0.23377,0.36429,-0.2041
6.58,-0.23263,0.348,-0.20105
6.59,-0.23196,0.3335,-0.19894
6.6,-0.23107,0.318,-0.19682
6.61,-0.23052,0.30475,-0.19504
6.62,-0.22991,0.2835,-0.19204
6.63,-0.22935,0.26625,-0.19026
6.64,-0.22907,0.24875,-0.18832
6.65,-0.22907,0.22925,-0.1862
6.66,-0.22907,0.21057,-0.18491
6.67,-0.22907,0.192,-0.18326
6.68,-0.22918,0.18225,-0.18437
6.69,-0.22974,0.165,-0.1837
6.7,-0.23034,0.141,-0.1818
6.71,-0.23091,0.12538,-0.1817
6.72,-0.23163,0.10362,-0.18064
6.73,-0.23274,0.08675,-0.18092
6.74,-0.23396,0.077,-0.1837
6.75,-0.23519,0.05325,-0.18259
6.76,-0.23686,0.0335,-0.18259
6.77,-0.23852,0.014501,-0.18326
6.78,-0.24019,-0.0010006,-0.18504
6.79,-0.24219,-0.02475,-0.18543
6.8,-0.24414,-0.046,-0.18598
6.81,-0.2462,-0.069875,-0.18626
6.82,-0.2489,-0.096,-0.18663
6.83,-0.25131,-0.1225,-0.18726
6.84,-0.25387,-0.14525,-0.18837
6.85,-0.25665,-0.167,-0.19037
6.86,-0.25951,-0.16457,-0.19743
6.87,-0.26277,-0.16663,-0.20394
6.88,-0.26571,-0.188,-0.20594
6.89,-0.26899,-0.22275,-0.20494
6.9,-0.27233,-0.241,-0.20811
6.91,-0.27622,-0.25671,-0.21204
6.92,-0.27978,-0.275,-0.21573
6.93,-0.28323,-0.28225,-0.2214
